player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kyle Fuller,8649,CB,CHI,16,5,0,67.7,0,0,6,58.7,62.5,68.3,,78.2,82.9,0,0,3,49,5,4,8,8,93.3,67,0,101,931,668,1070,19,0,0,19,0,2,1051,0,402,16,25,71,99,0,3,887,276,13.2
C.J. Mosley,8652,LB,NYJ,2,1,0,62.5,0,0,22,77.1,75,78.4,58.1,62.1,82.8,1,0,1,22,0,0,1,0,30.7,5,0,108,1,59,114,3,0,0,3,0,0,111,18,37,2,2,7,8,1,0,31,31,6.2
Ha Ha Clinton-Dix,8656,S,CHI,16,6,0,66.7,0,0,6,75.5,74.2,44.9,48.5,76.3,70.7,0,1,2,27,10.1,8,2,2,69.2,24,0,275,14,644,1066,28,0,0,28,0,660,1038,19,403,89,15,65,36,1,1,220,94,9.2
Dee Ford,8658,ED,SF,14,1,1,,0,2,28,78.7,73.9,49.6,71.2,62.7,80.3,3,22,0,,20,2,0,2,0,0,8,5,0,7,322,317,0,0,316,1,0,5,252,63,0,13,7,0,33,0,0,0,
Darqueze Dennard,8659,CB,CIN,9,7,0,54.5,0,0,7,76,72.2,46,68.4,57.7,56.4,2,1,0,27,9.8,4,5,1,79.6,18,0,93,51,290,495,3,0,0,3,0,9,492,17,188,339,16,30,33,3,1,174,86,9.7
Jason Verrett,8660,CB,SF,1,0,0,100,0,0,28,24.1,19.6,67.5,,60,,0,0,0,39,,0,0,1,158.3,1,0,1,3,2,4,0,0,0,0,0,0,4,0,2,0,0,0,1,0,1,39,2,39
Deone Bucannon,8662,LB,NYG,12,5,0,71.4,0,0,21,53.1,53.9,82.1,60.2,56.6,55.3,1,4,0,39,8.3,2,0,0,124.7,10,0,217,1,149,244,11,0,0,11,0,0,233,25,70,15,7,17,14,5,1,132,105,13.2
Jimmie Ward,8665,S,SF,16,9,0,61.5,0,1,28,84.5,85,89.8,53.5,83,77.9,0,0,0,29,5.5,4,8,1,121.3,16,0,119,5,623,989,7,0,0,7,0,703,982,5,361,154,13,60,26,0,4,177,46,11.1
Bradley Roby,8666,CB,HST,12,3,0,62.2,1,1,13,65.2,64,62.1,72.7,52.7,30.9,0,0,2,30,25.4,16,7,6,84.6,46,1,70,463,542,798,3,0,0,3,0,13,795,7,249,249,12,44,74,1,2,585,192,12.7
Demarcus Lawrence,8669,ED,DAL,16,5,1,100,0,2,9,67.3,86.2,33.8,78.6,83.2,37.9,11,39,0,7,18.6,8,0,6,95.8,1,6,3,0,5,668,665,0,10,641,14,0,3,443,220,0,28,30,1,56,0,7,1,7
Kyle Van Noy,8675,ED,NE,16,10,3,72.7,1,4,19,76.1,84.2,71.3,72.1,83.7,62.3,9,43,0,21,10.3,6,0,2,129,8,8,58,3,92,875,776,0,0,776,0,0,99,464,319,38,33,42,11,60,1,95,43,11.9
Lamarcus Joyner,8676,CB,OAK,14,3,0,73.9,2,0,23,44.4,47.5,31.4,57.7,67.1,40.3,0,3,0,32,15.8,9,3,9,108.4,51,0,68,12,461,706,17,0,0,17,0,1,689,20,225,608,18,45,69,3,3,500,280,9.8
Stephon Tuitt,8681,DI,PIT,6,3,0,,0,0,25,62.9,89.1,61.7,85,75.7,29.8,2,12,0,,22.7,5,0,1,0,0,4,0,0,0,278,278,5,169,8,96,0,0,168,110,0,14,14,0,18,0,0,0,
Trent Murphy,8682,ED,BUF,17,9,2,100,1,2,4,71.3,75.2,44.9,69.2,74.9,41.1,5,30,1,11,17.9,7,0,5,60.4,3,7,5,0,19,720,713,0,6,668,39,0,7,441,260,1,22,23,3,42,0,24,11,8
Timmy Jernigan,8683,DI,PHI,11,2,0,,1,0,24,60.1,66.2,19.2,67.3,67.9,27.6,0,10,0,,27.3,3,0,4,0,0,2,1,0,4,306,305,9,246,0,50,0,1,180,122,0,8,6,0,12,0,0,0,
Jeremiah Attaochu,8685,ED,DEN,11,2,0,100,0,0,10,50.1,55.6,42.1,57.7,61.2,58.7,2,8,0,33,11.8,2,0,2,118.8,4,4,3,1,19,322,306,0,0,306,0,0,16,180,123,11,16,13,4,14,0,63,59,15.8
Christian Kirksey,8706,LB,CLV,2,2,0,88.9,0,0,8,50.4,48.2,78.8,48.5,55.3,29.8,0,0,0,75,31.3,5,0,0,155.8,8,0,105,0,52,112,3,0,0,3,0,0,109,11,49,4,5,9,9,0,1,133,132,16.6
Preston Brown,8708,LB,JAX,10,12,0,95.5,0,1,15,53.5,45.9,83,60.1,42.5,75.2,0,2,0,39,6,3,0,0,138.4,21,0,379,0,169,427,18,1,0,17,0,0,409,16,242,30,15,35,22,2,2,219,162,10.4
Terrence Brooks,8714,S,NE,16,2,0,62.1,0,0,19,58.3,60.6,27.6,60,70.6,78.6,3,3,1,24,4.2,1,2,2,77.2,18,0,160,14,195,280,13,0,0,13,0,38,267,14,71,55,7,21,29,6,1,183,42,10.2
Kareem Martin,8719,ED,NYG,5,0,0,,0,0,21,60.3,48.3,80.4,47.1,53.5,48.8,0,1,0,,16.7,1,0,0,0,0,0,0,0,1,50,50,0,0,49,1,0,0,25,24,0,3,5,0,1,0,0,0,
Phillip Gaines,8722,CB,HST,4,1,0,60,1,0,13,29.2,31.4,81.3,60,65.3,83,0,1,0,46,0,0,0,3,115.6,12,0,6,85,92,133,1,0,0,1,0,1,132,1,40,40,4,10,20,1,2,145,42,12.1
Jaylen Watkins,8736,S,LAC,13,2,0,92.3,0,0,27,53.4,55.2,79.3,68.1,60.2,33.9,0,1,0,31,24.2,8,1,0,114.9,24,0,133,18,230,301,12,0,0,12,0,63,289,2,69,73,10,23,26,1,1,221,141,9.2
Bashaud Breeland,8737,CB,KC,19,9,0,46.6,3,0,16,51.3,55.2,49.7,75.2,73.9,62.5,1,1,3,41,11.8,9,5,13,68.6,34,0,94,988,700,1104,3,0,0,3,0,0,1101,4,400,19,14,58,73,2,3,546,204,16.1
Justin Ellis,8742,DI,BLT,5,0,0,,0,0,3,60,77.4,79.9,62.4,76.7,71.5,0,2,0,,14.3,1,0,0,0,0,0,0,0,0,70,70,23,46,0,1,0,0,36,34,0,4,6,0,2,0,0,0,
Cassius Marsh,8743,ED,ARZ,16,5,0,100,1,0,1,55,63,52.1,59.3,69.9,56.5,3,14,0,23,13.2,5,0,2,118.8,6,4,23,0,41,429,401,0,2,395,4,0,28,219,169,4,24,28,6,21,0,87,63,14.5
Ross Cockrell,8744,CB,CAR,13,6,0,55.2,0,0,5,61.3,57.5,60.9,61.1,42.8,53.1,0,0,2,37,15.5,11,4,4,68.1,37,0,59,385,479,733,23,0,0,23,0,12,710,8,246,253,19,54,67,0,1,441,171,11.9
Maurice Alexander,8745,LB,BUF,2,1,0,71.4,0,0,4,64.7,55.6,80.8,53.8,48.4,81.2,0,0,0,26,0,0,0,0,94.3,5,0,41,2,27,53,4,0,0,4,0,1,49,4,22,4,4,6,7,0,0,55,28,11
DaQuan Jones,8747,DI,TEN,19,16,3,75,0,0,31,48,72.8,90.9,66.6,71.7,57.4,3,23,0,11,7.7,4,0,0,92.7,3,2,11,0,17,799,786,411,330,2,43,0,13,442,340,0,25,32,4,28,0,27,5,9
Aaron Colvin,8749,CB,WAS,5,2,0,88,1,0,32,38.1,38,82.6,56.8,42.8,50,0,0,0,48,16.7,3,1,1,156.8,22,0,13,136,140,223,0,0,0,0,0,3,223,1,82,71,4,13,25,0,3,303,75,13.8
Anthony Hitchens,8754,LB,KC,18,24,0,86.3,0,1,16,58.4,44.4,61.8,58.5,34.1,45.1,3,2,0,67,14.2,15,1,1,117,44,2,761,4,395,814,24,0,0,24,0,0,790,54,365,25,25,67,51,7,2,456,280,10.4
Logan Thomas,8755,TE,DET,1,0,0,,0,0,11,,60,60,,60,,0,0,0,,,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
De'Anthony Thomas,8759,WR,BLT,2,0,0,,0,0,3,60,61.2,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Walt Aikens,8760,S,MIA,7,3,0,90,0,0,17,39.1,50.1,77.2,52.6,70.9,50.5,0,0,0,23,14.3,2,1,0,145.8,9,0,43,12,45,104,20,0,0,20,0,5,84,6,53,23,1,9,10,0,1,110,57,12.2
Pierre Desir,8762,CB,IND,12,4,0,63.4,3,0,14,57.9,58.8,60.7,,63.3,52.2,0,0,3,61,14.8,8,8,4,93.7,45,0,39,563,450,683,45,0,0,45,0,0,638,0,233,36,8,42,71,0,4,641,195,14.2
Tre Boston,8763,S,CAR,16,10,0,50,0,0,5,90.6,76.4,9.4,74,36.8,56.9,1,1,3,34,16.7,13,7,5,76.3,8,0,88,3,669,1104,32,0,0,32,0,951,1072,4,431,30,5,55,16,2,2,125,19,15.6
Dontae Johnson,8764,CB,SF,2,0,0,100,0,0,28,59,60.3,70.8,,61.8,75.1,0,0,0,5,0,0,0,0,87.5,1,0,7,13,13,20,0,0,0,0,0,0,20,0,7,0,0,2,1,0,0,5,1,5
Kevin Pierre-Louis,8767,LB,CHI,6,7,1,66.7,0,0,6,91,90.5,80.2,86.1,61.9,68.3,2,6,1,18,10.5,4,2,0,54.1,14,0,174,1,118,213,19,0,0,19,0,1,194,26,69,18,17,27,21,8,0,82,47,5.9
Nevin Lawson,8768,CB,OAK,10,2,0,62.5,0,0,23,61.5,63.1,27,49.5,79.4,73.5,1,0,0,55,4,1,3,4,115.8,15,0,10,153,215,300,3,0,0,3,0,0,297,5,80,134,11,22,24,1,2,195,66,13
Brent Urban,8769,DI,CHI,13,4,3,100,1,0,6,,55.1,57.4,55.5,57.2,40.8,1,4,0,6,11.8,2,0,1,91.7,1,0,1,0,0,245,244,2,91,29,122,0,1,108,137,0,11,11,1,5,0,6,9,6
Ricardo Allen,8782,S,ATL,16,18,0,64.4,0,0,2,57.3,58.6,40.5,60.6,64,66.2,0,2,2,58,11.1,10,6,2,84,29,0,287,24,577,950,15,0,0,15,0,497,935,8,365,127,21,62,45,2,3,265,168,9.1
Aaron Lynch,8785,ED,CHI,16,2,2,50,1,0,6,50.2,36,0,62.9,36.8,43.2,7,14,0,11,20,1,0,7,66.7,1,2,5,1,20,244,236,1,44,176,15,0,8,146,78,2,3,2,2,23,0,11,3,11
Caraun Reid,8793,DI,ARZ,3,0,0,,0,0,1,60.7,46.2,39,58.4,43.2,25.1,1,5,0,,40,2,0,1,0,0,0,0,0,1,136,136,8,69,13,46,0,0,80,55,0,2,3,0,6,0,0,0,
Chris Smith,8794,ED,CLV,9,1,1,,0,0,8,62.3,51.3,84.7,49.3,55.3,69.2,1,5,0,,0,0,0,0,0,0,0,1,0,3,144,143,1,14,107,21,0,1,95,46,0,0,0,0,6,0,0,0,
Devon Kennard,8809,ED,DET,16,7,0,92.3,0,1,11,69,69.3,90.7,58.4,71,54.8,9,27,0,10,11.9,7,0,0,109,12,7,28,2,147,935,887,0,4,867,16,0,48,431,357,18,34,45,13,43,1,52,56,4.3
Antone Exum Jr.,8817,S,SF,1,0,0,,0,0,28,64.3,65.7,68.2,,60,,0,0,0,,,0,0,0,0,0,0,8,0,13,15,0,0,0,0,0,6,15,0,2,1,0,0,0,0,0,0,0,
Bennett Jackson,8822,S,NYJ,3,1,0,,0,0,22,63.4,66.8,74.8,,64.1,79.4,0,0,0,,0,0,0,0,0,0,0,2,1,14,27,1,0,0,1,0,23,26,0,13,0,0,1,0,0,0,0,0,
Dan McCullers,8849,DI,PIT,16,0,1,,1,0,25,,50.9,3.8,63.1,53.7,73.7,0,5,0,,0,0,0,2,0,0,0,1,0,0,131,130,79,48,0,3,0,1,60,71,0,6,7,0,5,0,0,0,
T.J. Carrie,8853,CB,CLV,15,8,0,74.2,2,1,8,47.6,56.2,87.2,70,82.4,56,1,6,1,50,15,9,2,3,116.2,46,1,37,285,406,676,24,0,0,24,0,4,652,41,229,326,17,43,62,8,4,558,241,12.1
Shamar Stephen,8854,DI,MIN,17,10,2,,0,1,18,67.7,58.2,77.1,53.2,56.4,77,1,4,0,,0,0,1,3,0,0,1,0,0,0,664,663,24,600,0,39,0,1,350,314,0,12,19,0,6,0,0,0,
Beau Allen,8858,DI,TB,13,4,0,,0,0,30,59.8,72.6,82.5,61.1,73.9,39.8,0,3,0,,11.1,1,0,0,0,0,1,1,0,1,179,177,72,96,0,9,0,2,95,83,0,4,4,0,4,0,0,0,
Shelby Harris,8869,DI,DEN,16,15,8,,0,1,10,67.1,76.8,75.2,73.1,69.7,68.6,0,22,0,,6.1,3,0,1,0,0,6,0,0,1,636,635,104,421,15,95,0,1,346,289,0,27,31,0,28,0,0,0,
Corey Nelson,8876,LB,DEN,4,5,0,66.7,0,0,10,58.1,53.6,79,63.2,51.5,57.6,0,0,0,28,11.1,1,0,0,106.3,2,0,99,1,40,106,2,0,0,2,0,1,104,6,60,3,1,3,3,0,0,35,33,17.5
Terrance Mitchell,8888,CB,CLV,8,0,0,64.3,1,0,8,61.1,63,84.2,,66.5,68.8,0,0,1,51,9.5,2,2,1,72.3,18,0,27,275,190,329,10,0,0,10,0,0,319,0,139,16,6,19,28,0,0,212,81,11.8
Kerry Wynn,8938,ED,CIN,2,0,0,100,0,0,7,60,47.4,74.9,56.2,66,69.6,0,0,0,12,0,0,0,0,116.7,1,0,1,0,1,11,10,0,0,8,2,0,1,4,6,0,1,1,1,0,0,12,2,12
Jamie Meder,8940,DI,DET,1,0,0,,0,0,11,,45.9,73.4,54.2,56,,0,1,0,,,0,0,0,0,0,0,0,0,0,12,12,1,9,0,2,0,0,10,2,0,0,0,0,1,0,0,0,
Denico Autry,8982,DI,IND,14,8,2,100,0,1,14,69.7,71,86.3,68,61.1,35.3,6,20,0,18,16.1,5,0,0,118.8,1,4,3,0,4,620,617,23,250,2,342,0,3,424,192,0,19,18,1,30,0,18,20,18
Shaquil Barrett,9000,ED,TB,16,4,0,66.7,1,6,30,67.8,77.7,2.6,82,71.1,57.8,18,44,1,35,15,6,0,11,90.3,6,20,15,1,56,889,863,0,0,863,0,0,26,580,253,9,38,30,9,82,1,76,55,12.7
Josh Mauro,9003,ED,OAK,13,4,1,0,0,0,23,49.7,53.1,66.1,49.2,60.2,66.8,0,0,0,,4,1,0,1,39.6,0,0,0,0,3,282,282,0,8,235,39,0,0,131,148,0,17,20,1,0,0,0,0,
Todd Davis,9007,LB,DEN,14,31,0,77.5,0,0,10,61.4,65.1,85.1,49.7,69.8,83.2,1,7,0,30,6.8,9,0,1,96.7,55,0,752,11,525,897,7,0,0,7,0,3,890,32,340,124,39,93,71,8,1,433,314,7.9
Christian Jones,9020,LB,DET,13,15,3,69,1,0,11,43.6,45.5,71.2,58.4,46.5,57.7,2,8,0,38,12,6,1,1,113.1,20,2,191,8,226,609,367,0,1,366,0,0,242,126,257,43,16,29,29,12,2,213,133,10.7
Malcolm Butler,9040,CB,TEN,9,6,0,62.7,0,0,31,64.2,65.5,22.9,80.9,73,70.5,0,3,2,37,11.1,4,5,5,98.4,32,0,39,490,375,579,5,0,0,5,0,0,574,5,199,45,9,26,51,3,4,419,124,13.1
Kerry Hyder,9045,ED,DAL,16,7,0,,0,0,9,60.4,68,88.2,61.9,66.7,42.9,4,21,0,,19,4,0,0,0,0,2,1,0,0,439,438,5,144,218,71,0,1,289,150,0,10,10,0,27,0,0,0,
Adarius Taylor,9074,LB,CLV,8,0,0,100,0,0,8,32.9,41.4,74.7,55,57,26.2,0,0,0,75,50,1,0,0,158.3,2,0,33,1,16,59,18,0,0,18,0,0,41,5,38,6,0,1,2,0,1,77,67,38.5
Kenny Ladler,9103,S,WAS,1,1,0,0,0,0,32,43.1,35.6,78.7,,45,26.4,0,0,0,,42.9,3,0,0,39.6,0,0,7,0,36,69,1,0,0,1,0,61,68,0,33,0,0,3,1,0,0,0,0,
Adrian Phillips,9177,S,LAC,7,6,0,85.7,0,0,27,86.9,87.6,81.9,52.8,72.7,63.7,0,1,0,11,13.5,5,0,0,89,12,0,119,9,180,282,21,0,0,21,0,60,261,4,98,72,8,26,14,1,0,75,43,6.3
Zach Kerr,9195,DI,ARZ,12,4,1,,0,0,1,57.4,69.5,14,70.3,72.3,28.9,2,13,0,,17.4,4,0,4,0,0,0,0,0,4,328,328,28,166,48,86,0,0,171,153,0,14,15,0,15,0,0,0,
C.J. Goodwin,9243,CB,DAL,4,0,0,100,0,0,9,35.4,38.9,81.5,,60.6,68.9,0,0,0,7,0,0,0,0,91.7,2,0,0,21,17,22,0,0,0,0,0,0,22,0,5,0,0,1,2,0,0,12,1,6
Daniel Sorensen,9253,S,KC,19,12,1,66.7,0,0,16,61.6,59.4,86.2,57.7,51.2,46.3,2,6,2,34,15.6,14,2,1,88.1,40,0,333,25,498,762,109,0,0,109,0,145,653,56,208,147,27,64,60,8,3,399,237,10
Brandon Dunn,9262,DI,HST,18,13,0,,0,0,13,56.7,55.3,87.8,53.8,56.1,47.4,3,6,0,,10.7,3,0,0,0,0,1,0,0,7,456,453,222,200,0,31,0,3,241,208,0,11,12,0,10,0,0,0,
Joe Thomas,9272,LB,DAL,14,2,0,80,0,1,9,67.2,64.4,81.9,63.8,55.6,50.1,1,1,0,29,16.7,5,0,0,98.9,12,0,134,10,133,246,54,0,0,54,0,4,192,12,101,44,10,23,15,2,0,116,104,9.7
Keith Smith,9302,FB,ATL,2,0,0,,0,0,2,,60,63.4,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,
Mike Pennel,9316,DI,KC,11,11,0,,0,0,16,66.1,68.4,84.1,56.9,69.3,62.9,2,5,0,,3.2,1,0,0,0,0,1,0,0,3,205,205,61,143,0,1,0,0,116,86,0,13,19,0,8,0,0,0,
K'Waun Williams,9332,CB,SF,18,7,0,74,1,6,28,77.6,80.3,85.7,81.4,71.7,57.3,2,3,2,49,16.9,12,0,3,80.6,54,3,39,19,470,734,9,0,0,9,0,3,725,34,230,663,28,52,73,8,1,416,286,7.7
Jayrone Elliott,9336,ED,PIT,4,0,0,,0,0,25,60,71.6,74.9,58.3,73.4,69.9,0,2,0,,0,0,0,0,0,0,0,0,0,1,22,22,0,0,22,0,0,0,11,10,0,1,1,0,2,0,0,0,
Dante Fowler Jr.,9436,ED,LA,16,9,5,50,2,2,26,48.8,72,30.2,73.3,75,40.2,3,49,0,11,20,10,1,7,60.4,3,15,6,0,58,880,855,0,0,855,0,0,25,509,313,19,34,31,6,67,0,24,23,8
Leonard Williams,9439,DI,NYG,15,14,2,100,1,0,21,58.6,70.6,36.1,66.2,74.2,56.5,19,28,0,6,8.5,4,0,6,91.7,1,1,3,0,3,732,729,106,358,81,184,0,3,466,263,0,21,29,1,48,0,6,0,6
Vic Beasley Jr.,9441,ED,ATL,16,5,1,85.7,4,2,2,59.2,58.9,29.8,62.3,60.6,44,3,24,0,13,22,9,1,7,133.6,6,9,35,1,81,757,716,0,0,714,2,1,41,399,277,4,26,27,7,36,1,46,23,7.7
Trae Waynes,9444,CB,MIN,16,5,0,70,2,2,18,63.7,67,87.6,,74.5,56.8,0,0,1,41,12.3,9,5,4,105.6,63,0,94,758,544,888,12,0,0,12,0,0,876,0,344,23,26,59,90,0,5,676,160,10.7
Danny Shelton,9445,DI,NE,17,26,0,,0,1,19,49.3,70.6,60.2,73.3,66.2,60.3,3,12,0,,4.5,3,0,2,0,0,3,0,0,1,539,539,346,168,1,24,0,0,250,288,0,26,38,0,18,0,0,0,
Kevin Johnson,9449,CB,BUF,16,6,0,60,1,0,4,73.6,71.9,41.6,56.9,64.3,48.4,0,1,0,35,15.2,7,4,3,84.6,24,1,32,243,277,402,8,0,0,8,0,13,394,9,116,105,13,33,40,2,0,312,110,13
Arik Armstead,9450,ED,SF,19,8,1,0,1,2,28,70.6,89.6,76.5,75.1,86.4,50.5,10,50,0,,14.3,8,1,2,39.6,0,13,2,0,4,912,909,20,145,546,198,0,3,593,315,0,42,40,1,73,0,0,0,
Marcus Peters,9451,CB,BLT,17,4,0,57.5,0,0,3,86.6,83.9,68.6,53.4,65.5,63.4,0,0,5,67,10,6,8,2,72.6,46,0,53,887,641,1032,16,0,0,16,0,1,1016,3,388,75,11,50,80,0,5,534,212,11.6
Bud Dupree,9455,ED,PIT,16,12,1,80,0,4,25,50.5,77.7,53.5,76.3,75,44,8,30,0,32,18.8,12,0,5,114.2,4,13,8,1,48,980,937,0,0,937,0,0,43,542,390,34,43,40,5,51,0,57,54,14.3
Shaq Thompson,9458,LB,CAR,14,16,0,76.3,0,0,5,60.5,65.8,87.2,70.9,66.7,67.8,1,8,0,25,10.1,12,3,1,98.4,74,3,687,9,535,962,96,0,0,96,0,8,866,67,360,161,42,91,97,12,2,602,424,8.1
Byron Jones,9460,CB,DAL,15,4,0,56.6,0,0,9,74.8,76.1,88.4,56.6,75.1,87,0,0,0,33,4.3,2,4,3,94.1,30,0,85,776,579,917,6,0,0,6,0,0,911,2,336,50,10,41,53,0,3,331,106,11
Damarious Randall,9463,S,CLV,11,14,0,61.9,0,0,8,69.9,69.3,51.1,69.9,63.3,79.8,0,0,0,22,9.1,6,6,2,121.2,13,3,202,2,394,723,24,0,0,24,0,407,699,20,309,88,10,46,21,3,3,141,41,10.8
Stephone Anthony,9464,LB,NO,2,0,0,,0,0,20,65.3,60.8,75.7,55.1,57.8,70.5,0,0,0,,0,0,0,0,0,0,0,1,1,8,24,19,0,0,19,0,0,5,5,11,3,1,1,0,0,0,0,0,
Malcom Brown,9465,DI,NO,17,13,1,50,0,0,20,52.5,67.9,87.7,63.6,67,51.9,2,12,0,8,10.3,4,0,0,60.4,1,3,11,0,8,528,517,172,342,0,3,0,11,301,219,0,20,22,2,17,0,8,3,8
Landon Collins,9466,S,WAS,15,18,0,69,1,2,32,60.6,69.2,68.2,78.1,77.3,62.4,2,6,0,28,11.7,15,4,3,104,40,1,499,48,573,1057,73,0,0,73,0,250,984,35,449,187,41,95,58,9,3,378,207,9.5
Mario Edwards Jr.,9468,ED,NO,15,3,0,,0,1,20,,68.3,87.7,70.7,56.9,77.1,0,12,0,,0,0,0,0,0,0,3,0,0,0,316,316,0,67,218,31,0,0,185,131,0,7,6,0,15,0,0,0,
Preston Smith,9471,ED,GB,18,12,3,72.2,0,1,12,48.7,66.5,63.5,73.3,61.8,53.4,12,35,1,31,20.7,12,0,3,69.2,13,15,13,3,148,967,943,0,2,935,6,0,24,456,363,8,29,34,18,62,0,130,95,10
Eddie Goldman,9472,DI,CHI,15,13,0,,0,0,6,58.4,70.7,55.6,67.1,69.7,54.2,1,13,0,,7.5,3,0,2,0,0,1,3,0,1,467,464,198,260,1,5,0,3,275,191,0,20,24,0,15,0,0,0,
Benardrick McKinney,9476,LB,HST,16,26,3,82.2,0,1,13,64,65.8,69.1,63.1,64.9,81.9,3,12,0,38,7,8,0,1,132.4,37,2,815,7,493,988,99,0,0,99,0,9,889,143,352,58,46,81,45,17,4,390,296,10.5
Eric Kendricks,9478,LB,MIN,17,31,0,53.4,0,2,18,88.4,90.1,89.3,64.8,82.9,74.7,1,15,1,32,8.8,12,13,0,74.8,39,1,978,15,588,1071,13,0,0,13,0,21,1058,81,402,43,42,93,73,17,2,434,225,11.1
Jaquiski Tartt,9479,S,SF,15,12,0,54.8,0,1,28,64.7,65.1,83.6,61.8,62.6,75.6,0,4,0,42,7.7,5,1,0,83.9,17,2,366,13,522,856,52,0,0,52,0,310,804,21,313,115,18,48,31,6,1,189,85,11.1
Eric Rowe,9480,CB,MIA,16,13,0,58.5,1,1,17,60.2,58.9,67.6,56.2,56.4,63.9,0,1,1,47,8.8,8,7,8,81.6,38,0,445,254,590,1072,61,0,0,61,0,86,1011,14,468,226,23,70,65,1,2,420,158,11.1
Denzel Perryman,9481,LB,LAC,12,15,0,71.4,0,0,27,54.7,59.2,35.7,50.1,65.8,34.3,0,0,1,31,18.5,15,0,1,71.7,20,0,314,0,159,359,1,0,0,1,0,0,358,6,194,43,27,51,28,0,0,168,77,8.4
Ronald Darby,9483,CB,PHI,11,2,0,62.9,0,0,24,39.8,44.8,86.1,57.3,71.9,36.2,0,0,2,55,19.6,9,7,0,117.9,39,0,34,461,343,506,2,0,0,2,0,1,504,2,161,8,10,35,62,0,6,664,170,17
Nate Orchard,9484,ED,WAS,5,1,1,,0,0,32,64.9,67,83.8,61.6,64.7,56,1,4,0,,8.3,1,0,0,0,0,1,4,0,9,118,114,0,0,110,4,0,4,69,40,0,8,10,0,6,0,0,0,
Jordan Phillips,9485,DI,BUF,17,3,0,100,1,1,4,55.9,51.8,0,60.6,61.4,46.5,6,13,0,9,20.8,5,0,10,104.2,1,10,0,0,3,583,582,18,340,5,219,0,1,362,218,0,20,16,1,29,0,9,4,9
Ameer Abdullah,9487,HB,MIN,1,0,0,,0,0,18,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Markus Golden,9491,ED,NYG,16,15,0,100,0,0,21,49.7,60.3,43.8,63,62.8,57.1,15,37,0,24,16.2,11,0,6,118.8,4,12,11,1,50,916,897,0,0,885,12,0,19,509,357,7,39,42,4,64,0,54,28,13.5
Frank Clark,9496,ED,KC,17,5,2,80,3,2,16,54.7,63.3,27.6,64.3,68,33.3,11,40,1,11,27.3,12,0,8,88.3,4,13,2,0,23,885,878,1,5,849,23,0,7,557,305,5,35,27,5,64,1,26,16,6.5
Jordan Richards,9497,S,BLT,1,0,0,,0,0,3,,60.6,63,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,
P.J. Williams,9511,CB,NO,15,8,1,70.8,0,0,20,47.6,50.8,87.9,86.2,44.1,50.2,1,4,1,52,18.2,10,2,4,127.1,46,1,53,205,539,812,52,0,0,52,0,75,760,43,230,427,17,37,65,6,7,570,228,12.4
Jordan Hicks,9517,LB,ARZ,16,60,0,87.7,1,2,1,53.8,61,33.3,67.7,69.1,61.2,5,9,3,49,10.8,20,3,5,114.2,71,2,986,12,615,1133,21,0,0,21,0,7,1112,95,423,107,44,105,81,16,5,824,546,11.6
Danielle Hunter,9521,ED,MIN,18,15,1,,0,4,18,62.5,89,86.8,84.5,74.3,71.6,13,66,0,,6.6,4,0,1,0,0,18,4,0,11,993,988,0,3,873,112,0,5,616,366,0,40,42,0,97,0,0,0,
Carl Davis,9523,DI,JAX,3,0,0,,0,0,15,58.3,49.3,78,51.9,54,65.9,0,0,0,,0,0,0,0,0,0,0,0,0,2,45,45,14,30,0,1,0,0,17,26,0,0,1,0,0,0,0,0,
Henry Anderson,9526,DI,NYJ,13,5,0,100,0,0,22,50,55.8,72.9,55.1,59.8,61.5,8,8,0,8,12.5,3,0,1,93.1,3,2,2,0,9,446,443,4,98,188,153,0,3,294,143,0,12,16,3,18,0,19,5,6.3
Steven Nelson,9531,CB,PIT,15,5,0,51.5,1,0,25,80.3,80.5,89.2,59,72.1,60.3,0,0,1,42,12.3,8,5,3,73.3,34,0,68,928,584,1011,1,0,0,1,0,1,1010,1,426,13,14,52,66,0,1,468,110,13.8
