player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jabaal Sheard,6189,ED,MIA,1,1,0,,0,0,17,60,46,0,52.6,67.2,66.8,0,0,0,,0,0,0,1,0,0,0,1,1,1,13,11,0,4,5,2,0,2,8,4,0,0,0,0,0,0,0,0,
Justin Houston,6222,ED,BLT,15,6,0,100,0,1,3,76.6,77.8,76.6,77.4,59,30.1,12,22,0,29,23.7,9,1,1,118.8,2,6,2,1,26,577,574,0,3,560,11,0,3,391,160,0,23,23,2,40,0,56,56,28
K.J. Wright,6251,LB,LV,18,21,0,94.1,0,0,23,59,65.1,83.7,52.1,68.6,63.8,0,2,0,29,9.5,6,0,1,123.5,16,0,241,7,211,442,146,0,0,146,0,0,296,4,227,47,22,36,17,2,1,152,110,9.5
Taiwan Jones,6277,HB,BUF,1,0,0,,0,0,4,60.7,70.2,60,,,,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Buster Skrine,6289,CB,TEN,7,3,0,62.5,1,0,31,65.4,64.9,81.8,52.4,59.7,44.3,0,1,1,41,17.4,4,2,1,69.4,15,0,14,87,181,240,0,0,0,0,0,4,240,4,55,135,7,16,24,1,0,188,63,12.5
Richard Sherman,6306,CB,TB,5,0,0,73.3,0,0,30,51.8,53.3,81,64.9,63.2,38.1,0,1,1,24,26.7,4,0,2,70.7,11,0,9,106,117,141,2,0,0,2,0,13,139,5,19,10,3,11,15,1,0,127,50,11.5
Pernell McPhee,6317,ED,BLT,10,2,0,100,0,0,3,55.2,51.9,56.8,54.4,55.2,45.3,2,4,0,8,17.6,3,0,1,100,1,1,15,1,13,234,218,3,16,176,23,0,16,137,84,0,10,12,1,7,0,8,8,8
Lawrence Guy,6385,DI,NE,18,13,1,,0,0,19,60,63,88.2,56.7,62.7,51.3,4,9,0,,11.6,8,0,0,0,0,2,1,0,0,562,560,8,287,65,200,0,2,251,311,0,33,48,0,15,0,0,0,
Malcolm Smith,6394,LB,CLV,15,9,0,85.4,0,0,8,65,57,6.2,48.2,53.1,46.3,0,0,2,22,16.4,9,3,2,117.5,35,0,371,1,245,425,21,0,0,21,0,3,404,18,162,28,26,37,41,0,6,311,228,8.9
Chris Harris Jr.,6457,CB,LAC,14,2,0,62.7,1,0,27,60.4,62.4,85.1,64.3,64.1,62.6,1,2,1,44,13.3,6,3,4,95.1,32,0,104,62,454,747,13,0,0,13,0,42,734,15,278,526,8,37,51,3,3,359,116,11.2
Josh Bynes,6503,LB,BLT,14,21,1,75,0,0,3,65.2,74.8,83.7,76.6,74.8,72.9,1,3,0,38,8.1,7,3,0,104.4,24,2,512,0,269,537,8,0,0,8,0,0,529,29,239,17,35,58,32,6,1,226,122,9.4
Nick Bellore,6515,FB,SEA,1,0,0,,0,0,29,,59.9,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,BUF,19,6,0,100,1,2,4,66.3,60.8,54,64.2,53.3,43.4,1,30,0,10,28.1,9,0,3,100,2,7,19,0,25,539,520,0,3,509,8,0,19,356,158,0,19,17,2,38,0,16,14,8
Stephon Gilmore,7016,CB,CAR,8,0,0,68.2,0,0,5,79.4,77.1,27.9,,68.1,85.3,0,0,2,23,0,0,0,2,80.7,15,0,10,255,172,304,1,0,0,1,0,0,303,0,132,38,6,15,22,0,2,155,39,10.3
Fletcher Cox,7018,DI,PHI,17,10,0,,1,2,24,67.5,68.7,41.5,76.2,54.3,71.5,6,34,0,,2.9,1,0,5,0,0,4,6,0,0,805,799,17,480,16,286,0,6,497,308,0,22,24,0,44,0,0,0,
Michael Brockers,7020,DI,DET,16,19,0,,0,0,11,59.2,40.6,63.7,48,42.7,34.6,0,5,0,,12.5,7,0,2,0,0,1,0,0,2,622,622,39,371,82,130,0,0,305,315,0,21,30,0,6,0,0,0,
Bruce Irvin,7021,ED,CHI,6,3,1,100,0,0,6,64.9,48.1,48.9,55.4,47.2,55.2,2,3,0,7,10,1,0,1,95.8,1,0,3,0,4,173,170,0,1,167,2,0,3,85,84,0,4,6,1,5,0,7,6,7
Dre Kirkpatrick,7023,CB,SF,3,0,0,71.4,0,0,28,50.3,50.7,79.1,,53,57.4,0,0,0,28,12.5,1,0,1,144,5,0,8,86,45,95,1,0,0,1,0,0,94,0,50,0,3,7,7,0,1,72,18,14.4
Melvin Ingram III,7024,ED,KC,18,5,2,100,0,2,16,52,80.9,67,77.3,76.7,45.2,11,35,0,13,21.2,7,0,3,105.8,5,5,39,0,40,731,682,0,0,682,0,0,49,460,231,10,22,21,5,51,0,47,27,9.4
Chandler Jones,7027,ED,ARZ,16,9,4,85.7,1,6,1,42.8,66.9,44,87.7,40.4,46.5,15,21,0,18,17.4,8,0,6,116.1,6,11,4,1,46,875,863,0,1,855,7,0,12,501,328,7,30,29,7,47,0,83,58,13.8
Dont'a Hightower,7030,LB,NE,16,17,1,94.6,0,0,19,34.5,49.6,66.4,57.7,65.9,53.7,2,16,0,23,14.1,11,0,2,112,35,2,461,1,263,679,199,0,0,199,0,0,480,114,302,18,22,50,37,20,1,323,184,9.2
Whitney Mercilus,7031,ED,GB,11,4,0,,0,0,12,64.3,61.2,87.9,65.4,49.7,61.9,1,11,0,,7.1,1,0,0,0,0,3,5,0,4,323,318,0,1,313,4,0,5,193,126,0,10,9,0,15,0,0,0,
Jackrabbit Jenkins,7043,CB,TEN,15,12,0,62.8,1,1,31,65.1,65.9,22.8,73.8,75.9,69.2,0,0,1,54,8.2,5,4,7,98,54,0,72,814,650,927,3,0,0,3,0,2,924,2,275,36,12,44,86,0,5,599,191,11.1
Bobby Wagner,7050,LB,SEA,16,48,0,83.9,0,1,29,62.8,71.8,86,70,76.7,79.7,3,6,1,26,7.8,14,2,1,98.2,73,1,1036,2,626,1129,11,0,0,11,0,13,1118,50,453,67,51,118,87,10,1,679,437,9.3
Tavon Wilson,7051,S,SF,4,3,0,66.7,0,0,28,61.4,57.7,81.5,60,47.1,69,0,0,0,33,10,1,2,0,109.7,2,0,16,0,60,102,3,0,0,3,0,64,99,1,41,19,1,6,3,0,0,42,7,21
Lavonte David,7060,LB,TB,14,20,1,82.9,0,2,30,73.9,72.3,44.3,62.4,70,79.7,3,5,0,30,7,8,2,2,112.8,58,1,753,14,576,915,51,0,0,51,0,2,864,67,272,94,40,86,70,9,4,455,303,7.8
Casey Hayward Jr.,7064,CB,LV,18,3,0,50.8,1,0,23,75.5,76.6,89.6,,72.1,63.6,0,0,1,47,11.1,6,7,4,76.1,30,0,45,1084,712,1153,18,0,0,18,0,0,1135,0,441,6,16,45,59,0,2,388,114,12.9
Demario Davis,7079,LB,NO,16,31,1,66.7,0,0,20,73.4,77.9,89.6,64.8,78,77.7,8,7,0,27,8.6,10,5,2,78.7,38,3,829,8,550,1038,143,0,0,143,0,5,895,126,362,53,39,75,57,18,0,288,158,7.6
Akiem Hicks,7090,DI,CHI,9,2,0,,0,0,6,61.4,72.3,63.4,71.9,66,41.1,5,5,0,,17.4,4,0,1,0,0,5,2,0,1,304,302,17,182,9,94,0,2,161,142,0,17,17,0,15,0,0,0,
Travis Benjamin,7100,WR,SF,1,0,0,,0,0,28,60.7,70.2,60,,,,0,0,0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Kyle Wilber,7113,LB,LV,1,0,0,,0,0,23,,60.4,67.1,,60,,0,0,0,,,0,0,0,0,0,0,2,0,0,4,2,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,
Mike Daniels,7132,DI,CIN,3,0,0,,0,0,7,,64,78.8,67.5,57.9,71.9,0,3,0,,0,0,0,0,0,0,0,0,0,0,65,65,1,49,3,12,0,0,31,34,0,5,5,0,3,0,0,0,
Danny Trevathan,7177,LB,CHI,5,5,0,85.7,0,0,6,37.2,45.1,76.2,59.1,63,64.3,0,0,0,15,8.7,2,0,0,137.8,6,0,73,0,42,77,3,0,0,3,0,0,74,1,34,1,6,16,7,0,1,53,18,8.8
Nate Ebner,7193,S,NYG,1,0,0,,0,0,21,60.7,70.3,60.5,,,,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Rodney McLeod,7271,S,PHI,14,12,0,59.1,0,0,24,60.4,64.8,88,57.6,73.2,65,0,0,2,36,11.9,8,2,0,62.7,13,0,138,1,474,756,9,0,0,9,0,531,747,3,279,77,13,47,22,0,1,180,47,13.8
Michael Thomas,7279,S,CIN,6,2,0,66.7,0,0,7,50.1,53.4,76.9,,66.3,71.7,0,0,0,28,8.3,1,1,0,90.3,4,0,15,1,49,91,4,0,0,4,0,61,87,0,42,10,0,9,6,0,0,47,29,11.8
Tashaun Gipson Sr.,7288,S,CHI,12,11,0,75.9,0,0,6,50.8,51.5,52.4,63.3,55.9,62.5,0,1,2,37,12.7,7,0,1,79.7,22,1,199,3,362,660,24,0,0,24,0,327,636,6,292,107,9,37,29,2,1,220,130,10
Julian Stanford,7372,LB,CAR,6,0,0,100,0,0,5,56.1,51.1,79.2,53.9,52.2,76,0,0,0,28,0,0,0,0,110.4,2,0,66,1,35,76,7,0,0,7,0,0,69,6,35,2,1,3,2,0,0,21,17,10.5
Brandon Bolden,7469,HB,NE,1,0,0,,0,0,19,60.7,47.3,59.8,,,,0,0,0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Harrison Smith,7641,S,MIN,15,22,0,74.1,0,1,18,81.8,77.9,31.8,60.6,74,86.2,3,2,1,35,6.7,8,5,4,85,20,3,337,25,615,1048,104,0,0,104,0,426,944,43,390,156,22,89,27,8,0,237,83,11.9
Malik Jackson,7647,DI,CLV,16,5,4,,0,0,8,56.2,44.4,49.9,54.5,43.6,28.2,6,19,0,,20,6,0,4,0,0,1,1,0,0,646,644,11,341,13,279,0,2,419,227,0,14,19,0,26,0,0,0,
Josh Norman,7649,CB,SF,16,6,0,67.2,3,7,28,45.4,47.2,62.2,68.7,55.9,57.5,0,0,1,57,10.9,6,4,10,123.4,41,0,63,690,479,768,12,0,0,12,0,0,756,1,288,2,12,43,61,0,6,576,147,14
Justin Bethel,7654,CB,NE,10,0,0,71.4,1,0,19,60.3,56.5,80.9,,40.9,78.1,0,0,0,35,0,0,1,1,105.7,5,0,5,33,39,55,3,0,0,3,0,0,52,0,16,13,1,4,7,0,0,74,18,14.8
D.J. Hayden,7793,CB,WAS,1,0,0,100,0,0,32,29,26,66.5,,60,26.4,0,0,0,61,100,1,0,0,118.8,1,0,1,1,2,4,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,61,57,61
Sheldon Richardson,7794,DI,MIN,17,6,3,,0,1,18,64.7,62.1,59.6,60.9,61,61,11,22,0,,7.3,3,0,3,0,0,4,4,0,1,688,684,42,184,310,148,0,4,468,219,0,24,32,0,37,0,0,0,
Star Lotulelei,7795,DI,BUF,13,6,0,,1,0,4,63.3,43.3,49.5,65.4,30,40.3,1,11,0,,15,3,0,2,0,0,4,0,0,0,370,370,69,248,0,53,0,0,221,149,0,10,11,0,16,0,0,0,
Desmond Trufant,7803,CB,LV,11,2,0,53.1,0,0,23,63.4,66.1,82.5,,73.9,68.4,0,0,0,28,8,2,3,0,81.8,17,0,32,230,187,277,3,0,0,3,0,0,274,0,90,11,8,21,32,0,1,192,33,11.3
Xavier Rhodes,7806,CB,IND,13,5,0,63.1,1,0,14,61.8,61.8,87,,56.9,48.3,0,0,1,57,11.4,5,5,4,92.1,41,0,43,580,402,638,1,0,0,1,0,0,637,0,236,14,9,34,65,0,2,524,182,12.8
Cordarrelle Patterson,7810,HB,ATL,2,0,0,,0,0,2,59.9,59.9,64.6,,,,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Alec Ogletree,7811,LB,CHI,16,16,0,79.3,1,1,6,33.1,29.2,32.3,62,29.6,47.2,3,1,0,23,14.9,14,2,5,108.9,23,0,617,2,330,697,40,0,0,40,0,4,657,28,339,34,39,64,29,4,1,214,133,9.3
Darius Slay,7817,CB,PHI,17,4,0,61,0,0,24,84.5,81,87.6,,55.9,59,0,0,3,49,12.5,8,5,3,76.2,47,0,97,920,615,1024,4,0,0,4,0,1,1020,0,409,2,17,52,77,0,3,489,162,10.4
Kevin Minter,7826,LB,TB,13,7,0,68.2,0,0,30,53.8,54.1,79.3,65.7,52.2,36.7,2,5,0,24,20.5,8,0,0,79.2,15,1,308,3,188,335,7,0,0,7,0,1,328,34,113,16,13,24,22,8,0,107,95,7.1
Johnathan Hankins,7830,DI,LV,15,15,1,0,1,0,23,68.8,46.7,55.1,50.4,47.9,58.3,2,6,0,,5.1,2,0,3,39.6,0,0,3,0,3,605,601,177,412,0,12,0,4,316,286,0,14,22,1,8,0,0,0,
Jon Bostic,7831,LB,WAS,4,7,0,94.4,0,0,32,30.2,34.4,78.5,59.6,50.5,53.5,0,0,0,23,12,3,0,0,135.9,17,0,153,1,98,179,12,0,0,12,0,0,167,15,66,13,7,15,18,0,1,219,84,12.9
Jamie Collins Sr.,7833,LB,NE,13,8,0,100,0,0,19,77,78,85,72.8,67.5,72.9,2,6,1,22,6.3,2,1,0,95,10,1,182,1,115,335,131,0,0,131,0,0,204,51,169,20,13,22,10,9,1,83,52,8.3
Margus Hunt,7834,DI,CHI,10,3,0,,0,0,6,60,46.9,81.3,58.2,44.7,75.1,0,3,0,,0,0,0,0,0,0,0,0,0,0,151,150,16,71,4,59,0,1,47,104,0,8,10,0,3,0,0,0,
Robert Alford,7841,CB,ARZ,13,4,0,66.1,0,0,1,68.5,66.9,86.2,60,48.5,59.2,0,1,1,52,13.6,6,4,2,110.7,37,0,14,534,408,580,0,0,0,0,0,0,580,1,171,32,6,34,56,1,5,420,149,11.4
Tyrann Mathieu,7850,S,KC,19,9,1,76.5,0,0,16,75.7,67.4,49.6,55.5,50.4,67.7,1,7,3,72,10.2,9,2,3,93.3,39,1,504,23,687,1127,51,0,0,51,0,308,1076,43,397,241,21,70,51,9,3,397,241,10.2
John Jenkins,7863,DI,MIA,7,4,0,,0,0,17,55.3,71,82.4,56.4,72.7,61.9,0,2,0,,5.9,1,0,0,0,0,0,0,0,3,176,176,154,20,0,2,0,0,62,111,0,9,12,0,2,0,0,0,
Logan Ryan,7864,S,NYG,15,23,1,81,0,2,21,51.1,60.4,87.1,71.9,74.1,74.7,2,5,0,36,8.5,10,6,1,124.6,34,2,209,29,567,1003,51,0,0,51,0,527,952,35,401,187,23,85,42,9,3,344,142,10.1
Shawn Williams,7865,S,ATL,5,6,0,60,1,0,2,63.5,62.6,2.8,75.1,61.3,56.9,0,1,0,15,13.6,3,0,1,67.1,3,0,61,13,72,164,12,0,0,12,0,52,152,4,88,25,5,13,5,1,0,18,19,6
Duron Harmon,7872,S,ATL,17,8,0,70,0,0,2,53.6,58.3,86.4,60.9,65.7,90.3,2,4,2,27,4.5,3,3,1,99,21,0,178,19,593,1071,10,0,0,10,0,807,1061,18,460,57,9,55,30,6,3,238,113,11.3
Brandon Williams,7875,DI,BLT,13,15,3,,0,0,3,75.5,49.1,87.8,59,41.1,27.6,2,8,0,,16.7,7,0,0,0,0,0,1,0,0,447,446,276,169,0,1,0,1,249,198,0,16,20,0,10,0,0,0,
Akeem Spence,7882,DI,WAS,1,1,0,,0,0,32,,59.7,70.7,58,60.6,67.3,0,0,0,,0,0,0,0,0,0,0,0,0,0,5,5,2,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,
Alex Okafor,7885,ED,KC,20,5,2,0,0,1,16,64.1,62.3,53.3,62.5,60.6,47.6,5,15,0,,11.1,3,0,3,39.6,0,2,7,0,16,522,515,0,3,496,16,0,7,311,195,0,13,19,1,22,0,0,0,
William Gholston,7908,DI,TB,19,9,0,0,0,0,30,64.9,59.2,33.9,63,56.8,54.2,6,18,0,,12.8,5,0,4,39.6,0,5,1,0,4,549,548,2,303,61,182,0,1,322,223,0,21,25,1,29,0,0,0,
John Simon,7911,ED,PIT,3,1,0,100,0,0,25,61.1,47.6,78.1,53.2,47.2,39.2,1,1,0,13,16.7,1,0,0,118.8,1,0,0,0,3,49,46,0,0,46,0,1,3,22,24,2,1,4,1,2,0,13,2,13
Steven Means,7929,ED,ATL,14,16,0,83.3,0,0,2,49.2,46.5,77.3,47.9,50.6,81.8,1,10,0,26,4.5,2,0,1,118.8,5,0,43,0,89,693,641,1,6,625,9,0,52,314,290,8,17,26,6,11,0,89,19,17.8
A.J. Klein,7930,LB,BUF,12,8,0,63.6,0,0,4,54.2,48.9,81.3,56.7,46.8,40.5,1,1,1,28,20.4,10,4,0,72.5,21,0,271,0,151,299,16,0,0,16,0,2,283,19,129,10,15,31,33,2,0,238,137,11.3
Micah Hyde,7941,S,BUF,19,15,1,71.4,1,1,4,89.8,83.8,89.8,85.4,55.1,65.2,1,7,6,48,11.8,10,3,1,93,20,1,278,4,684,1146,51,0,0,51,0,628,1095,36,426,185,19,60,28,9,4,211,38,10.6
Jordan Poyer,8000,S,BUF,18,22,0,46.4,0,1,4,86.8,77.7,48.5,83.2,55.9,77.4,1,5,5,19,9,9,5,4,13.7,13,3,289,5,666,1106,68,0,0,68,0,644,1038,32,408,100,19,69,28,9,0,61,40,4.7
Nick Williams,8006,DI,DET,17,6,1,,0,0,11,60.4,50.3,87.9,53.7,47.6,47.9,1,13,0,,7.4,2,0,0,0,0,1,1,0,2,622,621,75,347,23,176,0,1,357,263,0,10,19,0,15,0,0,0,
Damion Square,8042,DI,CIN,11,3,0,,1,0,7,60,42,56.6,60.8,35.2,43.6,2,5,0,,23.1,3,0,1,0,0,2,0,0,0,226,226,52,158,1,15,0,0,122,104,0,6,7,0,9,0,0,0,
Daren Bates,8077,LB,ATL,2,0,0,100,0,0,2,86,90.4,68.1,,71.9,75.3,0,0,0,3,0,0,0,0,79.2,1,0,8,0,5,9,0,0,0,0,0,0,9,0,4,0,2,3,1,0,0,3,0,3
A.J. Bouye,8110,CB,CAR,10,2,0,80.5,1,1,5,68.5,66.8,82.2,49.2,59.4,73.4,0,1,0,35,9.7,3,3,1,97.3,33,0,77,62,250,401,11,0,0,11,0,4,390,8,143,247,12,26,41,1,0,301,171,9.1
Jahleel Addae,8117,S,IND,5,4,0,100,0,0,14,67.2,71.1,80.6,62.9,68.1,89.9,1,1,0,9,0,0,0,0,91.7,2,0,29,0,79,132,7,0,0,7,0,88,125,6,47,8,1,7,2,2,0,12,3,6
