player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Lerentee McCray,8159,ED,JAX,11,1,0,50,0,0,15,64,60.8,79.3,52.2,60.5,45.3,0,0,0,3,14.3,1,0,0,56.3,1,0,3,0,13,71,62,0,0,62,0,0,9,12,46,6,4,5,2,0,0,3,0,3
Benson Mayowa,8196,ED,SEA,15,9,0,88.9,0,0,29,48.1,59.4,74,54.9,69.2,54.9,1,13,0,15,15.2,5,0,1,132.9,8,1,13,1,115,510,469,0,0,469,0,0,41,152,243,27,12,19,9,15,1,63,77,7.9
Bradley McDougald,8220,S,JAX,3,0,0,100,0,0,15,49.7,44.9,76.3,,48.3,42.9,0,0,0,51,25,1,0,0,118.8,1,0,15,0,59,93,0,0,0,0,0,73,93,0,34,5,0,3,1,0,0,51,2,51
Rashaan Melvin,8334,CB,CAR,10,2,0,66.7,0,0,5,57,59.2,81.7,58.5,64.8,56,0,0,0,20,15,3,0,0,111.8,10,0,36,186,151,247,5,0,0,5,0,1,242,1,95,19,7,15,15,0,1,115,39,11.5
Tony Jefferson,8361,S,BLT,5,3,0,60,0,0,3,76.1,73.5,80.9,61.9,45.5,74.3,0,0,0,15,8.3,1,1,0,73.8,6,1,31,1,69,92,12,0,0,12,0,26,80,9,14,21,4,8,10,1,0,52,32,8.7
Brandon Copeland,8378,ED,ATL,16,10,2,85.7,0,0,2,73,47,86,48.3,39.7,55,2,4,0,11,12.2,5,0,0,86.3,6,0,33,0,43,339,298,0,1,294,3,0,41,137,159,8,16,26,7,6,0,33,32,5.5
Jeff Heath,8396,S,NO,4,0,0,100,0,0,20,62.2,57.1,78.5,67.7,40.6,29.9,1,0,0,17,42.9,3,0,0,118.8,1,1,6,0,50,73,3,0,0,3,0,59,70,4,19,5,4,4,1,2,0,17,5,17
Chris Banjo,8419,S,ARZ,4,0,0,0,0,0,1,63.6,64.2,72.9,59.1,60.5,,0,0,0,,,0,0,0,39.6,0,0,5,0,11,19,5,0,0,5,0,6,14,1,7,3,0,0,1,0,0,0,0,
Nickell Robey-Coleman,8483,CB,DET,1,1,0,66.7,0,0,11,38.8,47.8,76.3,,70.4,77.8,0,0,0,9,0,0,0,1,81.3,2,0,8,54,26,62,0,0,0,0,0,0,62,0,36,0,1,3,3,0,0,17,3,8.5
LaRoy Reynolds,8500,LB,NYJ,1,0,0,,0,0,22,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Demetrius Harris,8524,TE,ARZ,1,0,0,,0,0,1,,60,60.1,60,,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,13,10,1,,0,0,10,58.9,64.3,67.2,57.2,65.9,27.5,2,4,0,,19,8,0,1,0,0,0,0,0,0,361,361,169,187,0,5,0,0,148,213,0,13,24,0,6,0,0,0,
Jadeveon Clowney,8636,ED,CLV,14,5,2,50,1,2,8,63.6,66.5,31.5,69.1,62.8,49.1,10,32,0,8,21.6,8,0,7,60.4,1,11,10,0,5,677,666,0,7,617,42,0,11,422,250,0,26,24,2,53,0,8,10,8
Khalil Mack,8640,ED,CHI,7,3,0,100,0,0,6,66.5,73,45.3,74,64.7,43.4,0,16,0,3,23.5,4,0,2,79.2,1,6,4,0,14,315,307,0,0,301,6,0,8,176,125,4,13,10,1,22,0,3,6,3
Anthony Barr,8644,LB,MIN,11,24,2,82,0,0,18,62.9,62.9,85.5,72.3,54.2,62.3,3,7,3,30,11.1,8,1,0,86.1,41,3,604,2,419,783,96,0,0,96,0,10,687,85,279,71,23,40,50,13,2,373,272,9.1
Aaron Donald,8648,DI,LA,21,21,4,,1,4,26,70,93.5,64.5,93,86,42.1,15,75,0,,12.4,11,0,5,0,0,19,4,0,3,1261,1257,11,430,188,628,0,4,816,442,0,58,57,0,109,0,0,0,
Kyle Fuller,8649,CB,DEN,16,5,0,65.7,0,0,10,40.8,47.2,86.1,91.4,68.6,61.6,0,2,0,50,10.9,6,4,5,126.6,44,0,58,376,477,719,18,0,0,18,0,2,701,6,236,265,16,44,67,2,6,642,301,14.6
C.J. Mosley,8652,LB,NYJ,16,37,0,87,0,2,22,50.2,42,30.8,60.1,38.5,70.9,0,4,0,36,9.2,17,2,4,116.3,67,2,1025,1,558,1098,46,0,0,46,0,1,1052,77,463,24,60,130,77,6,4,598,324,8.9
Ha Ha Clinton-Dix,8656,S,DEN,1,0,0,,0,0,10,60.7,70.2,60.4,,,,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Dee Ford,8658,ED,SF,6,1,0,,1,1,28,61.1,52.9,0,61.6,61.8,49.8,0,7,0,,33.3,1,0,3,0,0,3,1,1,4,106,104,0,0,103,1,0,2,91,11,0,3,1,0,10,0,0,0,
Darqueze Dennard,8659,CB,SF,1,0,0,50,0,0,28,67.8,68,73,,61.9,71.6,0,0,0,12,0,0,0,0,68.8,1,0,1,0,16,21,0,0,0,0,0,0,21,0,5,20,0,1,2,0,0,12,0,12
Jason Verrett,8660,CB,SF,1,0,0,50,0,0,28,64.1,67.6,77.9,,75.8,79.9,0,0,0,12,0,0,0,0,60.4,3,0,4,56,40,60,0,0,0,0,0,0,60,0,20,0,1,5,6,0,0,24,5,8
Jimmie Ward,8665,S,SF,19,22,0,56.1,0,0,28,69.1,74.8,54.2,58.8,90.2,91.3,1,1,3,75,2.2,2,2,2,56.8,23,0,270,3,742,1197,19,0,0,19,0,652,1178,19,436,252,17,67,41,2,1,298,159,13
Bradley Roby,8666,CB,NO,14,1,1,74.4,0,0,20,67.2,64.6,4,90,46.3,40.9,2,1,1,41,19.2,5,2,3,103.9,29,1,44,224,253,395,9,0,0,9,0,0,386,13,129,118,8,20,39,4,2,313,161,10.8
Demarcus Lawrence,8669,ED,DAL,8,3,2,100,1,2,9,74.7,90.9,30.3,80.2,92.5,73.4,4,23,1,11,4.5,1,0,3,112.5,1,3,12,0,6,320,308,4,34,230,40,0,12,216,98,0,17,18,1,30,1,11,8,11
Kyle Van Noy,8675,LB,NE,17,15,5,65.4,0,2,19,84.7,71.7,62.9,58.6,61.8,56.4,1,23,1,21,15.5,11,4,3,86.9,17,5,342,5,306,864,480,0,0,480,0,0,384,217,341,37,27,45,26,29,2,129,137,7.6
Lamarcus Joyner,8676,S,NYJ,1,0,0,,0,0,22,65.1,67,71.2,,60,79.4,0,0,0,,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,9,9,0,2,0,0,1,0,0,0,0,0,
Jeremiah Attaochu,8685,ED,CHI,5,1,0,100,0,0,6,64.3,62,40.1,59.8,64.7,49.5,1,4,0,2,20,1,0,1,79.2,1,0,0,0,8,129,127,1,0,123,3,0,2,68,53,2,2,3,1,5,0,2,8,2
Christian Kirksey,8706,LB,HST,13,18,0,74.5,0,0,13,61.9,50.3,35.1,63.1,41.4,74.5,2,4,1,47,7.3,7,6,2,120,38,0,720,1,390,790,19,0,0,19,0,5,771,32,368,45,36,71,51,6,4,463,234,12.2
Terrence Brooks,8714,S,HST,10,3,0,33.3,0,0,13,47.5,51.8,81.8,,67.6,63.6,0,0,0,17,6.3,1,1,0,53.5,1,0,27,2,90,180,9,0,0,9,0,132,171,0,90,10,2,12,3,0,0,17,0,17
Bashaud Breeland,8737,CB,MIN,13,11,0,68.6,1,2,18,45.3,47.2,85.6,,54.7,30.1,0,0,2,50,19.5,15,3,6,111.3,59,0,62,590,435,675,5,0,0,5,0,1,670,0,240,17,14,51,86,0,6,795,303,13.5
Justin Ellis,8742,DI,BLT,17,7,0,,0,0,3,59.8,49.2,87.5,50.3,49.4,61.4,0,6,0,,5.6,1,0,0,0,0,0,0,0,1,381,381,205,166,0,10,0,0,218,162,0,8,10,0,6,0,0,0,
Cassius Marsh,8743,ED,CHI,4,1,0,,0,0,6,63.4,52.9,81.1,69.4,37,35.4,1,2,0,,33.3,2,0,1,0,0,1,0,1,4,97,96,0,1,95,0,0,1,47,46,0,2,3,0,4,0,0,0,
Ross Cockrell,8744,CB,TB,17,7,0,74.5,0,1,30,69.7,68.5,84.9,59.3,55.8,51.5,2,2,0,34,17.5,7,7,3,119.5,35,0,23,51,351,477,11,0,0,11,0,17,466,31,95,374,9,26,47,4,3,384,183,11
DaQuan Jones,8747,DI,CAR,17,14,0,100,0,1,5,56,66.4,88.7,69.4,59.5,49.2,6,16,0,7,9.8,4,0,0,95.8,1,1,2,0,3,640,638,227,330,3,78,0,2,326,311,0,16,23,1,23,0,7,3,7
Anthony Hitchens,8754,LB,KC,18,29,0,75,0,0,16,53.3,52.2,29.1,62.2,54.9,79,2,3,1,37,6,6,1,4,114.2,27,0,646,2,336,697,20,0,0,20,0,0,677,32,329,29,29,65,36,5,3,289,180,10.7
Pierre Desir,8762,CB,TB,10,2,0,70.6,0,1,30,71.1,69.8,83.7,,53.2,45.4,0,0,2,38,16.7,5,2,0,79,24,0,22,260,223,308,1,0,0,1,0,1,307,0,85,24,6,23,34,0,1,268,72,11.2
Dontae Johnson,8764,CB,SF,14,3,0,82.9,0,1,28,64.9,63.5,33.6,37.5,68.1,41.7,0,2,0,46,15.2,5,2,3,112.1,29,0,41,133,214,325,3,0,0,3,0,23,322,6,105,122,12,25,35,2,1,302,128,10.4
Kevin Pierre-Louis,8767,LB,HST,3,2,0,,0,0,13,64.4,81,73,,77.5,75.7,0,0,0,,25,1,0,0,0,0,0,20,0,5,29,4,0,0,4,0,0,25,0,24,5,0,1,0,0,0,0,0,
Nevin Lawson,8768,CB,JAX,10,2,0,63.3,0,0,15,48.9,54.6,83.8,74.1,73.8,70.4,0,2,1,22,7.4,2,3,1,101.9,19,0,22,214,201,325,7,0,0,7,0,2,318,6,118,80,4,23,30,2,3,199,71,10.5
Brent Urban,8769,DI,DAL,6,3,0,,0,0,9,57.6,46.6,82.3,56.9,44.3,26.4,0,8,0,,40,2,0,0,0,0,0,0,0,1,160,160,10,115,4,31,0,0,99,60,0,0,0,0,8,0,0,0,
Ricardo Allen,8782,S,CIN,13,3,0,83.3,0,0,7,57.7,55.4,0,49.8,66.1,74.6,0,0,0,16,7.7,1,0,2,104.2,5,0,29,4,142,171,4,0,0,4,0,125,167,9,20,9,4,9,6,0,0,54,28,10.8
Caraun Reid,8793,DI,TEN,1,0,0,,0,0,31,,43.8,72,62.6,43,,0,0,0,,,0,0,0,0,0,0,0,0,0,12,12,0,6,0,6,0,0,7,5,0,0,0,0,0,0,0,0,
Chris Smith,8794,ED,HST,4,1,0,,0,0,13,60,66.2,83.5,57.6,69.1,55,1,2,0,,16.7,1,0,0,0,0,2,1,0,0,90,89,0,1,82,6,0,1,51,39,0,3,4,0,5,0,0,0,
Devon Kennard,8809,ED,ARZ,16,5,2,100,0,0,1,64.8,77,84.4,63.2,78.5,55.4,2,9,0,4,10.3,3,0,0,83.3,1,0,2,0,18,280,277,0,0,276,1,0,3,120,142,1,17,21,1,11,0,4,0,4
T.J. Carrie,8853,CB,IND,9,1,0,66.7,0,0,14,55.2,53.5,82.2,56.3,47.5,75.8,0,0,0,43,4.3,1,1,1,100.7,12,0,5,110,88,142,5,0,0,5,0,0,137,2,52,21,4,21,18,0,0,186,84,15.5
Shamar Stephen,8854,DI,DEN,17,17,2,,0,0,10,60,49.5,86.2,50.6,50.3,60.3,4,7,0,,7.5,3,0,0,0,0,0,0,0,0,393,393,17,265,12,99,0,0,201,192,0,13,20,0,11,0,0,0,
Shelby Harris,8869,DI,DEN,16,14,1,,2,1,10,63.5,61.3,34.3,61.8,62.3,50.5,4,21,0,,12.8,6,0,4,0,0,7,1,0,0,564,563,21,372,21,149,0,1,357,207,0,23,27,0,32,0,0,0,
Terrance Mitchell,8888,CB,HST,14,6,0,62.9,0,3,13,51.7,52.4,88.2,60,52.2,40.6,0,1,1,55,17.6,12,7,2,104.7,44,0,14,736,429,796,27,0,0,27,0,0,769,1,366,19,9,50,70,1,5,544,107,12.4
Ethan Westbrooks,8976,ED,NO,1,0,0,,0,0,20,,65,76.3,59.1,63.8,69.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,0,0,0,1,14,0,1,1,0,0,0,0,0,
Denico Autry,8982,ED,TEN,18,6,6,100,0,0,31,62.9,69.7,71.8,70.3,58.1,59.8,8,43,0,17,10.7,3,0,2,118.8,1,13,0,0,10,755,755,8,30,451,266,0,0,535,210,0,26,19,1,64,0,17,19,17
Shaquil Barrett,9000,ED,TB,17,9,0,69.2,0,3,30,84.2,81,26.6,77.1,74.3,66.7,13,52,2,16,12.2,6,2,7,42.6,9,11,6,0,83,861,839,0,0,839,0,0,22,539,239,15,30,34,13,76,0,70,61,7.8
Josh Mauro,9003,ED,ARZ,5,1,0,,0,0,1,,54.8,80.1,51.7,59.9,72.2,0,0,0,,0,0,0,0,0,0,1,0,0,0,62,62,1,14,32,15,0,0,40,22,0,2,1,0,1,0,0,0,
Christian Jones,9020,LB,CHI,11,5,0,100,0,0,6,46.3,45.3,0,51.9,56.4,70.9,0,0,0,17,5.9,1,0,1,100.7,6,0,85,0,43,116,27,0,0,27,0,0,89,9,64,3,5,11,6,0,0,49,44,8.2
Kerry Hyder,9045,ED,SEA,15,12,0,100,0,0,29,59.4,57.4,87.6,58.1,54.1,61.3,9,12,0,14,5.7,2,0,0,118.8,2,2,0,0,7,508,508,2,115,140,251,0,0,334,167,0,15,21,2,23,0,25,17,12.5
Adrian Phillips,9177,S,NE,18,26,1,60.9,0,1,19,84.5,80,69.3,64.5,68.4,85.2,1,2,4,17,6,6,5,1,65.5,28,0,412,55,513,921,164,0,0,164,0,143,757,25,383,146,31,68,46,3,4,220,94,7.9
Zach Kerr,9195,DI,CIN,10,2,0,,0,0,7,60,53,81.8,57.9,50.7,26.3,0,3,0,,30,3,0,0,0,0,0,1,0,1,147,145,5,117,2,21,0,2,65,81,0,3,5,0,3,0,0,0,
C.J. Goodwin,9243,S,DAL,1,0,0,,0,0,9,60.7,70.2,60,,,,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Daniel Sorensen,9253,S,KC,20,10,1,75,1,0,16,53.5,47.7,64.7,55.7,32.7,28.1,1,9,2,69,25.6,22,5,2,131.3,36,1,329,28,526,816,87,0,0,87,0,206,729,60,230,164,10,54,48,11,5,568,254,15.8
Joe Thomas,9272,LB,BLT,5,1,0,100,0,0,3,61.6,79,74.4,59.4,85.1,51,0,0,0,14,15.4,2,0,0,98.6,3,0,68,1,39,86,11,0,0,11,0,0,75,1,46,6,8,10,3,0,0,23,17,7.7
Keith Smith,9302,FB,ATL,1,0,0,,0,0,2,,60,60,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Mike Pennel,9316,DI,ATL,10,10,0,,0,0,2,61.8,49,35,50.7,53.2,45.4,0,4,0,,11.5,3,0,2,0,0,0,0,0,1,249,249,83,150,2,14,0,0,89,159,0,5,13,0,4,0,0,0,
K'Waun Williams,9332,CB,SF,17,5,0,77.6,2,1,28,60.7,63.5,85.4,53.4,73.7,69,3,4,2,42,9.1,6,4,5,95.4,59,1,91,13,531,828,20,0,0,20,0,3,808,41,256,700,23,55,76,8,2,564,309,9.6
Dante Fowler Jr.,9436,ED,ATL,14,7,1,80,2,3,2,30.9,55.9,46.2,61.8,63.4,31.3,5,20,0,34,25.6,10,0,4,112.5,4,5,6,1,18,508,500,0,3,492,5,0,8,306,184,1,21,22,5,30,0,55,37,13.8
Leonard Williams,9439,DI,NYG,17,25,2,,0,2,21,67.5,71.2,53.8,66.4,67.9,60.8,9,30,0,,8.9,7,0,4,0,0,8,2,0,0,890,887,69,388,147,283,0,3,561,329,0,36,47,0,47,0,0,0,
Trae Waynes,9444,CB,CIN,5,0,0,72.2,0,0,7,58.1,57.2,81.3,,52.3,42.4,0,0,0,52,21.4,3,1,0,140.7,13,0,37,196,128,243,1,0,0,1,0,0,242,0,115,9,3,11,18,0,3,168,39,12.9
Danny Shelton,9445,DI,NYG,13,10,0,,0,0,21,,45,58.7,59.4,43.4,44.6,0,4,0,,9.1,3,0,1,0,0,1,0,0,0,256,255,106,144,0,5,0,1,110,146,0,15,20,0,5,0,0,0,
Arik Armstead,9450,DI,SF,20,21,0,,0,0,28,71,76,59.2,77.3,63,56.5,4,45,0,,9,6,0,4,0,0,10,11,0,4,979,966,7,422,193,344,0,13,633,342,0,36,40,0,59,0,0,0,
Bud Dupree,9455,ED,TEN,12,1,1,100,0,1,31,66.9,53.3,52.6,55.6,50.4,71.5,5,17,0,18,7.1,1,0,2,118.8,2,4,1,0,25,440,439,0,2,435,2,0,1,314,101,0,11,12,2,26,0,25,8,12.5
Shaq Thompson,9458,LB,CAR,14,22,0,67.2,0,0,5,74.7,72.7,62.5,65.7,64.6,60,4,6,2,28,11,12,3,1,65.8,41,2,674,16,380,796,44,0,0,44,0,7,752,76,340,55,41,75,61,12,0,313,179,7.6
Byron Jones,9460,CB,MIA,16,7,0,62.8,1,0,17,63.5,65,67.4,51.9,71,84.6,0,2,0,56,0,0,10,3,97.8,54,0,95,770,621,976,13,0,0,13,0,0,963,5,350,98,12,49,86,2,3,655,240,12.1
Malcom Brown,9465,DI,JAX,17,22,0,,0,0,15,65.9,43.2,88.4,56.5,36.7,52.8,2,9,0,,8.3,5,0,0,0,0,3,0,0,1,678,676,123,518,1,34,0,2,320,357,0,23,33,0,14,0,0,0,
Landon Collins,9466,S,WAS,13,17,0,76.8,0,1,32,38.8,54.7,82.9,74,82.5,62.5,0,4,2,72,11.8,10,0,1,110.6,43,2,341,13,394,675,27,0,0,27,0,129,648,31,250,165,30,58,56,6,4,478,274,11.1
Mario Edwards Jr.,9468,DI,CHI,12,3,1,,0,0,6,60.2,50.4,0,66.8,47.4,38.8,3,7,0,,28.6,2,0,4,0,0,2,1,0,1,212,211,12,118,12,69,0,1,141,70,0,4,2,0,12,0,0,0,
Preston Smith,9471,ED,GB,17,15,0,75,1,2,12,69.6,81.5,66.4,76.3,74.6,54.3,7,47,0,12,18.2,10,1,2,96.9,3,9,4,0,45,732,716,0,1,705,10,0,16,457,230,12,28,30,4,63,0,31,18,10.3
Eddie Goldman,9472,DI,CHI,14,9,0,,1,0,6,,39.8,44.8,59.7,37.4,26,0,7,0,,25,8,0,2,0,0,1,3,0,0,336,333,164,163,1,5,0,3,153,183,0,8,15,0,8,0,0,0,
Benardrick McKinney,9476,LB,NYG,9,6,0,68.4,0,0,21,28.6,34.2,77.6,53.2,59.7,70.5,0,0,0,24,7.4,2,0,0,103.6,13,0,173,1,82,181,4,0,0,4,0,0,177,5,94,3,9,19,19,0,1,123,86,9.5
Eric Kendricks,9478,LB,MIN,15,37,0,72.9,0,0,18,72.6,59.2,63.6,60.6,42.9,63.5,0,6,2,41,11,17,2,3,108.9,43,5,925,16,566,1032,41,0,0,41,0,17,991,68,398,33,44,100,59,11,4,533,301,12.4
Jaquiski Tartt,9479,S,SF,17,23,0,56.3,0,0,28,54.1,57.5,41.4,58.7,67.7,61.4,1,2,0,24,13.2,12,1,4,89.6,18,0,254,9,583,932,34,0,0,34,0,543,898,9,340,92,24,56,32,3,2,152,70,8.4
Eric Rowe,9480,S,MIA,17,21,0,78.7,1,3,17,70.7,71.1,57.8,68,67.7,79.5,1,5,0,39,7.4,6,4,4,111.5,48,0,236,64,419,638,39,0,0,39,0,86,599,32,187,213,24,54,61,6,3,416,176,8.7
Denzel Perryman,9481,LB,LV,16,35,0,79.7,0,1,23,58.1,64.3,45.2,84,70.9,72.1,3,4,0,32,7.9,14,3,2,115.3,63,0,720,2,547,913,9,0,0,9,0,5,904,10,356,177,63,128,79,7,5,523,188,8.3
Ronald Darby,9483,CB,DEN,11,3,0,57.8,0,0,10,58.7,61.1,57.5,,72.2,64.8,0,0,0,56,7.4,4,5,3,93.6,37,0,67,595,412,675,0,0,0,0,0,1,675,0,263,12,15,47,64,0,2,506,130,13.7
Nate Orchard,9484,ED,WAS,1,0,0,,0,0,32,,60,65,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
Jordan Phillips,9485,DI,ARZ,9,2,2,100,0,0,1,48.2,62.7,38.1,73.5,61.2,29.4,3,9,0,16,20,4,0,2,118.8,1,3,5,0,7,284,279,17,236,1,25,0,5,159,118,0,15,14,1,15,0,16,5,16
Markus Golden,9491,ED,ARZ,17,8,1,75,0,4,1,71.7,75.2,67.7,73.6,65.2,31.1,9,25,0,14,22.9,11,0,2,102.1,3,12,11,2,67,726,699,0,1,698,0,0,27,398,261,14,31,29,4,46,0,36,17,12
Randy Gregory,9493,ED,DAL,13,4,0,100,0,2,9,54.9,67.3,0,84.7,46.5,39.3,14,27,1,5,23.8,5,0,8,47.9,1,6,27,0,7,477,450,0,10,424,16,0,27,328,142,0,13,12,1,47,0,5,0,5
Frank Clark,9496,ED,KC,17,5,0,0,0,2,16,64.5,54.9,35.6,64,45,31.4,12,36,0,,35.1,13,0,6,39.6,0,5,1,0,17,807,805,0,9,769,27,0,2,525,265,1,17,19,1,53,0,0,0,
P.J. Williams,9511,S,NO,16,3,1,78.1,0,1,20,70.1,70,87.2,67.4,58,37.6,2,1,3,23,22.4,11,0,0,53.8,25,2,59,44,347,545,52,0,0,52,0,168,493,28,170,222,20,35,32,5,0,201,102,8
Jordan Hicks,9517,LB,ARZ,18,31,0,70.1,0,1,1,53.1,62.9,87,74.3,66.5,72.4,4,9,0,40,9.2,12,2,1,101,54,4,1013,6,564,1113,19,0,0,19,0,3,1094,107,442,72,40,88,77,17,3,508,326,9.4
Danielle Hunter,9521,ED,MIN,7,9,1,,0,0,18,69.9,80.8,89.1,77.4,64,63.7,3,22,0,,6.1,2,0,0,0,0,6,2,0,2,384,382,0,0,375,7,0,2,241,141,0,16,22,0,31,0,0,0,
Carl Davis,9523,DI,NE,17,7,0,,0,0,19,,33,37.8,57.7,32.1,57.1,0,3,0,,5.6,1,0,2,0,0,1,0,0,0,277,277,224,46,0,7,0,0,118,159,0,6,10,0,4,0,0,0,
Henry Anderson,9526,DI,NE,4,0,0,,0,0,19,60,67.5,77,56.8,68.1,69.8,0,1,0,,0,0,0,0,0,0,0,0,0,0,35,35,4,16,5,10,0,0,15,20,0,1,3,0,1,0,0,0,
Steven Nelson,9531,CB,PHI,17,12,0,69.1,0,0,24,61.4,63.6,68.4,60,70.6,87.1,1,0,1,44,3.4,2,5,5,108,47,0,120,924,628,1052,6,0,0,6,0,1,1046,1,423,1,11,45,68,1,4,569,151,12.1
Angelo Blackson,9533,DI,CHI,17,11,1,,2,0,6,59.6,50.8,38.6,57.4,51.9,35.6,6,16,1,,14.8,8,0,4,0,0,3,3,0,4,584,580,17,295,53,215,0,4,315,265,0,28,35,0,25,0,0,0,
Trey Flowers,9534,ED,DET,7,5,0,85.7,0,1,11,61.4,63.2,67.1,61,62.8,66.8,1,4,0,40,4.3,1,0,1,152.7,6,1,2,0,26,302,296,0,14,247,35,0,6,162,114,4,12,17,7,6,2,78,87,13
Za'Darius Smith,9555,ED,GB,2,0,0,,0,0,12,,56.1,0,66.4,57.6,72.4,1,0,0,,0,0,0,1,0,0,1,6,0,0,37,31,0,2,27,2,0,6,21,16,0,2,1,0,2,0,0,0,
Kwon Alexander,9557,LB,NO,12,6,0,73.8,0,1,20,67.6,53.9,57.5,57.1,34.8,42.7,4,9,1,39,19,11,1,2,85.6,31,4,354,17,280,535,116,0,0,116,0,0,419,85,170,48,32,41,42,17,0,322,251,10.4
Damien Wilson,9560,LB,JAX,17,29,0,79,0,1,15,40.2,44,61.6,74.3,47,59.3,2,8,1,43,12.6,15,3,1,113,49,3,816,10,393,866,10,0,0,10,0,4,856,68,405,26,41,75,62,13,2,629,277,12.8
Grady Jarrett,9570,DI,ATL,17,13,1,100,1,0,2,64.4,67.6,71.3,67.2,61.5,30.1,10,25,0,8,13,9,0,3,100,1,1,1,0,4,864,863,63,634,30,136,0,1,527,333,0,33,47,1,36,0,8,2,8
Adrian Amos,9575,S,GB,18,14,0,56.9,0,0,12,73.6,74.3,66.8,60.1,77.2,87.7,1,0,3,75,6.1,6,7,2,86.1,33,0,327,4,717,1101,15,0,0,15,0,606,1086,10,374,149,15,79,58,1,6,330,202,10
Bobby McCain,9578,S,WAS,17,10,0,59.4,0,0,32,72.6,70.9,66.4,57.4,66.8,63.1,0,0,4,55,13.7,10,5,1,87.5,19,0,122,8,665,1031,0,0,0,0,0,802,1031,2,364,99,11,53,32,0,3,340,90,17.9
Tyeler Davison,9587,DI,ATL,12,15,0,,0,0,2,56.4,46.8,69.4,48,51.4,77.7,0,3,0,,0,0,0,1,0,0,0,0,0,2,358,358,173,181,0,4,0,0,170,186,0,12,18,0,3,0,0,0,
David Mayo,9602,LB,WAS,10,4,0,100,0,0,32,31,42.9,79.8,56.9,61.9,47.3,1,0,0,25,16,4,0,0,158.3,7,0,151,0,73,166,14,0,0,14,0,0,152,2,91,1,8,17,7,1,1,98,42,14
Tye Smith,9603,CB,MIN,1,0,0,100,0,0,18,78.6,78,71.6,,60.7,76.8,0,0,0,7,0,0,0,0,81.3,2,0,4,13,9,17,0,0,0,0,0,0,17,0,8,0,1,3,2,0,0,7,4,3.5
Darius Philon,9625,DI,LV,11,5,1,,0,0,23,56.5,58.7,37.4,74.6,49.4,46.9,0,15,0,,12,3,0,2,0,0,2,1,0,1,277,276,35,202,0,39,0,1,157,119,0,16,17,0,17,0,0,0,
Quandre Diggs,9633,S,SEA,17,22,0,70,0,0,29,72.3,71.2,69.8,53.5,70.4,67.8,0,0,5,33,11.8,12,2,1,77.9,21,0,86,2,738,1230,10,0,0,10,0,1078,1220,5,487,54,9,68,30,0,2,251,67,12
Christian Ringo,9643,DI,NO,14,5,0,,0,1,20,59.5,66.5,63.7,56.5,71.1,29.7,3,4,0,,19.4,6,0,1,0,0,0,0,0,1,315,315,27,276,0,12,0,0,168,146,0,17,20,0,7,0,0,0,
Christian Covington,9649,DI,LAC,16,17,0,,0,1,27,65.6,55.9,86.1,46.9,59.6,60.7,1,4,0,,5.6,3,0,0,0,0,1,0,0,0,523,523,34,278,10,201,0,0,259,264,0,16,34,0,6,0,0,0,
Rakeem Nunez-Roches,9650,DI,TB,18,11,0,,0,1,30,55.4,65.3,87.3,60.1,66.2,47.4,3,13,0,,14.8,4,0,0,0,0,0,0,0,11,477,476,176,271,0,29,0,1,289,177,0,10,12,0,16,0,0,0,
Darryl Roberts,9680,CB,WAS,3,6,0,42.9,1,0,32,58.3,62.7,81.2,,75.9,82.8,0,0,0,45,0,0,1,2,71.4,6,0,24,172,117,203,4,0,0,4,0,1,199,0,86,2,2,6,14,0,0,113,25,18.8
Justin Hamilton,9732,DI,DEN,9,4,0,,0,0,10,62.2,47.3,58.8,62.7,39.7,44.1,2,4,0,,15.4,2,0,1,0,0,0,1,0,0,249,248,54,167,1,26,0,1,132,117,0,5,7,0,6,0,0,0,
