"","yearly_pff_id","pff_position_off"
"2118","2018_5229","G"
"2119","2018_8730","G"
"2120","2018_9091","T"
"2121","2018_5543","C"
"2122","2018_6167","C"
"2123","2018_8670","G"
"2124","2018_7904","C"
"2125","2018_7032","G"
"2126","2018_8051","T"
"2127","2018_6290","T"
"2128","2018_11885","T"
"2129","2018_7786","T"
"2130","2018_10729","C"
"2131","2018_39137","G"
"2132","2018_8796","C"
"2133","2018_11775","T"
"2134","2018_10650","T"
"2135","2018_7746","G"
"2136","2018_8641","T"
"2137","2018_4944","C"
"2138","2018_11818","T"
"2139","2018_10778","G"
"2140","2018_46275","T"
"2141","2018_11819","T"
"2142","2018_7431","G"
"2143","2018_10665","T"
"2144","2018_8699","C"
"2145","2018_6207","C"
"2146","2018_7891","T"
"2147","2018_9461","G"
"2148","2018_3675","C"
"2149","2018_6169","T"
"2150","2018_46180","G"
"2151","2018_11954","C"
"2152","2018_7945","T"
"2153","2018_8651","G"
"2154","2018_11945","T"
"2155","2018_47013","T"
"2156","2018_3644","T"
"2157","2018_5410","T"
"2158","2018_5531","T"
"2159","2018_7209","G"
"2160","2018_7229","T"
"2161","2018_7853","G"
"2162","2018_6391","G"
"2163","2018_9659","T"
"2164","2018_7099","C"
"2165","2018_7950","T"
"2166","2018_6161","T"
"2167","2018_46794","T"
"2168","2018_8230","G"
"2169","2018_2148","T"
"2170","2018_6253","G"
"2171","2018_8678","C"
"2172","2018_8701","T"
"2173","2018_7144","G"
"2174","2018_9452","G"
"2175","2018_7640","G"
"2176","2018_45547","C"
"2177","2018_9500","G"
"2178","2018_10017","T"
"2179","2018_11113","G"
"2180","2018_9989","G"
"2181","2018_10829","G"
"2182","2018_8828","G"
"2183","2018_9514","G"
"2184","2018_10652","C"
"2185","2018_8365","G"
"2186","2018_9446","G"
"2187","2018_6174","T"
"2188","2018_5426","T"
"2189","2018_8496","T"
"2190","2018_11825","C"
"2191","2018_12240","T"
"2192","2018_10110","G"
"2193","2018_8716","G"
"2194","2018_8646","T"
"2195","2018_10792","T"
"2196","2018_10782","G"
"2197","2018_7181","G"
"2198","2018_45576","G"
"2199","2018_8702","G"
"2200","2018_10647","T"
"2201","2018_46227","T"
"2202","2018_46216","G"
"2203","2018_12333","G"
"2204","2018_4623","T"
"2205","2018_8654","T"
"2206","2018_9482","C"
"2207","2018_8713","C"
"2208","2018_46854","T"
"2209","2018_6471","G"
"2210","2018_7029","T"
"2211","2018_5529","T"
"2212","2018_5548","T"
"2213","2018_34693","T"
"2214","2018_7045","T"
"2215","2018_8727","G"
"2216","2018_5728","G"
"2217","2018_7856","T"
"2218","2018_7062","G"
"2219","2018_9126","G"
"2220","2018_9567","G"
"2221","2018_10764","G"
"2222","2018_5594","T"
"2223","2018_9001","T"
"2224","2018_8277","G"
"2225","2018_6200","G"
"2226","2018_9289","T"
"2227","2018_10713","G"
"2228","2018_7792","G"
"2229","2018_8711","C"
"2230","2018_10744","TE"
"2231","2018_6177","G"
"2232","2018_15466","T"
"2233","2018_9276","C"
"2234","2018_8746","C"
"2235","2018_9442","T"
"2236","2018_7801","G"
"2237","2018_8841","C"
"2238","2018_10998","C"
"2239","2018_5586","G"
"2240","2018_46795","C"
"2241","2018_698","QB"
"2242","2018_5567","TE"
"2243","2018_9257","C"
"2244","2018_9505","G"
"2245","2018_8995","G"
"2246","2018_9221","C"
"2247","2018_11369","T"
"2248","2018_6848","G"
"2249","2018_9457","T"
"2250","2018_46238","G"
"2251","2018_7095","G"
"2252","2018_7077","QB"
"2253","2018_8728","C"
"2254","2018_9132","C"
"2255","2018_9438","G"
"2256","2018_10642","T"
"2257","2018_8637","T"
"2258","2018_8668","G"
"2259","2018_4379","C"
"2260","2018_9604","TE"
"2261","2018_9234","G"
"2262","2018_5542","G"
"2263","2018_46131","G"
"2264","2018_7822","WR"
"2265","2018_6356","TE"
"2266","2018_10635","QB"
"2267","2018_8200","TE"
"2268","2018_4929","T"
"2269","2018_802","QB"
"2270","2018_8655","WR"
"2271","2018_6324","G"
"2272","2018_46333","T"
"2273","2018_7816","TE"
"2274","2018_9502","WR"
"2275","2018_7808","WR"
"2276","2018_10769","QB"
"2277","2018_7844","TE"
"2278","2018_1725","QB"
"2279","2018_10681","WR"
"2280","2018_7007","QB"
"2281","2018_7923","G"
"2282","2018_11901","TE"
"2283","2018_7636","T"
"2284","2018_4924","QB"
"2285","2018_6244","T"
"2286","2018_11767","QB"
"2287","2018_5156","WR"
"2288","2018_7338","G"
"2289","2018_10789","T"
"2290","2018_9453","WR"
"2291","2018_7912","FB"
"2292","2018_7323","QB"
"2293","2018_7146","T"
"2294","2018_5117","G"
"2295","2018_7982","TE"
"2296","2018_3741","T"
"2297","2018_10762","C"
"2298","2018_11757","QB"
"2299","2018_6468","WR"
"2300","2018_5839","G"
"2301","2018_11282","T"
"2302","2018_10019","G"
"2303","2018_8671","QB"
"2304","2018_6256","TE"
"2305","2018_10716","T"
"2306","2018_6215","T"
"2307","2018_8999","WR"
"2308","2018_6142","FB"
"2309","2018_6615","WR"
"2310","2018_11765","QB"
"2311","2018_11792","WR"
"2312","2018_11760","WR"
"2313","2018_10798","T"
"2314","2018_38555","T"
"2315","2018_9590","TE"
"2316","2018_8460","T"
"2317","2018_6195","TE"
"2318","2018_7952","G"
"2319","2018_7800","G"
"2320","2018_11855","TE"
"2321","2018_1722","QB"
"2322","2018_8088","T"
"2323","2018_11784","TE"
"2324","2018_7915","TE"
"2325","2018_9185","TE"
"2326","2018_11872","WR"
"2327","2018_8834","G"
"2328","2018_9304","G"
"2329","2018_4317","QB"
"2330","2018_7102","QB"
"2331","2018_8549","TE"
"2332","2018_8288","WR"
"2333","2018_9002","WR"
"2334","2018_26075","WR"
"2335","2018_10728","TE"
"2336","2018_9435","QB"
"2337","2018_1724","WR"
"2338","2018_47164","TE"
"2339","2018_8698","WR"
"2340","2018_7857","WR"
"2341","2018_46518","QB"
"2342","2018_9688","G"
"2343","2018_47272","TE"
"2344","2018_1732","QB"
"2345","2018_10674","WR"
"2346","2018_8968","T"
"2347","2018_29048","QB"
"2348","2018_42062","TE"
"2349","2018_7128","TE"
"2350","2018_5546","TE"
"2351","2018_8696","WR"
"2352","2018_7066","TE"
"2353","2018_7048","WR"
"2354","2018_10656","WR"
"2355","2018_11813","G"
"2356","2018_9488","TE"
"2357","2018_9046","T"
"2358","2018_10799","WR"
"2359","2018_11851","WR"
"2360","2018_10682","T"
"2361","2018_35460","QB"
"2362","2018_10211","TE"
"2363","2018_9437","WR"
"2364","2018_9525","TE"
"2365","2018_10715","TE"
"2366","2018_10154","WR"
"2367","2018_4350","WR"
"2368","2018_5616","G"
"2369","2018_46673","G"
"2370","2018_5032","G"
"2371","2018_5718","WR"
"2372","2018_4933","WR"
"2373","2018_11435","G"
"2374","2018_5570","G"
"2375","2018_2241","QB"
"2376","2018_7926","WR"
"2377","2018_11981","WR"
"2378","2018_9509","WR"
"2379","2018_5795","TE"
"2380","2018_5547","WR"
"2381","2018_9655","C"
"2382","2018_8638","QB"
"2383","2018_9492","T"
"2384","2018_12303","WR"
"2385","2018_48267","WR"
"2386","2018_9627","TE"
"2387","2018_7092","WR"
"2388","2018_8642","WR"
"2389","2018_8688","WR"
"2390","2018_9593","TE"
"2391","2018_9786","TE"
"2392","2018_9679","TE"
"2393","2018_1753","TE"
"2394","2018_24606","TE"
"2395","2018_8726","WR"
"2396","2018_5012","TE"
"2397","2018_6153","QB"
"2398","2018_10741","WR"
"2399","2018_48228","WR"
"2400","2018_8725","WR"
"2401","2018_46601","QB"
"2402","2018_27934","G"
"2403","2018_6326","TE"
"2404","2018_9606","TE"
"2405","2018_48164","WR"
"2406","2018_8839","G"
"2407","2018_9566","G"
"2408","2018_11909","TE"
"2409","2018_46416","QB"
"2410","2018_10774","WR"
"2411","2018_8775","T"
"2412","2018_9579","WR"
"2413","2018_4717","WR"
"2414","2018_11762","WR"
"2415","2018_2218","QB"
"2416","2018_11839","WR"
"2417","2018_6311","TE"
"2418","2018_10636","QB"
"2419","2018_47304","TE"
"2420","2018_2951","TE"
"2421","2018_10689","WR"
"2422","2018_7618","WR"
"2423","2018_11817","WR"
"2424","2018_48101","WR"
"2425","2018_11254","WR"
"2426","2018_9561","G"
"2427","2018_8524","TE"
"2428","2018_7428","WR"
"2429","2018_12078","TE"
"2430","2018_7642","G"
"2431","2018_7084","WR"
"2432","2018_8647","WR"
"2433","2018_11763","HB"
"2434","2018_11865","WR"
"2435","2018_7274","TE"
"2436","2018_5595","TE"
"2437","2018_7330","WR"
"2438","2018_11933","G"
"2439","2018_7940","TE"
"2440","2018_5606","WR"
"2441","2018_6158","WR"
"2442","2018_8128","WR"
"2443","2018_5692","T"
"2444","2018_7014","QB"
"2445","2018_12270","WR"
"2446","2018_9434","QB"
"2447","2018_9840","TE"
"2448","2018_7788","G"
"2449","2018_10918","WR"
"2450","2018_5619","TE"
"2451","2018_5585","WR"
"2452","2018_11764","WR"
"2453","2018_51593","WR"
"2454","2018_46744","G"
"2455","2018_6187","QB"
"2456","2018_4332","QB"
"2457","2018_9474","WR"
"2458","2018_10822","TE"
"2459","2018_10247","C"
"2460","2018_48160","WR"
"2461","2018_8954","TE"
"2462","2018_8843","WR"
"2463","2018_12145","TE"
"2464","2018_42130","TE"
"2465","2018_47050","TE"
"2466","2018_3459","T"
"2467","2018_12282","QB"
"2468","2018_8663","WR"
"2469","2018_8931","WR"
"2470","2018_47809","WR"
"2471","2018_6315","C"
"2472","2018_8639","WR"
"2473","2018_11905","TE"
"2474","2018_9462","WR"
"2475","2018_7073","G"
"2476","2018_45416","WR"
"2477","2018_12227","G"
"2478","2018_9830","G"
"2479","2018_11827","WR"
"2480","2018_10075","WR"
"2481","2018_11117","C"
"2482","2018_47546","WR"
"2483","2018_10855","G"
"2484","2018_7158","WR"
"2485","2018_11774","TE"
"2486","2018_3647","TE"
"2487","2018_47153","TE"
"2488","2018_11824","WR"
"2489","2018_11799","TE"
"2490","2018_48230","WR"
"2491","2018_9447","WR"
"2492","2018_7859","WR"
"2493","2018_9079","WR"
"2494","2018_5390","G"
"2495","2018_10810","FB"
"2496","2018_8420","FB"
"2497","2018_48113","WR"
"2498","2018_7089","QB"
"2499","2018_9875","G"
"2500","2018_8520","TE"
"2501","2018_7472","WR"
"2502","2018_6199","TE"
"2503","2018_11035","WR"
"2504","2018_12320","TE"
"2505","2018_8921","T"
"2506","2018_10657","WR"
"2507","2018_8645","TE"
"2508","2018_8784","T"
"2509","2018_46302","T"
"2510","2018_10760","WR"
"2511","2018_10638","HB"
"2512","2018_12037","TE"
"2513","2018_7866","TE"
"2514","2018_8755","TE"
"2515","2018_47294","TE"
"2516","2018_9107","TE"
"2517","2018_12020","TE"
"2518","2018_2973","TE"
"2519","2018_8928","G"
"2520","2018_11912","T"
"2521","2018_6597","WR"
"2522","2018_6156","WR"
"2523","2018_10784","HB"
"2524","2018_48262","WR"
"2525","2018_7116","TE"
"2526","2018_9576","TE"
"2527","2018_11795","WR"
"2528","2018_11778","TE"
"2529","2018_11972","G"
"2530","2018_4519","WR"
"2531","2018_10806","WR"
"2532","2018_8777","WR"
"2533","2018_9305","G"
"2534","2018_23670","WR"
"2535","2018_7836","TE"
"2536","2018_9207","TE"
"2537","2018_24481","T"
"2538","2018_9443","HB"
"2539","2018_7406","TE"
"2540","2018_10841","QB"
"2541","2018_8268","C"
"2542","2018_9538","WR"
"2543","2018_11853","WR"
"2544","2018_8677","WR"
"2545","2018_47257","TE"
"2546","2018_7019","WR"
"2547","2018_38897","T"
"2548","2018_12087","WR"
"2549","2018_7888","TE"
"2550","2018_47436","TE"
"2551","2018_7997","FB"
"2552","2018_10655","WR"
"2553","2018_10832","FB"
"2554","2018_7059","QB"
"2555","2018_6489","WR"
"2556","2018_11859","QB"
"2557","2018_9302","FB"
"2558","2018_47792","WR"
"2559","2018_6997","FB"
"2560","2018_5702","T"
"2561","2018_11107","WR"
"2562","2018_12215","WR"
"2563","2018_11800","TE"
"2564","2018_9092","TE"
"2565","2018_11123","WR"
"2566","2018_7118","WR"
"2567","2018_10944","T"
"2568","2018_10851","TE"
"2569","2018_8814","C"
"2570","2018_8824","WR"
"2571","2018_10849","C"
"2572","2018_12112","QB"
"2573","2018_7097","HB"
"2574","2018_11822","HB"
"2575","2018_8680","WR"
"2576","2018_2467","QB"
"2577","2018_8914","WR"
"2578","2018_1609","TE"
"2579","2018_48021","WR"
"2580","2018_9859","WR"
"2581","2018_11889","HB"
"2582","2018_39386","G"
"2583","2018_7513","WR"
"2584","2018_11929","TE"
"2585","2018_9550","TE"
"2586","2018_10820","WR"
"2587","2018_66578","G"
"2588","2018_6216","WR"
"2589","2018_9519","HB"
"2590","2018_6301","HB"
"2591","2018_10707","HB"
"2592","2018_6210","WR"
"2593","2018_8772","G"
"2594","2018_48017","WR"
"2595","2018_10833","WR"
"2596","2018_6944","WR"
"2597","2018_9540","WR"
"2598","2018_8673","TE"
"2599","2018_5602","WR"
"2600","2018_11329","T"
"2601","2018_9506","HB"
"2602","2018_10915","G"
"2603","2018_10795","G"
"2604","2018_5132","TE"
"2605","2018_9884","TE"
"2606","2018_11796","HB"
"2607","2018_47124","TE"
"2608","2018_11914","T"
"2609","2018_47698","WR"
"2610","2018_46027","HB"
"2611","2018_9662","TE"
"2612","2018_11993","WR"
"2613","2018_47702","WR"
"2614","2018_9448","HB"
"2615","2018_7572","FB"
"2616","2018_47053","FB"
"2617","2018_11346","T"
"2618","2018_47967","WR"
"2619","2018_9440","WR"
"2620","2018_11948","FB"
"2621","2018_8816","HB"
"2622","2018_48862","FB"
"2623","2018_6515","FB"
"2624","2018_9510","HB"
"2625","2018_12280","C"
"2626","2018_11300","FB"
"2627","2018_45791","HB"
"2628","2018_7980","HB"
"2629","2018_6162","QB"
"2630","2018_7100","WR"
"2631","2018_7962","HB"
"2632","2018_10269","FB"
"2633","2018_4976","HB"
"2634","2018_8765","HB"
"2635","2018_10174","G"
"2636","2018_7810","WR"
"2637","2018_10927","HB"
"2638","2018_4363","WR"
"2639","2018_9137","T"
"2640","2018_3064","WR"
"2641","2018_11860","HB"
"2642","2018_6180","HB"
"2643","2018_8741","WR"
"2644","2018_6297","HB"
"2645","2018_4974","G"
"2646","2018_9469","HB"
"2647","2018_11335","TE"
"2648","2018_9518","TE"
"2649","2018_5741","T"
"2650","2018_8943","WR"
"2651","2018_10727","QB"
"2652","2018_9504","G"
"2653","2018_46249","T"
"2654","2018_8697","QB"
"2655","2018_46918","G"
"2656","2018_9558","HB"
"2657","2018_11874","HB"
"2658","2018_11395","HB"
"2659","2018_10135","TE"
"2660","2018_11789","T"
"2661","2018_9559","HB"
"2662","2018_5612","WR"
"2663","2018_11347","FB"
"2664","2018_9592","WR"
"2665","2018_10038","WR"
"2666","2018_4474","QB"
"2667","2018_9459","WR"
"2668","2018_6288","FB"
"2669","2018_10931","TE"
"2670","2018_9653","TE"
"2671","2018_10805","HB"
"2672","2018_9527","HB"
"2673","2018_1085","QB"
"2674","2018_9635","TE"
"2675","2018_6330","WR"
"2676","2018_8753","WR"
"2677","2018_6332","QB"
"2678","2018_7377","FB"
"2679","2018_11898","HB"
"2680","2018_47669","WR"
"2681","2018_28991","WR"
"2682","2018_11141","WR"
"2683","2018_9980","TE"
"2684","2018_12122","TE"
"2685","2018_4449","G"
"2686","2018_11882","TE"
"2687","2018_26104","WR"
"2688","2018_11943","HB"
"2689","2018_11440","WR"
"2690","2018_66957","WR"
"2691","2018_8691","WR"
"2692","2018_11286","FB"
"2693","2018_11803","HB"
"2694","2018_11932","WR"
"2695","2018_9524","G"
"2696","2018_10662","G"
"2697","2018_51842","TE"
"2698","2018_9543","T"
"2699","2018_30762","TE"
"2700","2018_3625","WR"
"2701","2018_11927","WR"
"2702","2018_10649","WR"
"2703","2018_11998","G"
"2704","2018_9535","T"
"2705","2018_8692","HB"
"2706","2018_12164","HB"
"2707","2018_7818","HB"
"2708","2018_12004","HB"
"2709","2018_9454","T"
"2710","2018_6007","HB"
"2711","2018_9670","T"
"2712","2018_12660","HB"
"2713","2018_9025","T"
"2714","2018_10679","HB"
"2715","2018_10785","G"
"2716","2018_11022","G"
"2717","2018_8101","HB"
"2718","2018_9673","T"
"2719","2018_9619","WR"
"2720","2018_8254","WR"
"2721","2018_10772","TE"
"2722","2018_11841","HB"
"2723","2018_7936","HB"
"2724","2018_3623","HB"
"2725","2018_6366","T"
"2726","2018_8960","G"
"2727","2018_51837","TE"
"2728","2018_7975","HB"
"2729","2018_48182","WR"
"2730","2018_47298","TE"
"2731","2018_12206","TE"
"2732","2018_7211","WR"
"2733","2018_7693","T"
"2734","2018_9486","T"
"2735","2018_6671","WR"
"2736","2018_48103","HB"
"2737","2018_7880","QB"
"2738","2018_45932","HB"
"2739","2018_45747","HB"
"2740","2018_66446","HB"
"2741","2018_11051","TE"
"2742","2018_27589","HB"
"2743","2018_34455","HB"
"2744","2018_7991","WR"
"2745","2018_46375","T"
"2746","2018_9601","FB"
"2747","2018_7789","WR"
"2748","2018_5526","QB"
"2749","2018_45783","HB"
"2750","2018_10770","HB"
"2751","2018_11900","TE"
"2752","2018_47477","WR"
"2753","2018_9572","WR"
"2754","2018_23918","C"
"2755","2018_7035","HB"
"2756","2018_2430","QB"
"2757","2018_9295","HB"
"2758","2018_11926","QB"
"2759","2018_66915","WR"
"2760","2018_10768","HB"
"2761","2018_5214","QB"
"2762","2018_47895","WR"
"2763","2018_9205","HB"
"2764","2018_12271","HB"
"2765","2018_10787","HB"
"2766","2018_46104","C"
"2767","2018_9663","HB"
"2768","2018_9400","TE"
"2769","2018_47297","HB"
"2770","2018_5847","G"
"2771","2018_10753","HB"
"2772","2018_10008","WR"
"2773","2018_10875","WR"
"2774","2018_11439","TE"
"2775","2018_10018","TE"
"2776","2018_9068","G"
"2777","2018_5863","HB"
"2778","2018_7815","WR"
"2779","2018_11888","WR"
"2780","2018_12253","HB"
"2781","2018_11759","HB"
"2782","2018_6307","TE"
"2783","2018_4930","WR"
"2784","2018_8667","QB"
"2785","2018_11231","WR"
"2786","2018_2282","HB"
"2787","2018_9032","G"
"2788","2018_7037","WR"
"2789","2018_26618","HB"
"2790","2018_8733","TE"
"2791","2018_11937","HB"
"2792","2018_12051","TE"
"2793","2018_9902","HB"
"2794","2018_3628","HB"
"2795","2018_48036","WR"
"2796","2018_38276","WR"
"2797","2018_29539","HB"
"2798","2018_9623","T"
"2799","2018_7802","TE"
"2800","2018_5007","WR"
"2801","2018_48078","WR"
"2802","2018_11148","TE"
"2803","2018_7165","HB"
"2804","2018_44771","WR"
"2805","2018_9996","HB"
"2806","2018_26152","QB"
"2807","2018_12269","WR"
"2808","2018_11074","WR"
"2809","2018_31454","G"
"2810","2018_45662","HB"
"2811","2018_9522","QB"
"2812","2018_8808","G"
"2813","2018_5609","QB"
"2814","2018_6328","WR"
"2815","2018_9883","WR"
"2816","2018_2347","HB"
"2817","2018_20994","TE"
"2818","2018_9878","WR"
"2819","2018_9964","WR"
"2820","2018_9303","TE"
"2821","2018_7971","HB"
"2822","2018_29726","WR"
"2823","2018_12163","WR"
"2824","2018_22489","WR"
"2825","2018_11966","T"
"2826","2018_8906","HB"
"2827","2018_10144","TE"
"2828","2018_7044","T"
"2829","2018_4928","QB"
"2830","2018_11883","WR"
"2831","2018_11895","HB"
"2832","2018_11015","WR"
"2833","2018_4467","WR"
"2834","2018_66933","WR"
"2835","2018_9896","QB"
"2836","2018_12137","WR"
"2837","2018_12067","WR"
"2838","2018_45691","HB"
"2839","2018_11921","WR"
"2840","2018_6278","HB"
"2841","2018_12193","TE"
"2842","2018_48316","WR"
"2843","2018_7855","WR"
"2844","2018_48192","WR"
"2845","2018_29413","HB"
"2846","2018_7820","QB"
"2847","2018_47561","WR"
"2848","2018_41406","WR"
"2849","2018_8283","HB"
"2850","2018_9783","HB"
"2851","2018_11793","G"
"2852","2018_7098","C"
"2853","2018_11911","HB"
"2854","2018_11797","S"
"2855","2018_11884","T"
"2856","2018_45675","HB"
"2857","2018_10777","HB"
"2858","2018_27414","HB"
"2859","2018_8005","WR"
"2860","2018_9607","HB"
"2861","2018_10831","FB"
"2862","2018_45851","HB"
"2863","2018_9520","WR"
"2864","2018_12007","TE"
"2865","2018_10720","WR"
"2866","2018_23614","HB"
"2867","2018_38935","G"
"2868","2018_8738","HB"
"2869","2018_9761","HB"
"2870","2018_11890","QB"
"2871","2018_46290","T"
"2872","2018_5277","QB"
"2873","2018_9292","WR"
"2874","2018_45996","HB"
"2875","2018_12267","TE"
"2876","2018_46452","QB"
"2877","2018_9582","HB"
"2878","2018_6305","WR"
"2879","2018_3120","TE"
"2880","2018_5722","WR"
"2881","2018_10816","WR"
"2882","2018_7008","QB"
"2883","2018_11804","ED"
"2884","2018_11807","QB"
"2885","2018_8871","T"
"2886","2018_45741","HB"
"2887","2018_9637","TE"
"2888","2018_34001","HB"
"2889","2018_34761","HB"
"2890","2018_48457","ED"
"2891","2018_48345","WR"
"2892","2018_11076","HB"
"2893","2018_4371","QB"
"2894","2018_8848","QB"
"2895","2018_7963","HB"
"2896","2018_47268","TE"
"2897","2018_9827","HB"
"2898","2018_31892","WR"
"2899","2018_7641","S"
"2900","2018_8679","TE"
"2901","2018_5173","DI"
"2902","2018_13014","HB"
"2903","2018_11139","TE"
"2904","2018_9258","C"
"2905","2018_7416","WR"
"2906","2018_66438","WR"
"2907","2018_10669","TE"
"2908","2018_10870","HB"
"2909","2018_10821","QB"
"2910","2018_11326","TE"
"2911","2018_7791","G"
"2912","2018_47593","WR"
"2913","2018_47417","WR"
"2914","2018_7469","HB"
"2915","2018_10725","QB"
"2916","2018_8759","WR"
"2917","2018_9047","HB"
"2918","2018_11974","WR"
"2919","2018_9578","CB"
"2920","2018_48181","WR"
"2921","2018_31698","T"
"2922","2018_47243","TE"
"2923","2018_12324","QB"
"2924","2018_11991","WR"
"2925","2018_6225","HB"
"2926","2018_47206","TE"
"2927","2018_7898","T"
"2928","2018_6586","LS"
"2929","2018_48033","WR"
"2930","2018_11844","HB"
"2931","2018_10724","HB"
"2932","2018_10830","S"
"2933","2018_21528","WR"
"2934","2018_9657","LB"
"2935","2018_11104","FB"
"2936","2018_11090","HB"
"2937","2018_12238","FB"
"2938","2018_50879","LB"
"2939","2018_45695","HB"
"2940","2018_23254","WR"
"2941","2018_7889","C"
"2942","2018_46317","T"
"2943","2018_8799","QB"
"2944","2018_1811","QB"
"2945","2018_9818","T"
"2946","2018_8690","HB"
"2947","2018_11894","WR"
"2948","2018_7689","T"
"2949","2018_10965","LS"
"2950","2018_10801","S"
"2951","2018_7854","QB"
"2952","2018_50592","LB"
"2953","2018_9551","LB"
"2954","2018_2130","LS"
"2955","2018_10960","TE"
"2956","2018_5088","P"
"2957","2018_11371","WR"
"2958","2018_11414","LS"
"2959","2018_10790","HB"
"2960","2018_5605","DI"
"2961","2018_10751","WR"
"2962","2018_11831","LB"
"2963","2018_4387","HB"
"2964","2018_11863","ED"
"2965","2018_11869","HB"
"2966","2018_12002","WR"
"2967","2018_12888","FB"
"2968","2018_9487","HB"
"2969","2018_7003","LB"
"2970","2018_7930","LB"
"2971","2018_27875","HB"
"2972","2018_45732","HB"
"2973","2018_7457","HB"
"2974","2018_8419","S"
"2975","2018_11846","CB"
"2976","2018_7068","CB"
"2977","2018_11962","S"
"2978","2018_11918","LB"
"2979","2018_6020","LS"
"2980","2018_10811","TE"
"2981","2018_4655","K"
"2982","2018_11100","LB"
"2983","2018_4327","HB"
"2984","2018_29456","LB"
"2985","2018_50712","LB"
"2986","2018_5811","LB"
"2987","2018_11941","S"
"2988","2018_3859","LS"
"2989","2018_10949","LS"
"2990","2018_9914","WR"
"2991","2018_66921","WR"
"2992","2018_23250","LS"
"2993","2018_12329","FB"
"2994","2018_31615","HB"
"2995","2018_7106","HB"
"2996","2018_9860","TE"
"2997","2018_7947","P"
"2998","2018_5430","LS"
"2999","2018_10850","HB"
"3000","2018_9552","T"
"3001","2018_11114","WR"
"3002","2018_48690","DI"
"3003","2018_25681","HB"
"3004","2018_5066","P"
"3005","2018_8512","LB"
"3006","2018_18348","CB"
"3007","2018_2476","LB"
"3008","2018_9892","CB"
"3009","2018_11923","LB"
"3010","2018_9184","HB"
"3011","2018_3148","P"
"3012","2018_11920","CB"
"3013","2018_9911","LB"
"3014","2018_3079","DI"
"3015","2018_38809","P"
"3016","2018_9174","LS"
"3017","2018_11903","LB"
"3018","2018_9940","S"
"3019","2018_39588","WR"
"3020","2018_6277","HB"
"3021","2018_9035","HB"
"3022","2018_10060",""
"3023","2018_9020","LB"
"3024","2018_7113","LB"
"3025","2018_2687","LS"
"3026","2018_11880","ED"
"3027","2018_10065","LB"
"3028","2018_11867","S"
"3029","2018_10236","P"
"3030","2018_66928","LB"
"3031","2018_10346","S"
"3032","2018_9000","ED"
"3033","2018_7163","K"
"3034","2018_8959","LS"
"3035","2018_6183","DI"
"3036","2018_8932","K"
"3037","2018_10641","DI"
"3038","2018_11850","CB"
"3039","2018_11849","S"
"3040","2018_2607","K"
"3041","2018_2561","LS"
"3042","2018_2447","QB"
"3043","2018_6022","LB"
"3044","2018_7214","LB"
"3045","2018_8826","P"
"3046","2018_6013","S"
"3047","2018_10692","S"
"3048","2018_10694","S"
"3049","2018_4580","P"
"3050","2018_7902","LB"
"3051","2018_7279","S"
"3052","2018_8760","S"
"3053","2018_10706","DI"
"3054","2018_10902","S"
"3055","2018_1906","P"
"3056","2018_4583","LB"
"3057","2018_46885","T"
"3058","2018_46887","T"
"3059","2018_7292","LB"
"3060","2018_10717","ED"
"3061","2018_10722","ED"
"3062","2018_7301","LS"
"3063","2018_7372","LB"
"3064","2018_8714","S"
"3065","2018_4712","LS"
"3066","2018_10737","DI"
"3067","2018_8708","LB"
"3068","2018_10743","LB"
"3069","2018_7418","LS"
"3070","2018_11768","LB"
"3071","2018_10745","S"
"3072","2018_10747","LB"
"3073","2018_10758","S"
"3074","2018_10759","LB"
"3075","2018_8661","ED"
"3076","2018_10771","DI"
"3077","2018_5443","K"
"3078","2018_7787","ED"
"3079","2018_11354","WR"
"3080","2018_8471","S"
"3081","2018_8468","S"
"3082","2018_8458","S"
"3083","2018_10935","S"
"3084","2018_8378","ED"
"3085","2018_11353","CB"
"3086","2018_11341","DI"
"3087","2018_48088","WR"
"3088","2018_8308","LB"
"3089","2018_10817","LB"
"3090","2018_10819","S"
"3091","2018_5310","LB"
"3092","2018_8177","DI"
"3093","2018_11210","CB"
"3094","2018_8159","ED"
"3095","2018_11147","ED"
"3096","2018_8104","P"
"3097","2018_11137","S"
"3098","2018_8077","LB"
"3099","2018_8043","LS"
"3100","2018_48275","WR"
"3101","2018_10846","S"
"3102","2018_10869","P"
"3103","2018_49167","LB"
"3104","2018_49255","CB"
"3105","2018_49355","CB"
"3106","2018_49507","CB"
"3107","2018_49706","LB"
"3108","2018_49836","LB"
"3109","2018_50096","LB"
"3110","2018_50126","ED"
"3111","2018_50152","ED"
"3112","2018_50203","LB"
"3113","2018_50406","S"
"3114","2018_50640","LB"
"3115","2018_50657","LB"
"3116","2018_50720","LB"
"3117","2018_50812","LB"
"3118","2018_11057","HB"
"3119","2018_50884","LB"
"3120","2018_51028","ED"
"3121","2018_51161","LB"
"3122","2018_51221","LB"
"3123","2018_51266","S"
"3124","2018_51334","S"
"3125","2018_51589","LB"
"3126","2018_10873","LB"
"3127","2018_51674","LB"
"3128","2018_11047","HB"
"3129","2018_10880","LB"
"3130","2018_9560","LB"
"3131","2018_9539","HB"
"3132","2018_12212","P"
"3133","2018_12171","ED"
"3134","2018_9512","ED"
"3135","2018_12302","T"
"3136","2018_6508","TE"
"3137","2018_6428","LS"
"3138","2018_12321","LB"
