"","yearly_pff_id","pff_position_off"
"1096","2017_8277","G"
"1097","2017_8796","C"
"1098","2017_10710","T"
"1099","2017_9461","G"
"1100","2017_10729","G"
"1101","2017_6471","G"
"1102","2017_6177","G"
"1103","2017_7229","T"
"1104","2017_10798","T"
"1105","2017_9490","T"
"1106","2017_6174","T"
"1107","2017_8928","G"
"1108","2017_8651","G"
"1109","2017_7783","T"
"1110","2017_5558","G"
"1111","2017_10640","T"
"1112","2017_6207","C"
"1113","2017_5229","G"
"1114","2017_7062","G"
"1115","2017_10110","G"
"1116","2017_9442","T"
"1117","2017_8880","T"
"1118","2017_10789","T"
"1119","2017_3000","T"
"1120","2017_3644","T"
"1121","2017_10684","C"
"1122","2017_6167","C"
"1123","2017_8496","T"
"1124","2017_10247","C"
"1125","2017_10690","C"
"1126","2017_6253","G"
"1127","2017_8746","C"
"1128","2017_5598","G"
"1129","2017_8701","T"
"1130","2017_7846","G"
"1131","2017_8365","G"
"1132","2017_8808","C"
"1133","2017_10647","T"
"1134","2017_8995","G"
"1135","2017_9446","G"
"1136","2017_4501","C"
"1137","2017_5531","T"
"1138","2017_8727","G"
"1139","2017_8088","T"
"1140","2017_3053","G"
"1141","2017_7112","T"
"1142","2017_7209","G"
"1143","2017_5594","T"
"1144","2017_6200","G"
"1145","2017_8716","G"
"1146","2017_5372","G"
"1147","2017_5586","G"
"1148","2017_9566","G"
"1149","2017_9438","G"
"1150","2017_11818","T"
"1151","2017_8828","C"
"1152","2017_8051","T"
"1153","2017_5692","T"
"1154","2017_7788","G"
"1155","2017_7431","T"
"1156","2017_3459","T"
"1157","2017_5032","G"
"1158","2017_7853","G"
"1159","2017_7950","T"
"1160","2017_8784","G"
"1161","2017_6161","T"
"1162","2017_7891","T"
"1163","2017_9861","G"
"1164","2017_9989","G"
"1165","2017_7144","G"
"1166","2017_11369","T"
"1167","2017_11102","G"
"1168","2017_7642","G"
"1169","2017_9494","C"
"1170","2017_9304","C"
"1171","2017_5410","T"
"1172","2017_7338","G"
"1173","2017_4449","G"
"1174","2017_8711","C"
"1175","2017_9276","G"
"1176","2017_7784","G"
"1177","2017_4974","G"
"1178","2017_10792","T"
"1179","2017_8834","G"
"1180","2017_5390","G"
"1181","2017_9677","T"
"1182","2017_7856","T"
"1183","2017_9454","T"
"1184","2017_11826","G"
"1185","2017_6244","T"
"1186","2017_11813","G"
"1187","2017_4340","T"
"1188","2017_5529","T"
"1189","2017_7898","G"
"1190","2017_10802","T"
"1191","2017_3741","G"
"1192","2017_2973","TE"
"1193","2017_9234","T"
"1194","2017_10762","G"
"1195","2017_10019","G"
"1196","2017_7923","G"
"1197","2017_3735","G"
"1198","2017_8638","QB"
"1199","2017_4623","T"
"1200","2017_8775","T"
"1201","2017_6195","TE"
"1202","2017_4929","T"
"1203","2017_5616","G"
"1204","2017_1384","TE"
"1205","2017_9659","T"
"1206","2017_5728","G"
"1207","2017_5595","TE"
"1208","2017_8654","T"
"1209","2017_5567","TE"
"1210","2017_10731","T"
"1211","2017_10744","TE"
"1212","2017_698","QB"
"1213","2017_8288","WR"
"1214","2017_6290","T"
"1215","2017_5839","G"
"1216","2017_7323","QB"
"1217","2017_10650","T"
"1218","2017_8968","T"
"1219","2017_3619","T"
"1220","2017_9604","TE"
"1221","2017_4317","QB"
"1222","2017_802","QB"
"1223","2017_11954","C"
"1224","2017_5702","T"
"1225","2017_7823","T"
"1226","2017_7801","G"
"1227","2017_7792","G"
"1228","2017_9593","TE"
"1229","2017_7800","T"
"1230","2017_10715","TE"
"1231","2017_8655","WR"
"1232","2017_8520","TE"
"1233","2017_9518","TE"
"1234","2017_9545","G"
"1235","2017_5117","G"
"1236","2017_2148","T"
"1237","2017_7816","TE"
"1238","2017_10778","G"
"1239","2017_7048","WR"
"1240","2017_10769","QB"
"1241","2017_5546","TE"
"1242","2017_3675","C"
"1243","2017_6215","T"
"1244","2017_8200","TE"
"1245","2017_11855","TE"
"1246","2017_8730","T"
"1247","2017_9435","QB"
"1248","2017_8814","G"
"1249","2017_4332","QB"
"1250","2017_1732","QB"
"1251","2017_2951","TE"
"1252","2017_8713","C"
"1253","2017_5570","G"
"1254","2017_8637","T"
"1255","2017_10652","C"
"1256","2017_8921","T"
"1257","2017_10635","QB"
"1258","2017_7808","WR"
"1259","2017_6356","TE"
"1260","2017_7888","TE"
"1261","2017_9257","G"
"1262","2017_9482","C"
"1263","2017_8460","T"
"1264","2017_2998","TE"
"1265","2017_1725","QB"
"1266","2017_10725","QB"
"1267","2017_8549","TE"
"1268","2017_1724","WR"
"1269","2017_5655","TE"
"1270","2017_6332","QB"
"1271","2017_3778","TE"
"1272","2017_9305","G"
"1273","2017_6153","QB"
"1274","2017_1722","QB"
"1275","2017_11774","TE"
"1276","2017_7915","TE"
"1277","2017_9486","T"
"1278","2017_10782","T"
"1279","2017_9453","WR"
"1280","2017_7102","QB"
"1281","2017_9627","TE"
"1282","2017_9662","TE"
"1283","2017_4924","QB"
"1284","2017_8674","WR"
"1285","2017_10681","WR"
"1286","2017_7844","TE"
"1287","2017_7181","G"
"1288","2017_7092","WR"
"1289","2017_7274","TE"
"1290","2017_2218","QB"
"1291","2017_10822","TE"
"1292","2017_7066","TE"
"1293","2017_6187","QB"
"1294","2017_8671","QB"
"1295","2017_7158","WR"
"1296","2017_5718","WR"
"1297","2017_11792","WR"
"1298","2017_9315","G"
"1299","2017_7128","TE"
"1300","2017_11912","T"
"1301","2017_9579","WR"
"1302","2017_9673","T"
"1303","2017_5611","WR"
"1304","2017_5549","WR"
"1305","2017_10716","G"
"1306","2017_7791","G"
"1307","2017_7084","WR"
"1308","2017_6210","WR"
"1309","2017_6391","C"
"1310","2017_1085","QB"
"1311","2017_9474","WR"
"1312","2017_7428","WR"
"1313","2017_8639","WR"
"1314","2017_8694","G"
"1315","2017_10636","QB"
"1316","2017_7857","WR"
"1317","2017_9786","TE"
"1318","2017_6281","TE"
"1319","2017_5547","WR"
"1320","2017_6158","WR"
"1321","2017_6156","WR"
"1322","2017_11824","WR"
"1323","2017_7077","QB"
"1324","2017_5602","WR"
"1325","2017_3120","TE"
"1326","2017_10713","G"
"1327","2017_7636","T"
"1328","2017_7076","T"
"1329","2017_8698","WR"
"1330","2017_10154","WR"
"1331","2017_10669","TE"
"1332","2017_7693","G"
"1333","2017_5012","TE"
"1334","2017_51593","WR"
"1335","2017_6142","FB"
"1336","2017_9688","T"
"1337","2017_11757","QB"
"1338","2017_7926","WR"
"1339","2017_7211","WR"
"1340","2017_11254","WR"
"1341","2017_9086","WR"
"1342","2017_10656","WR"
"1343","2017_7822","WR"
"1344","2017_10682","T"
"1345","2017_7045","T"
"1346","2017_9452","G"
"1347","2017_2956","QB"
"1348","2017_1753","TE"
"1349","2017_6326","TE"
"1350","2017_7997","FB"
"1351","2017_8687","TE"
"1352","2017_4350","WR"
"1353","2017_12240","T"
"1354","2017_8524","TE"
"1355","2017_7513","WR"
"1356","2017_11817","WR"
"1357","2017_6311","TE"
"1358","2017_9504","C"
"1359","2017_6615","WR"
"1360","2017_7859","WR"
"1361","2017_9514","G"
"1362","2017_10868","T"
"1363","2017_9524","T"
"1364","2017_8673","TE"
"1365","2017_8642","WR"
"1366","2017_9434","QB"
"1367","2017_8128","WR"
"1368","2017_11807","QB"
"1369","2017_6468","WR"
"1370","2017_11778","TE"
"1371","2017_8772","G"
"1372","2017_7044","G"
"1373","2017_6848","G"
"1374","2017_10799","WR"
"1375","2017_8678","C"
"1376","2017_8688","WR"
"1377","2017_11885","T"
"1378","2017_10211","TE"
"1379","2017_9683","QB"
"1380","2017_8931","WR"
"1381","2017_5007","WR"
"1382","2017_8663","WR"
"1383","2017_8034","G"
"1384","2017_6199","TE"
"1385","2017_7912","FB"
"1386","2017_9079","WR"
"1387","2017_9437","WR"
"1388","2017_9631","TE"
"1389","2017_9875","C"
"1390","2017_7146","T"
"1391","2017_5548","T"
"1392","2017_9488","TE"
"1393","2017_10834","T"
"1394","2017_11246","WR"
"1395","2017_11435","G"
"1396","2017_7940","TE"
"1397","2017_7095","G"
"1398","2017_9492","T"
"1399","2017_7855","WR"
"1400","2017_5619","TE"
"1401","2017_8741","WR"
"1402","2017_8680","WR"
"1403","2017_6216","WR"
"1404","2017_9580","QB"
"1405","2017_10760","WR"
"1406","2017_7073","G"
"1407","2017_6671","WR"
"1408","2017_10674","WR"
"1409","2017_6997","FB"
"1410","2017_11901","TE"
"1411","2017_7982","TE"
"1412","2017_9830","G"
"1413","2017_7876","TE"
"1414","2017_8725","WR"
"1415","2017_5585","WR"
"1416","2017_8777","WR"
"1417","2017_9457","T"
"1418","2017_5641","C"
"1419","2017_3011","T"
"1420","2017_7175","TE"
"1421","2017_3647","TE"
"1422","2017_5606","WR"
"1423","2017_9447","WR"
"1424","2017_9567","G"
"1425","2017_10655","WR"
"1426","2017_8753","WR"
"1427","2017_11914","G"
"1428","2017_9538","WR"
"1429","2017_6307","TE"
"1430","2017_10882","C"
"1431","2017_3625","WR"
"1432","2017_9540","WR"
"1433","2017_8914","WR"
"1434","2017_8943","WR"
"1435","2017_11784","TE"
"1436","2017_9670","T"
"1437","2017_11865","WR"
"1438","2017_11760","WR"
"1439","2017_4942","WR"
"1440","2017_12120","C"
"1441","2017_7377","FB"
"1442","2017_8254","WR"
"1443","2017_12300","G"
"1444","2017_12280","C"
"1445","2017_10657","WR"
"1446","2017_4933","WR"
"1447","2017_9525","TE"
"1448","2017_11882","TE"
"1449","2017_8677","WR"
"1450","2017_10728","TE"
"1451","2017_10785","G"
"1452","2017_9002","WR"
"1453","2017_11767","QB"
"1454","2017_10772","TE"
"1455","2017_4717","WR"
"1456","2017_7515","TE"
"1457","2017_7324","TE"
"1458","2017_11839","WR"
"1459","2017_9462","WR"
"1460","2017_11763","HB"
"1461","2017_10748","WR"
"1462","2017_6597","WR"
"1463","2017_11800","TE"
"1464","2017_7089","QB"
"1465","2017_9502","WR"
"1466","2017_11347","FB"
"1467","2017_10024","G"
"1468","2017_6256","TE"
"1469","2017_7836","TE"
"1470","2017_9207","TE"
"1471","2017_9459","WR"
"1472","2017_1609","TE"
"1473","2017_10918","WR"
"1474","2017_10806","WR"
"1475","2017_6330","WR"
"1476","2017_10017","T"
"1477","2017_7330","WR"
"1478","2017_10719","WR"
"1479","2017_11851","WR"
"1480","2017_7472","WR"
"1481","2017_4375","TE"
"1482","2017_10855","C"
"1483","2017_7100","WR"
"1484","2017_8770","QB"
"1485","2017_8726","WR"
"1486","2017_7406","TE"
"1487","2017_9606","TE"
"1488","2017_12302","G"
"1489","2017_7889","G"
"1490","2017_9592","WR"
"1491","2017_8692","HB"
"1492","2017_8999","WR"
"1493","2017_10269","FB"
"1494","2017_8268","G"
"1495","2017_11933","G"
"1496","2017_10075","WR"
"1497","2017_6223","HB"
"1498","2017_7026","WR"
"1499","2017_8697","QB"
"1500","2017_9679","TE"
"1501","2017_7097","HB"
"1502","2017_9543","T"
"1503","2017_7059","QB"
"1504","2017_4363","WR"
"1505","2017_8733","TE"
"1506","2017_10649","WR"
"1507","2017_4519","WR"
"1508","2017_8420","FB"
"1509","2017_8691","WR"
"1510","2017_11945","T"
"1511","2017_11873","WR"
"1512","2017_6489","WR"
"1513","2017_1317","QB"
"1514","2017_9590","TE"
"1515","2017_9185","TE"
"1516","2017_5277","QB"
"1517","2017_9601","FB"
"1518","2017_6944","WR"
"1519","2017_10810","FB"
"1520","2017_7943","WR"
"1521","2017_5104","TE"
"1522","2017_3659","QB"
"1523","2017_7810","WR"
"1524","2017_48862","FB"
"1525","2017_10741","WR"
"1526","2017_7703","G"
"1527","2017_9561","G"
"1528","2017_11884","T"
"1529","2017_9510","HB"
"1530","2017_12122","TE"
"1531","2017_9448","HB"
"1532","2017_24606","TE"
"1533","2017_11411","TE"
"1534","2017_8645","TE"
"1535","2017_9917","T"
"1536","2017_9639","FB"
"1537","2017_10751","WR"
"1538","2017_11872","WR"
"1539","2017_9443","HB"
"1540","2017_11160","TE"
"1541","2017_5048","WR"
"1542","2017_8824","WR"
"1543","2017_6162","QB"
"1544","2017_9509","WR"
"1545","2017_11993","WR"
"1546","2017_4953","WR"
"1547","2017_11834","WR"
"1548","2017_5861","TE"
"1549","2017_5795","TE"
"1550","2017_9092","TE"
"1551","2017_11859","QB"
"1552","2017_11932","WR"
"1553","2017_10832","FB"
"1554","2017_8700","TE"
"1555","2017_10679","HB"
"1556","2017_2241","QB"
"1557","2017_6288","FB"
"1558","2017_8101","HB"
"1559","2017_9878","WR"
"1560","2017_11265","FB"
"1561","2017_4379","G"
"1562","2017_7818","HB"
"1563","2017_8704","HB"
"1564","2017_4327","HB"
"1565","2017_11113","G"
"1566","2017_9678","WR"
"1567","2017_10831","FB"
"1568","2017_8845","FB"
"1569","2017_9617","WR"
"1570","2017_7854","QB"
"1571","2017_9302","FB"
"1572","2017_7991","WR"
"1573","2017_3702","G"
"1574","2017_9132","C"
"1575","2017_9295","HB"
"1576","2017_11896","WR"
"1577","2017_2467","QB"
"1578","2017_10818","TE"
"1579","2017_11909","TE"
"1580","2017_12170","WR"
"1581","2017_8286","TE"
"1582","2017_6180","HB"
"1583","2017_7118","WR"
"1584","2017_7516","WR"
"1585","2017_7117","G"
"1586","2017_11799","TE"
"1587","2017_11861","WR"
"1588","2017_9550","TE"
"1589","2017_11288","WR"
"1590","2017_7980","HB"
"1591","2017_11354","WR"
"1592","2017_8839","G"
"1593","2017_11998","C"
"1594","2017_7789","WR"
"1595","2017_47997","WR"
"1596","2017_11762","WR"
"1597","2017_10689","WR"
"1598","2017_7866","TE"
"1599","2017_10795","G"
"1600","2017_2282","HB"
"1601","2017_6305","WR"
"1602","2017_4976","HB"
"1603","2017_9635","TE"
"1604","2017_11883","WR"
"1605","2017_3155","T"
"1606","2017_10784","HB"
"1607","2017_9793","WR"
"1608","2017_8211","T"
"1609","2017_9107","TE"
"1610","2017_11074","WR"
"1611","2017_9558","HB"
"1612","2017_9536","QB"
"1613","2017_9964","WR"
"1614","2017_8738","HB"
"1615","2017_7829","HB"
"1616","2017_11795","WR"
"1617","2017_9541","FB"
"1618","2017_7618","WR"
"1619","2017_11094","C"
"1620","2017_11955","T"
"1621","2017_11889","HB"
"1622","2017_8731","HB"
"1623","2017_6304","QB"
"1624","2017_8755","TE"
"1625","2017_9289","G"
"1626","2017_11346","T"
"1627","2017_3064","WR"
"1628","2017_12270","WR"
"1629","2017_8679","T"
"1630","2017_8852","WR"
"1631","2017_11841","HB"
"1632","2017_11759","HB"
"1633","2017_5542","G"
"1634","2017_8960","G"
"1635","2017_11819","G"
"1636","2017_7019","WR"
"1637","2017_7962","HB"
"1638","2017_7038","TE"
"1639","2017_10931","FB"
"1640","2017_11117","G"
"1641","2017_8759","WR"
"1642","2017_5863","HB"
"1643","2017_10739","G"
"1644","2017_9221","G"
"1645","2017_11024","C"
"1646","2017_9506","HB"
"1647","2017_9025","T"
"1648","2017_10707","HB"
"1649","2017_9501","TE"
"1650","2017_11141","WR"
"1651","2017_6301","HB"
"1652","2017_12020","TE"
"1653","2017_10144","TE"
"1654","2017_7860","WR"
"1655","2017_12253","HB"
"1656","2017_5564","WR"
"1657","2017_11107","WR"
"1658","2017_8090","G"
"1659","2017_10638","HB"
"1660","2017_8765","HB"
"1661","2017_9582","HB"
"1662","2017_11827","WR"
"1663","2017_10915","G"
"1664","2017_6007","HB"
"1665","2017_8647","WR"
"1666","2017_10944","T"
"1667","2017_6201","T"
"1668","2017_4018","QB"
"1669","2017_10805","HB"
"1670","2017_4930","WR"
"1671","2017_11874","HB"
"1672","2017_5006","WR"
"1673","2017_12051","TE"
"1674","2017_4358","HB"
"1675","2017_10070","TE"
"1676","2017_3628","HB"
"1677","2017_9522","QB"
"1678","2017_9469","HB"
"1679","2017_7936","HB"
"1680","2017_12266","G"
"1681","2017_8871","T"
"1682","2017_8811","WR"
"1683","2017_10757","T"
"1684","2017_10927","HB"
"1685","2017_11286","FB"
"1686","2017_10195","WR"
"1687","2017_8702","G"
"1688","2017_6278","HB"
"1689","2017_11948","FB"
"1690","2017_7035","HB"
"1691","2017_10018","TE"
"1692","2017_11898","HB"
"1693","2017_9527","HB"
"1694","2017_11278","WR"
"1695","2017_11803","HB"
"1696","2017_10720","WR"
"1697","2017_7802","TE"
"1698","2017_11869","HB"
"1699","2017_9993","HB"
"1700","2017_11078","WR"
"1701","2017_11440","WR"
"1702","2017_9653","TE"
"1703","2017_11231","WR"
"1704","2017_4740","HB"
"1705","2017_8283","HB"
"1706","2017_9996","HB"
"1707","2017_4983","T"
"1708","2017_11943","HB"
"1709","2017_11822","HB"
"1710","2017_11937","HB"
"1711","2017_8866","T"
"1712","2017_11927","WR"
"1713","2017_47149","TE"
"1714","2017_5526","QB"
"1715","2017_11926","QB"
"1716","2017_12049","G"
"1717","2017_10840","WR"
"1718","2017_12238","TE"
"1719","2017_10660","QB"
"1720","2017_11300","HB"
"1721","2017_9137","T"
"1722","2017_10820","WR"
"1723","2017_9487","HB"
"1724","2017_11429","WR"
"1725","2017_11894","WR"
"1726","2017_10320","TE"
"1727","2017_12271","HB"
"1728","2017_6208","HB"
"1729","2017_7116","TE"
"1730","2017_7351","WR"
"1731","2017_6226","QB"
"1732","2017_9292","WR"
"1733","2017_3623","HB"
"1734","2017_8013","HB"
"1735","2017_7572","FB"
"1736","2017_9840","TE"
"1737","2017_10770","HB"
"1738","2017_10796","QB"
"1739","2017_9047","HB"
"1740","2017_11895","HB"
"1741","2017_11888","WR"
"1742","2017_12247","TE"
"1743","2017_12330","WR"
"1744","2017_10777","HB"
"1745","2017_9761","HB"
"1746","2017_11796","HB"
"1747","2017_6297","HB"
"1748","2017_8557","TE"
"1749","2017_7897","QB"
"1750","2017_11035","WR"
"1751","2017_10787","HB"
"1752","2017_11371","WR"
"1753","2017_9205","HB"
"1754","2017_9520","WR"
"1755","2017_7957","G"
"1756","2017_9173","HB"
"1757","2017_8189","G"
"1758","2017_7968","HB"
"1759","2017_7106","HB"
"1760","2017_11214","HB"
"1761","2017_4914","HB"
"1762","2017_11892","T"
"1763","2017_11439","TE"
"1764","2017_9697","WR"
"1765","2017_7797","QB"
"1766","2017_2447","QB"
"1767","2017_6820","WR"
"1768","2017_10797","WR"
"1769","2017_12004","HB"
"1770","2017_7978","WR"
"1771","2017_10977","TE"
"1772","2017_11853","WR"
"1773","2017_9902","HB"
"1774","2017_4387","HB"
"1775","2017_2994","QB"
"1776","2017_9700","WR"
"1777","2017_9559","HB"
"1778","2017_6274","T"
"1779","2017_7037","WR"
"1780","2017_12107","WR"
"1781","2017_8870","WR"
"1782","2017_7971","HB"
"1783","2017_7820","QB"
"1784","2017_11251","WR"
"1785","2017_10833","WR"
"1786","2017_9552","G"
"1787","2017_11929","TE"
"1788","2017_11090","HB"
"1789","2017_9440","WR"
"1790","2017_12223","G"
"1791","2017_7842","HB"
"1792","2017_8818","QB"
"1793","2017_12164","HB"
"1794","2017_10753","WR"
"1795","2017_10783","HB"
"1796","2017_7165","HB"
"1797","2017_7457","HB"
"1798","2017_11395","HB"
"1799","2017_5722","WR"
"1800","2017_7946","HB"
"1801","2017_10960","TE"
"1802","2017_11047","HB"
"1803","2017_11765","QB"
"1804","2017_7469","HB"
"1805","2017_9827","HB"
"1806","2017_8906","HB"
"1807","2017_11860","HB"
"1808","2017_8816","HB"
"1809","2017_9184","HB"
"1810","2017_9503","WR"
"1811","2017_8547","HB"
"1812","2017_6749","QB"
"1813","2017_4371","QB"
"1814","2017_10875","WR"
"1815","2017_10727","QB"
"1816","2017_9244","HB"
"1817","2017_12269","WR"
"1818","2017_7815","WR"
"1819","2017_11844","HB"
"1820","2017_11349","WR"
"1821","2017_12251","WR"
"1822","2017_9032","T"
"1823","2017_9556","TE"
"1824","2017_9607","HB"
"1825","2017_4467","WR"
"1826","2017_4338","HB"
"1827","2017_9286","HB"
"1828","2017_4398","WR"
"1829","2017_9778","HB"
"1830","2017_6515","LB"
"1831","2017_7332","HB"
"1832","2017_4097","WR"
"1833","2017_7828","TE"
"1834","2017_2347","HB"
"1835","2017_5612","WR"
"1836","2017_12185","HB"
"1837","2017_10821","QB"
"1838","2017_9228","WR"
"1839","2017_11357","WR"
"1840","2017_12085","WR"
"1841","2017_7963","HB"
"1842","2017_9619","WR"
"1843","2017_8799","QB"
"1844","2017_12324","QB"
"1845","2017_7746","C"
"1846","2017_10174","C"
"1847","2017_12067","WR"
"1848","2017_12307","T"
"1849","2017_11028","WR"
"1850","2017_7481","WR"
"1851","2017_8690","HB"
"1852","2017_12014","WR"
"1853","2017_12006","HB"
"1854","2017_10724","HB"
"1855","2017_2269","T"
"1856","2017_8005","WR"
"1857","2017_11121","WR"
"1858","2017_46317","G"
"1859","2017_11974","WR"
"1860","2017_9655","T"
"1861","2017_12037","TE"
"1862","2017_9897","WR"
"1863","2017_7017","DI"
"1864","2017_12739","WR"
"1865","2017_9980","TE"
"1866","2017_9022","DI"
"1867","2017_10870","HB"
"1868","2017_9035","HB"
"1869","2017_11995","FB"
"1870","2017_7796","S"
"1871","2017_2686","FB"
"1872","2017_11921","WR"
"1873","2017_11359","TE"
"1874","2017_9839","HB"
"1875","2017_5132","TE"
"1876","2017_8729","HB"
"1877","2017_11804","ED"
"1878","2017_9576","TE"
"1879","2017_11981","WR"
"1880","2017_11020","TE"
"1881","2017_9896","QB"
"1882","2017_46807","T"
"1883","2017_11764","WR"
"1884","2017_7511","HB"
"1885","2017_11920","CB"
"1886","2017_2430","QB"
"1887","2017_26758","HB"
"1888","2017_12206","TE"
"1889","2017_9930","WR"
"1890","2017_10907","HB"
"1891","2017_8825","WR"
"1892","2017_11266","TE"
"1893","2017_12215","WR"
"1894","2017_6225","HB"
"1895","2017_7305","QB"
"1896","2017_8748","HB"
"1897","2017_8667","QB"
"1898","2017_9519","HB"
"1899","2017_12202","HB"
"1900","2017_11015","WR"
"1901","2017_5609","QB"
"1902","2017_9046","G"
"1903","2017_12183","ED"
"1904","2017_9657","LB"
"1905","2017_12320","TE"
"1906","2017_12285","T"
"1907","2017_11190","LB"
"1908","2017_38329","HB"
"1909","2017_7955","T"
"1910","2017_11880","ED"
"1911","2017_12276","TE"
"1912","2017_10825","QB"
"1913","2017_5552","S"
"1914","2017_11123","WR"
"1915","2017_25432","TE"
"1916","2017_6586","LS"
"1917","2017_4961","LB"
"1918","2017_51589","LB"
"1919","2017_11335","TE"
"1920","2017_11823","ED"
"1921","2017_11076","HB"
"1922","2017_11847","S"
"1923","2017_11100","LB"
"1924","2017_2130","LS"
"1925","2017_6817","LB"
"1926","2017_2539","LS"
"1927","2017_11130","WR"
"1928","2017_12137","WR"
"1929","2017_6979","LS"
"1930","2017_6013","S"
"1931","2017_11968","LS"
"1932","2017_9458","LB"
"1933","2017_11247","TE"
"1934","2017_23652","TE"
"1935","2017_51674","LB"
"1936","2017_2687","LS"
"1937","2017_9528","HB"
"1938","2017_6020","LS"
"1939","2017_10346","S"
"1940","2017_8696","WR"
"1941","2017_8159","ED"
"1942","2017_3068","DI"
"1943","2017_11408","FB"
"1944","2017_12267","TE"
"1945","2017_5214","QB"
"1946","2017_11903","LB"
"1947","2017_46238","T"
"1948","2017_6499","C"
"1949","2017_7298","LB"
"1950","2017_3650","LB"
"1951","2017_7245","T"
"1952","2017_4712","LS"
"1953","2017_7235","S"
"1954","2017_10676","LB"
"1955","2017_11802","ED"
"1956","2017_7113","LB"
"1957","2017_7192","P"
"1958","2017_6328","WR"
"1959","2017_8440","QB"
"1960","2017_9560","LB"
"1961","2017_9602","LB"
"1962","2017_8396","S"
"1963","2017_10902","S"
"1964","2017_9603","CB"
"1965","2017_9599","LS"
"1966","2017_9597","CB"
"1967","2017_9645","ED"
"1968","2017_9663","HB"
"1969","2017_9575","S"
"1970","2017_9783","HB"
"1971","2017_9574","LB"
"1972","2017_9815","LB"
"1973","2017_9824","LB"
"1974","2017_7748","LS"
"1975","2017_7633","TE"
"1976","2017_9884","TE"
"1977","2017_9895","S"
"1978","2017_7974","LB"
"1979","2017_9940","S"
"1980","2017_7573","P"
"1981","2017_9952","S"
"1982","2017_9998","LB"
"1983","2017_7561","LB"
"1984","2017_9562","LB"
"1985","2017_10065","LB"
"1986","2017_10115","HB"
"1987","2017_10124","T"
"1988","2017_10130","LB"
"1989","2017_10133","K"
"1990","2017_10140","LB"
"1991","2017_7418","LS"
"1992","2017_10236","P"
"1993","2017_7374","CB"
"1994","2017_7372","LB"
"1995","2017_7292","LB"
"1996","2017_7279","S"
"1997","2017_10654","LB"
"1998","2017_7079","LB"
"1999","2017_8016","ED"
"2000","2017_10692","S"
"2001","2017_10700","C"
"2002","2017_8026","S"
"2003","2017_10722","ED"
"2004","2017_6386","LB"
"2005","2017_10740","S"
"2006","2017_6342","S"
"2007","2017_10745","S"
"2008","2017_6314","ED"
"2009","2017_8077","LB"
"2010","2017_10765","LB"
"2011","2017_6277","HB"
"2012","2017_8102","S"
"2013","2017_6255","ED"
"2014","2017_8141","LB"
"2015","2017_6192","LB"
"2016","2017_8242","P"
"2017","2017_6112","ED"
"2018","2017_8256","P"
"2019","2017_5945","ED"
"2020","2017_10846","S"
"2021","2017_8358","P"
"2022","2017_10861","ED"
"2023","2017_10862","P"
"2024","2017_10880","LB"
"2025","2017_8959","LS"
"2026","2017_10949","LS"
"2027","2017_5605","DI"
"2028","2017_11011","LB"
"2029","2017_8450","S"
"2030","2017_8458","S"
"2031","2017_8471","S"
"2032","2017_8476","LS"
"2033","2017_9460","S"
"2034","2017_11137","S"
"2035","2017_8580","LS"
"2036","2017_11181","LB"
"2037","2017_11211","WR"
"2038","2017_11217","CB"
"2039","2017_5534","HB"
"2040","2017_11285","ED"
"2041","2017_11343","S"
"2042","2017_11351","ED"
"2043","2017_5512","LS"
"2044","2017_5422","LB"
"2045","2017_11414","LS"
"2046","2017_5101","S"
"2047","2017_5088","P"
"2048","2017_11773","CB"
"2049","2017_8751","S"
"2050","2017_11785","ED"
"2051","2017_8754","LB"
"2052","2017_4583","LB"
"2053","2017_4580","P"
"2054","2017_8767","LB"
"2055","2017_9272","LB"
"2056","2017_11830","LB"
"2057","2017_11836","CB"
"2058","2017_9243","CB"
"2059","2017_4222","LS"
"2060","2017_8806","LB"
"2061","2017_11863","ED"
"2062","2017_3732","LS"
"2063","2017_11875","LB"
"2064","2017_11879","LB"
"2065","2017_9174","LS"
"2066","2017_3471","K"
"2067","2017_3423","DI"
"2068","2017_11923","LB"
"2069","2017_8846","LB"
"2070","2017_11941","S"
"2071","2017_11966","T"
"2072","2017_11976","S"
"2073","2017_11985","LB"
"2074","2017_11990","CB"
"2075","2017_2561","LS"
"2076","2017_11994","HB"
"2077","2017_12119","P"
"2078","2017_12124","LS"
"2079","2017_9020","LB"
"2080","2017_12236","LB"
"2081","2017_9019","LB"
"2082","2017_8867","LB"
"2083","2017_2316","P"
"2084","2017_8868","ED"
"2085","2017_38587","LB"
"2086","2017_50835","LB"
"2087","2018_10712","G"
"2088","2018_9948","C"
"2089","2018_9677","T"
"2090","2018_9490","T"
"2091","2018_10882","G"
"2092","2018_5558","G"
"2093","2018_4501","C"
"2094","2018_12954","G"
"2095","2018_11102","C"
"2096","2018_3000","T"
"2097","2018_3702","G"
"2098","2018_7117","C"
"2099","2018_9719","T"
"2100","2018_9564","G"
"2101","2018_7041","T"
"2102","2018_7783","T"
"2103","2018_7078","G"
"2104","2018_10684","C"
"2105","2018_6343","C"
"2106","2018_4972","C"
"2107","2018_10640","T"
"2108","2018_10690","C"
"2109","2018_11787","T"
"2110","2018_7112","T"
"2111","2018_11826","G"
"2112","2018_8880","T"
"2113","2018_4340","T"
"2114","2018_7846","G"
"2115","2018_9494","G"
"2116","2018_9467","T"
"2117","2018_7985","C"
