player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Darius Slay,7817,CB,PHI,15,2,0,77.3,0,0,24,63.1,62.9,64.4,75.5,57.6,60.6,0,1,1,52,10.6,7,4,5,115.6,58,0,55,787,517,885,0,0,0,0,0,0,885,1,367,43,19,57,75,1,3,743,221,12.8
Manti Te'o,7819,LB,CHI,1,3,0,75,0,0,6,51.9,68.1,75.1,60,79.6,40.1,0,0,0,12,18.2,2,0,0,94.8,3,0,49,0,28,54,0,0,0,0,0,0,54,1,25,5,5,6,4,0,0,29,15,9.7
Kawann Short,7825,DI,CAR,3,1,0,,0,0,5,60.1,45.4,37.7,50.6,50.7,71.9,1,1,0,,0,0,0,1,0,0,0,0,0,1,123,123,11,90,11,11,0,0,73,49,0,2,3,0,2,0,0,0,
Kevin Minter,7826,LB,TB,13,2,1,69.2,0,0,30,54.7,48.8,0,75.4,40.8,40.4,0,4,0,17,25,6,1,1,105.6,9,0,145,0,91,159,3,0,0,3,0,1,156,20,48,9,10,16,13,4,1,63,54,7
Johnathan Hankins,7830,DI,LV,16,12,0,,0,0,23,48.1,61.6,18.9,62.5,68.8,29.1,3,10,0,,16.7,10,0,7,0,0,1,1,0,3,665,664,238,419,1,6,0,1,342,320,0,33,38,0,14,0,0,0,
Jon Bostic,7831,LB,WAS,17,39,0,75.7,1,0,32,56.8,53.7,42.4,75.3,47.5,78.4,3,8,1,26,8.1,11,2,2,100.3,53,3,951,14,553,1039,15,0,0,15,0,0,1024,65,421,59,39,86,70,14,2,530,292,10
Jamie Collins Sr.,7833,LB,DET,14,28,1,74.5,0,3,11,59.3,64.2,59,72.5,64.2,61.2,2,8,1,33,12.5,14,3,1,106.9,35,1,727,13,393,829,56,0,0,56,0,0,773,77,359,33,27,70,47,11,2,422,243,12.1
Margus Hunt,7834,DI,CIN,13,4,4,,0,0,7,62.7,55.6,69.8,56.6,53.4,53.4,3,5,0,,20,2,0,1,0,0,1,0,0,0,387,385,15,194,89,87,0,2,222,165,1,3,4,0,9,0,0,0,
Jamar Taylor,7835,CB,SF,7,1,0,70,0,0,28,52.9,60.7,80.4,62.5,84.3,76.4,1,1,2,70,4.8,1,1,0,59.4,14,1,17,1,130,203,3,0,0,3,0,0,200,15,58,181,10,19,20,3,0,185,101,13.2
D.J. Swearinger Sr.,7838,S,NO,9,2,0,71.4,0,0,20,60.8,60.6,0,56,70.9,71.7,0,0,0,29,7.7,1,1,1,106.3,5,0,15,1,105,124,4,0,0,4,0,84,120,2,17,20,5,10,7,0,0,75,10,15
Travis Kelce,7844,TE,KC,1,0,0,,0,0,16,60,60,62.9,,,,0,0,0,,,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,KC,18,8,0,65.2,0,0,16,63.1,67,52.3,66.8,75.9,73,3,8,7,59,9.2,8,2,6,71.3,45,0,399,25,705,1185,60,0,0,60,0,287,1125,43,437,414,19,71,69,11,4,581,257,12.9
Blidi Wreh-Wilson,7851,CB,ATL,13,2,0,70.6,1,0,2,63.2,62.3,83.3,48.7,58.8,50.7,0,0,3,28,15.4,2,1,1,88.7,12,0,27,52,169,245,1,0,0,1,0,3,244,5,71,159,6,9,17,0,2,115,54,9.6
Damontre Moore,7862,ED,SEA,9,3,0,,1,1,29,78,62.3,4.4,64.4,56.1,75,6,7,0,,0,0,0,3,0,0,1,0,0,7,184,184,1,29,128,26,0,0,154,23,0,4,3,0,14,0,0,0,
John Jenkins,7863,DI,CHI,12,7,1,,0,0,6,72.5,74.6,83.9,64.8,71,66.9,1,4,0,,3.8,1,0,0,0,0,0,0,0,2,252,252,189,58,0,5,0,0,118,132,0,16,18,0,5,0,0,0,
Logan Ryan,7864,S,NYG,16,14,0,74,0,3,21,60.8,64.1,87.8,64.6,67.5,65.5,3,5,1,32,13.6,14,8,1,105.8,37,1,246,31,631,1051,41,0,0,41,0,512,1010,26,394,221,17,75,50,9,3,364,164,9.8
Shawn Williams,7865,S,CIN,11,1,0,100,0,0,7,59.5,60.5,82.1,52.9,68.9,66.5,0,0,0,26,10,1,1,0,118.8,6,0,37,4,58,87,10,0,0,10,0,20,77,14,15,15,1,8,6,0,0,89,35,14.8
Duron Harmon,7872,S,DET,16,10,0,64,0,0,11,64.4,65.3,66.4,69.2,65.5,56.7,1,2,2,75,11.7,9,2,1,92.4,16,0,142,5,624,1102,3,0,0,3,0,929,1099,10,468,23,3,58,25,3,2,262,136,16.4
Brandon Williams,7875,DI,BLT,15,12,2,,1,0,3,60,70.3,70.7,61.1,71.4,58.9,1,6,0,,7.1,3,0,1,0,0,0,1,0,0,417,416,207,208,1,0,0,1,227,190,0,22,27,0,7,0,0,0,
Akeem Spence,7882,DI,NE,6,4,0,,0,0,19,60,50.1,27.5,61.4,49.4,73.7,0,2,0,,0,0,0,1,0,0,0,0,0,0,103,103,17,70,1,15,0,0,56,47,0,2,5,0,2,0,0,0,
Alex Okafor,7885,ED,KC,14,6,0,66.7,1,1,16,41.7,53.7,56.4,55.5,61.6,49.3,6,14,0,29,13.6,3,0,2,106.3,2,4,5,0,20,388,382,0,0,363,19,0,6,261,107,1,10,13,3,24,0,35,7,17.5
William Gholston,7908,DI,TB,20,8,2,100,1,0,30,49.2,61.6,67.6,78,45.8,29.2,21,32,0,7,15.2,7,0,2,95.8,1,3,0,0,9,738,738,43,390,64,241,0,0,460,269,0,20,31,1,56,0,7,0,7
John Simon,7911,ED,NE,16,15,3,100,0,0,19,53.5,48.3,77.6,49.2,49.2,40.4,1,9,0,13,16.4,10,0,1,91,12,2,11,13,104,702,645,0,0,645,0,0,57,240,358,32,21,36,12,12,0,70,72,5.8
Steven Means,7929,ED,ATL,16,14,0,100,0,1,2,70.8,57.3,56.7,62.2,48.4,30.3,3,19,0,11,16.7,7,0,3,89.6,2,2,9,0,22,646,634,31,87,416,100,0,12,388,236,0,13,21,2,24,0,11,15,5.5
A.J. Klein,7930,LB,BUF,19,13,0,71.2,0,2,4,56.8,46.4,58.7,80.6,29.7,32.2,3,10,0,50,19.8,18,2,2,94.9,37,6,577,3,307,692,57,0,0,57,0,7,635,85,300,48,35,60,52,19,1,338,333,9.1
Micah Hyde,7941,S,BUF,18,18,2,55.6,0,0,4,69.2,70.3,51.1,60.6,75.2,72.8,0,2,1,23,10.8,11,4,3,67.4,15,0,284,6,710,1155,22,0,0,22,0,680,1133,20,425,163,16,73,27,2,1,143,46,9.5
Stacy McGee,7987,DI,ARZ,2,0,0,,0,0,1,,57,77.5,53.4,58.9,,0,0,0,,,0,0,0,0,0,0,0,0,0,38,38,8,30,0,0,0,0,15,23,0,0,0,0,0,0,0,0,
Vince Williams,7988,LB,PIT,15,12,0,68.8,0,0,25,41.9,50.3,57.2,82.7,54.3,39.8,1,10,0,73,18.3,15,0,1,123.1,33,3,601,3,350,707,30,0,0,30,0,0,677,62,295,73,38,55,48,14,4,414,226,12.5
Jordan Poyer,8000,S,BUF,19,34,0,72.7,0,2,4,70.4,71.3,52.2,72.1,70.2,75.2,3,3,2,55,9.9,15,2,3,104.1,40,2,406,14,711,1228,68,0,0,68,0,580,1160,60,457,160,30,102,55,8,5,347,156,8.7
Nick Williams,8006,DI,DET,14,7,2,,0,0,11,62.7,62.7,74.1,60.6,60.1,51.5,2,10,0,,8,2,0,1,0,0,1,0,0,0,537,537,104,325,7,101,0,0,303,234,0,11,16,0,13,0,0,0,
Damion Square,8042,DI,LAC,16,9,0,,0,0,27,64.3,64.5,84.4,53.8,65,56.8,1,3,0,,9.5,2,0,0,0,0,1,0,0,0,253,252,44,203,0,5,0,1,132,121,0,9,10,0,5,0,0,0,
Daren Bates,8077,LB,TEN,4,0,0,,0,0,31,,62.1,86.4,60,60.9,,0,0,0,,,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,4,1,4,0,0,0,0,0,0,0,0,
Ezekiel Ansah,8094,ED,SF,2,0,0,,0,0,28,,53.1,79.9,51,59.9,,0,1,0,,,0,0,0,0,0,0,0,0,0,34,34,0,0,33,1,0,0,23,11,0,0,0,0,1,0,0,0,
A.J. Bouye,8110,CB,DEN,7,1,0,63.9,1,0,10,52.4,55.6,39,,70.9,54.7,0,0,0,25,14.3,4,6,3,102.9,23,0,55,351,234,410,0,0,0,0,0,0,410,0,176,4,2,23,36,0,2,251,110,10.9
Jahleel Addae,8117,S,LAC,10,2,0,66.7,0,0,27,56.7,51.2,79.4,53.7,40,61.8,0,0,1,27,11.8,2,1,0,57.4,6,0,89,1,155,211,13,0,0,13,0,84,198,4,52,23,3,13,9,0,0,85,27,14.2
Abry Jones,8177,DI,JAX,5,1,0,,0,0,15,,65.9,83.1,54.8,68.7,50.9,0,0,0,,12.5,1,0,0,0,0,0,0,0,0,159,159,1,120,31,7,0,0,77,82,0,5,6,0,0,0,0,0,
Benson Mayowa,8196,ED,SEA,14,2,1,60,2,2,29,74.5,60.4,56,61.5,52.5,42.9,6,24,0,18,24,6,1,3,70.4,3,6,0,0,34,600,600,0,0,593,7,0,0,389,177,0,18,17,5,36,0,22,21,7.3
Bradley McDougald,8220,S,NYJ,7,8,0,81.3,0,0,22,42.8,41,38.3,63.9,48.2,64,0,1,0,38,13.2,5,3,2,118.8,13,0,106,2,241,432,12,0,0,12,0,289,420,7,184,23,2,25,16,1,0,206,71,15.8
Will Compton,8308,LB,TEN,9,3,0,70,0,0,31,38.5,47,80.4,49.9,66.1,59.3,0,0,0,21,13.3,2,0,0,133.3,7,0,102,2,61,126,12,0,0,12,0,0,114,10,55,10,5,10,10,0,1,95,57,13.6
Brandon Copeland,8378,LB,NE,4,4,0,100,0,0,19,48.7,65.2,78.8,68.4,69.3,80.8,1,0,0,9,0,0,0,0,118.8,3,0,26,0,15,60,30,0,0,30,0,0,30,14,31,4,4,6,3,1,1,9,3,3
Jeff Heath,8396,S,LV,13,3,0,64.7,0,0,23,72.8,72.8,84.6,50.7,65.8,80.4,1,0,3,26,5.9,2,1,0,67.6,11,0,82,6,241,415,20,0,0,20,0,271,395,10,164,36,10,29,17,1,1,129,17,11.7
Chris Banjo,8419,S,ARZ,11,5,0,76.5,0,0,1,63.6,63.6,83.2,59.9,59.4,78.4,1,1,0,27,6.4,3,2,0,99.9,13,0,125,14,266,436,27,0,0,27,0,208,409,6,164,61,12,39,17,2,0,139,85,10.7
Cody Davis,8458,S,NE,2,0,0,,0,0,19,60.7,68.5,71.8,60,,,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Jordan Dangerfield,8468,S,PIT,8,0,0,,0,0,25,63.6,67.7,99.6,,63.4,,0,0,0,,,0,0,0,0,0,0,5,2,7,23,4,0,0,4,0,9,19,0,16,0,0,0,0,0,0,0,0,
Nickell Robey-Coleman,8483,CB,PHI,15,3,0,82.1,0,1,24,53.3,51.1,54.5,90.8,31.9,32.3,0,1,0,52,22.6,12,1,3,124.2,46,2,44,137,404,612,9,0,0,9,0,6,603,12,196,416,13,38,56,3,3,533,265,11.6
LaRoy Reynolds,8500,LB,ATL,9,0,0,66.7,0,1,2,67.3,58.6,0,63.7,56,36.8,0,1,0,11,40,2,1,1,82.6,2,0,32,1,26,43,3,0,0,3,0,0,40,5,12,4,0,3,3,1,0,18,6,9
Mike Purcell,8530,DI,DEN,6,3,0,,0,0,10,59.3,60.2,83.9,51,65,39.5,1,1,0,,11.8,2,0,0,0,0,1,0,0,1,218,218,81,133,0,4,0,0,117,100,0,9,12,0,3,0,0,0,
Jadeveon Clowney,8636,ED,TEN,8,6,3,,0,1,31,80.3,74.9,57,69.6,69.9,64.3,6,22,0,,12.5,3,0,2,0,0,0,16,0,10,425,409,0,20,374,15,0,16,266,149,0,11,15,0,28,0,0,0,
Khalil Mack,8640,ED,CHI,17,18,3,50,2,3,6,66.9,92.5,69.7,90.8,92,74.4,4,45,1,47,7.8,4,0,3,48.6,3,10,2,0,51,963,953,0,1,945,7,0,10,531,381,8,33,29,6,59,0,64,53,21.3
Anthony Barr,8644,LB,MIN,2,0,0,100,1,0,18,66.7,47.5,0,47.7,42.4,63.5,0,1,0,12,14.3,1,0,1,94.4,3,0,67,1,37,94,17,0,0,17,0,0,77,12,45,9,2,6,3,1,0,20,28,6.7
Aaron Donald,8648,DI,LA,18,11,1,,1,3,26,67.4,94.2,55.3,93.6,89.4,50,15,73,0,,15.4,6,0,4,0,0,17,6,0,0,934,928,14,393,123,398,0,6,606,328,0,32,22,0,105,0,0,0,
Kyle Fuller,8649,CB,CHI,17,10,0,56.3,0,1,6,70.2,64,33.3,65.2,38.7,42.8,0,0,1,49,15.5,13,6,7,87.1,45,0,85,1002,682,1133,26,0,0,26,0,1,1107,2,449,18,20,61,80,0,4,512,137,11.4
Dee Ford,8658,ED,SF,1,1,0,,0,0,28,61.4,59.1,79.8,60,55.1,71.9,0,1,0,,0,0,0,0,0,0,0,1,0,2,46,45,0,0,45,0,0,1,28,16,0,0,1,0,1,0,0,0,
Darqueze Dennard,8659,CB,ATL,8,7,0,64.2,0,0,2,63.1,66,84.4,52.6,76.7,65.7,0,0,1,24,9.8,4,3,3,89.2,34,0,39,278,297,439,1,0,0,1,0,2,438,3,139,117,12,30,53,0,3,288,111,8.5
Jason Verrett,8660,CB,SF,13,4,0,68.3,0,0,28,76.1,77.6,88.2,55.6,76.2,59.9,0,0,2,49,11.9,8,6,2,76.3,43,0,45,738,491,803,15,0,0,15,0,0,788,2,310,5,11,55,63,0,1,382,141,8.9
Jimmie Ward,8665,S,SF,14,18,1,73.3,1,2,28,72.5,73.5,64.5,69.3,71.3,90.4,1,4,0,32,2.9,2,3,4,100.4,33,0,204,4,491,851,30,0,0,30,0,404,821,18,342,208,14,48,45,5,1,322,153,9.8
Bradley Roby,8666,CB,HST,10,4,0,62.2,1,0,13,72.2,71.5,86.9,58.5,61.7,66.8,0,0,1,29,9.5,4,5,7,95.4,23,0,45,505,337,613,1,0,0,1,0,1,612,1,275,61,8,34,37,0,3,229,60,10
Demarcus Lawrence,8669,ED,DAL,16,8,2,100,0,4,9,67.1,88.7,39.3,85.7,79.7,29.9,6,34,0,2,16.9,10,0,5,79.2,1,7,8,0,12,668,655,0,15,622,18,0,13,394,262,4,36,41,1,47,0,2,7,2
Kyle Van Noy,8675,LB,MIA,14,14,1,90.9,0,2,17,51.2,61.6,66.1,70.8,60.4,44.4,4,22,0,36,13.7,10,3,2,110.8,20,5,224,3,254,811,571,0,0,571,0,0,240,246,311,13,27,49,22,31,0,233,156,11.7
Lamarcus Joyner,8676,CB,LV,14,9,0,70.5,2,0,23,55.2,53.8,57.4,43.6,55.9,82,0,2,0,35,9.1,7,5,5,92.5,43,0,31,25,428,670,25,0,0,25,0,17,645,21,221,572,18,61,61,2,0,464,256,10.8
Stephon Tuitt,8681,DI,PIT,16,12,3,,0,2,25,61.1,75.8,89.2,78,60.6,51.5,14,45,0,,12.2,6,0,0,0,0,12,2,0,2,832,830,12,530,33,255,0,2,522,308,0,34,31,0,71,0,0,0,
Trent Murphy,8682,ED,BUF,11,3,0,100,0,0,4,55.8,65.5,88.7,68.2,56.2,52.3,6,9,0,13,9.5,2,0,0,106.9,3,2,5,0,12,369,364,0,6,347,11,0,5,216,141,0,10,16,3,17,0,29,11,9.7
Timmy Jernigan,8683,DI,DEN,5,0,0,,0,0,10,,44.6,78.9,57.3,41.9,67.4,1,0,0,,0,0,0,0,0,0,0,0,0,0,65,65,4,49,0,12,0,0,33,32,0,0,1,0,1,0,0,0,
Jeremiah Attaochu,8685,ED,DEN,13,4,0,100,0,1,10,55.8,62.5,68.6,62.9,61.5,74.3,6,10,0,15,7.7,2,0,1,100.8,5,5,1,0,34,414,397,0,0,397,0,0,17,213,167,16,19,20,5,21,0,41,31,8.2
Christian Kirksey,8706,LB,GB,13,17,0,85.4,0,0,12,51,48.2,51.6,59.5,48.5,61.2,0,1,2,45,11.5,10,1,3,117.9,41,2,535,4,349,591,7,0,0,7,0,9,584,21,221,36,23,60,48,3,5,390,268,9.5
Terrence Brooks,8714,S,NE,13,0,0,83.3,0,0,19,47.3,49.3,79.8,57.5,57.8,34.8,1,1,0,34,19,4,0,1,114.9,10,0,139,8,126,254,23,0,0,23,0,56,231,10,118,28,4,17,12,2,0,139,62,13.9
Kareem Martin,8719,ED,DET,1,0,0,,0,0,11,,54.3,75.3,53,59.8,,0,0,0,,,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,7,4,0,0,0,0,0,0,0,0,
Phillip Gaines,8722,CB,HST,9,5,0,72,0,0,13,53.5,59.9,82.2,,82.5,69.8,0,0,0,42,7.1,2,1,0,146.5,18,0,38,203,156,262,4,0,0,4,0,1,258,0,106,16,4,21,25,0,5,269,82,14.9
Donte Moncrief,8725,WR,NE,1,0,0,,0,0,19,,60,60,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Jaylen Watkins,8736,S,LAC,3,1,0,50,0,0,27,50.4,53,78.9,,67.4,63.1,0,0,0,31,11.1,1,0,0,79.2,2,0,20,0,58,99,1,0,0,1,0,61,98,0,41,17,1,7,4,0,0,34,30,17
Bashaud Breeland,8737,CB,KC,14,4,0,58.9,3,1,16,69.4,62.8,21,45.9,40.8,37.2,1,4,2,54,20.3,14,9,13,90,43,0,56,787,566,877,11,0,0,11,0,2,866,8,303,21,18,51,73,5,5,481,240,11.2
Justin Ellis,8742,DI,BLT,14,5,1,,0,0,3,60,48.2,86.3,49.6,51.4,32.5,1,6,0,,11.8,2,0,0,0,0,0,1,0,0,373,372,134,237,0,1,0,1,208,165,0,8,10,0,7,0,0,0,
Cassius Marsh,8743,ED,PIT,9,2,0,100,1,0,25,49,38.9,51.9,54.9,35.5,29.2,1,5,0,23,31.6,6,0,1,118.8,6,0,10,0,33,197,175,0,0,165,10,0,22,75,89,12,7,11,6,6,0,76,48,12.7
Ross Cockrell,8744,CB,TB,10,2,0,72.7,1,0,30,73.5,71.2,25.6,52,69.8,58.9,1,1,0,19,20,3,3,2,100.4,16,0,8,35,194,272,13,0,0,13,0,6,259,15,63,209,7,10,22,2,1,119,62,7.4
DaQuan Jones,8747,DI,TEN,17,17,0,,0,1,31,58,67.7,89,66.5,62.9,32.5,3,17,0,,12.1,7,0,0,0,0,4,1,0,15,763,761,240,431,9,81,0,2,398,350,0,28,34,0,24,0,0,0,
Anthony Hitchens,8754,LB,KC,17,24,0,78.9,0,0,16,53.3,49.7,59.3,67.4,47.3,81.5,5,4,0,35,5.1,5,2,2,107.8,30,0,711,1,336,752,20,0,0,20,0,0,732,55,361,20,29,69,38,9,1,295,229,9.8
Pierre Desir,8762,CB,BLT,10,3,0,75,2,1,3,42.5,48.1,86.1,60,72.8,58.3,0,0,3,48,14,7,5,6,115.5,36,0,29,459,304,519,12,0,0,12,0,0,507,1,214,18,7,40,48,0,5,486,161,13.5
Tre Boston,8763,S,CAR,16,19,0,69.2,0,1,5,49.9,53.8,87.5,59.9,58.1,55.9,0,4,1,36,14,16,2,0,96.6,36,1,424,12,635,1037,79,0,0,79,0,429,958,29,373,93,23,79,52,5,3,319,143,8.9
Dontae Johnson,8764,CB,SF,11,7,0,66.7,1,1,28,65.2,67.7,23.3,64.8,79.2,55.2,1,0,0,42,18.5,5,3,4,101.7,14,1,36,110,175,273,5,0,0,5,0,4,268,10,88,118,7,15,21,2,1,142,54,10.1
Kevin Pierre-Louis,8767,LB,WAS,13,12,0,80.6,0,1,32,83.9,67.7,49.3,46.3,48.7,58.4,1,5,0,34,13.1,8,0,1,128,29,1,357,4,256,506,28,0,0,28,0,0,478,41,209,117,19,41,36,7,4,210,141,7.2
Nevin Lawson,8768,CB,LV,14,8,0,69.8,1,1,23,54.7,55.6,62.1,78.5,57.2,73.2,0,0,0,33,7.9,5,5,5,117.2,44,1,40,525,468,737,16,0,0,16,0,0,721,2,267,155,14,50,63,1,5,460,176,10.5
Brent Urban,8769,DI,CHI,17,13,1,,0,0,6,60.8,76.5,66.6,56,83.7,45.6,1,9,0,,10.3,4,0,1,0,0,3,0,0,1,391,390,33,181,7,169,0,1,197,193,0,21,22,0,13,0,0,0,
Ricardo Allen,8782,S,ATL,12,8,0,56.3,0,0,2,60.1,62.4,86.3,59.9,66.3,74.5,1,0,2,47,10,3,3,1,96.6,9,0,53,3,408,604,3,0,0,3,0,512,601,4,192,33,1,19,16,1,4,183,47,20.3
Aaron Lynch,8785,ED,JAX,8,0,1,,0,0,15,60.1,50.8,19.1,58.6,52.3,28.6,3,4,0,,28.6,2,0,2,0,0,1,4,0,2,152,148,0,5,129,14,0,4,98,52,0,4,5,0,8,0,0,0,
Avery Williamson,8786,LB,PIT,16,21,0,91.8,0,0,25,33.8,51.9,59,49.2,77.4,80.7,1,2,1,30,5.1,6,0,1,126.8,56,1,554,5,332,678,46,0,0,46,0,0,632,47,299,72,39,90,61,4,5,581,354,10.4
Caraun Reid,8793,DI,JAX,7,0,0,,0,0,15,60,66.3,84.2,63,63,71,1,4,0,,0,0,0,0,0,0,0,0,0,0,144,143,9,98,0,36,0,1,93,51,0,2,5,0,5,0,0,0,
Chris Smith,8794,ED,LV,8,1,1,,1,0,23,60,48.7,36.7,57.9,44.3,72,2,7,0,,0,0,0,1,0,0,1,0,0,0,115,115,3,28,45,39,0,0,83,32,0,3,3,0,10,0,0,0,
Devon Kennard,8809,ED,ARZ,13,3,0,100,0,0,1,26.5,63.8,85.6,64,69.8,60,5,14,0,15,10.5,2,0,0,156.3,3,3,5,0,9,362,355,10,5,335,5,0,7,219,134,2,15,14,3,22,1,36,36,12
Bennett Jackson,8822,S,NYJ,1,0,0,,0,0,22,,59.9,60.4,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Dan McCullers,8849,DI,CHI,3,2,0,,0,0,6,60,58.2,78.9,66.2,56,48.1,0,0,0,,0,0,0,0,0,0,0,0,0,1,86,85,68,17,0,0,0,1,24,61,0,4,5,0,0,0,0,0,
T.J. Carrie,8853,CB,IND,15,4,0,57.1,0,0,14,63.8,67.9,84.8,42.7,90,55.9,0,1,2,37,15.6,5,6,4,80.2,24,0,24,373,314,452,6,0,0,6,0,1,446,1,137,48,8,23,42,1,2,347,99,14.5
Shamar Stephen,8854,DI,MIN,16,9,1,100,0,0,18,69.3,61.7,88.7,56.7,59.7,55.1,2,6,0,0,8.3,3,0,0,79.2,1,1,0,0,0,662,662,202,452,0,8,0,0,341,321,0,16,24,1,9,0,0,6,0
Shelby Harris,8869,DI,DEN,11,5,7,,0,1,10,66.2,88.3,53,83.5,76.1,59.1,8,16,0,,7.7,2,0,2,0,0,3,1,0,0,441,440,29,325,13,73,0,1,294,147,0,19,19,0,27,0,0,0,
Terrance Mitchell,8888,CB,CLV,18,6,0,55.7,1,3,8,65.3,68.2,89.8,,76.8,72,0,0,0,44,7.1,6,12,3,100.1,54,0,64,1140,796,1225,5,0,0,5,0,1,1220,0,429,15,13,73,97,0,5,801,260,14.8
Denico Autry,8982,ED,IND,15,6,0,100,0,1,14,55.4,63.7,49.9,67,60.9,57.1,3,23,0,21,14.7,5,0,4,106.3,4,11,0,0,12,675,675,0,65,436,174,0,0,443,220,0,26,23,4,37,0,38,15,9.5
Shaquil Barrett,9000,ED,TB,19,6,2,100,1,2,30,62.2,74.7,37,78.2,66.1,54.5,12,74,0,24,13.3,8,0,8,103.7,17,12,22,1,102,1064,1027,0,0,1027,0,0,37,654,308,12,39,46,17,98,0,151,97,8.9
Josh Mauro,9003,DI,ARZ,3,1,0,100,0,0,1,58.4,39.8,80.8,53.9,36.8,33.5,0,1,0,6,20,1,0,0,91.7,1,1,0,0,2,92,92,0,55,20,17,0,0,54,36,0,4,3,1,2,0,6,1,6
Todd Davis,9007,LB,MIN,8,10,0,76.2,0,0,18,51,60.6,78.7,60.6,70.2,48.4,0,0,0,35,15.4,6,2,1,119.7,16,1,220,2,131,281,30,0,0,30,0,2,251,18,132,27,12,23,21,1,1,193,130,12.1
Christian Jones,9020,ED,DET,16,10,1,80,0,0,11,33.4,45.7,88.1,52.1,52.5,50,1,7,0,16,13.8,8,0,0,121.7,8,0,46,0,82,510,456,0,0,456,0,0,54,165,263,8,21,40,10,8,1,52,21,6.5
Senorise Perry,9035,HB,TEN,1,0,0,,0,0,31,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Malcolm Butler,9040,CB,TEN,17,9,0,62,0,0,31,75.8,74.5,89.8,50.2,61.2,75,0,0,5,53,8,9,11,2,78.6,75,0,65,1020,722,1150,9,0,0,9,0,2,1141,4,424,54,31,94,121,0,4,903,265,12
Kerry Hyder,9045,ED,SF,16,7,0,50,0,0,28,72.6,68.6,84.3,58.8,69.9,46.6,10,36,0,3,24.5,13,0,1,56.3,1,9,6,0,26,722,715,0,9,699,7,0,7,437,259,0,31,33,2,55,0,3,1,3
Adarius Taylor,9074,LB,CAR,11,4,0,90.9,0,0,5,51.1,45.5,76.5,56.8,45.2,62.2,0,0,0,23,11.1,2,0,0,110.2,10,0,93,0,56,111,10,0,0,10,0,0,101,3,52,8,7,12,11,0,0,115,47,11.5
Adrian Phillips,9177,S,NE,16,27,0,78,0,0,19,62.2,66.2,85.6,57.4,68.8,79.4,0,3,2,25,6.8,8,2,0,86.8,32,1,473,20,378,747,163,0,0,163,0,28,584,42,327,62,33,83,41,4,1,318,208,9.9
Zach Kerr,9195,DI,CAR,13,9,2,,0,1,5,59,84.1,68.9,77.7,77.8,68.4,6,9,0,,4.3,1,0,1,0,0,4,0,0,2,390,390,14,277,47,52,0,0,224,164,0,13,13,0,19,0,0,0,
C.J. Goodwin,9243,S,DAL,3,1,0,,0,0,9,67.9,66.4,92.1,49,,75.2,0,2,0,,0,0,0,0,0,0,0,10,0,14,18,0,0,0,0,0,6,18,4,0,0,0,0,0,2,0,0,0,
Daniel Sorensen,9253,S,KC,18,17,1,76,1,3,16,56.9,48.4,70.5,53.3,31.5,38,7,2,3,29,16.7,22,1,5,103.5,57,0,497,51,625,1086,147,0,0,147,0,225,939,97,364,165,28,93,75,9,5,585,367,10.3
Brandon Dunn,9262,DI,HST,13,5,0,,0,0,13,64.7,35.5,57.8,53.4,33.7,76,3,2,0,,0,0,0,2,0,0,0,1,0,2,451,450,229,207,1,13,0,1,189,260,0,17,21,0,5,0,0,0,
Joe Thomas,9272,LB,DAL,11,10,0,78.3,0,0,9,60.7,47.7,40.8,65.4,35.4,65.8,3,2,0,42,10.2,5,2,2,126.6,18,0,368,0,218,410,5,0,0,5,0,8,405,24,168,27,16,34,23,5,2,171,82,9.5
Keith Smith,9302,FB,ATL,2,0,0,,0,0,2,,60,60,60,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,
