player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jason Pierre-Paul,5540,ED,TB,20,15,5,69.2,0,4,30,71.3,66.3,40.2,71.9,52.3,31.7,6,46,2,40,19.4,13,2,8,55.8,9,13,18,0,84,1185,1151,0,38,1080,33,0,34,748,353,16,42,39,13,65,0,111,106,12.3
Kareem Jackson,5545,S,DEN,16,20,0,73.3,0,0,10,81.3,80.4,75.2,48.4,77.6,65.3,0,1,1,35,12.6,14,3,1,89.1,33,0,277,6,666,1083,5,0,0,5,0,625,1078,6,411,170,26,77,45,1,1,300,182,9.1
Devin McCourty,5552,S,NE,16,13,0,76,0,0,19,64.3,65.2,62.1,47.3,69.3,70.7,0,1,2,24,10.1,7,3,1,106.7,19,0,273,18,536,960,10,0,0,10,0,591,950,13,411,68,7,49,25,1,3,210,90,11.1
Jerry Hughes,5556,ED,BUF,18,12,2,100,3,2,4,55.9,75.6,49.5,86.5,57.7,41.5,6,52,1,23,18.9,7,0,5,79.2,4,8,2,0,32,783,781,0,19,742,20,0,2,454,297,0,21,18,4,66,0,58,24,14.5
Patrick Robinson,5557,CB,NO,8,1,0,65.2,0,0,20,56.9,61.8,81.7,57.9,79.1,75,0,0,2,25,6.7,1,1,2,53.9,15,0,34,197,158,248,3,0,0,3,0,0,245,1,89,14,5,13,23,0,0,186,30,12.4
Linval Joseph,5571,DI,LAC,16,16,0,,0,0,27,57.7,68.7,79.6,67.9,64,30.1,2,24,0,,12.5,9,0,1,0,0,0,0,0,2,726,725,225,496,2,2,0,1,409,315,0,29,47,0,26,0,0,0,
Carlos Dunlap,5579,ED,SEA,16,7,6,100,0,0,29,48.6,61.9,71.2,64.8,58.9,50.8,11,25,0,18,15.6,5,0,3,141.4,7,8,3,0,24,640,636,0,6,621,9,0,4,426,190,1,19,20,7,44,1,59,24,8.4
Sean Lee,5580,LB,DAL,9,10,0,83.3,0,0,9,56.4,34.8,79,53.4,28.8,32.2,1,0,0,19,22.2,6,0,0,100,5,0,170,0,84,180,1,0,0,1,0,0,179,3,93,9,4,11,6,1,0,48,23,9.6
Corey Peters,5607,DI,ARZ,9,3,0,100,1,0,1,41.2,61.4,51.8,64.7,62.6,45.2,2,10,0,9,14.3,2,0,2,104.2,1,2,0,0,2,379,379,162,195,1,21,0,0,236,141,0,7,9,1,14,0,9,3,9
Everson Griffen,5624,ED,DET,14,7,3,100,0,0,11,49.4,63.2,27.7,73.6,54.5,60.8,7,19,0,21,10,3,0,5,118.8,1,7,6,0,13,528,520,0,19,454,47,0,8,319,196,1,16,20,1,33,0,21,22,21
Geno Atkins,5643,DI,CIN,8,0,0,,0,0,7,,54,33.8,61.4,44.7,66.8,0,3,0,,0,0,0,1,0,0,0,0,0,0,119,119,37,61,0,21,0,0,107,12,0,0,1,0,3,0,0,0,
Sherrick McManis,5667,S,CHI,7,0,0,50,0,0,6,30.3,29.6,74.4,60,60,77.3,0,0,1,12,0,0,0,0,29.2,1,0,6,1,23,27,2,0,0,2,0,10,25,1,3,7,0,1,2,0,0,12,15,12
Antonio Brown,5718,WR,TB,1,0,0,,0,0,30,60,61.2,60,,,,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Tramaine Brock Sr.,5903,CB,DET,1,0,0,75,0,0,11,47.2,49.1,76.6,,60.4,63.9,0,0,0,22,14.3,1,0,1,99,6,0,5,29,27,39,0,0,0,0,0,0,39,0,12,5,2,6,8,0,0,66,18,11
Anthony Levine,6013,S,BLT,6,0,0,100,1,0,3,27.1,28.5,74.7,60,68.8,81.9,0,0,0,10,0,0,0,1,139.6,3,0,4,2,24,31,1,0,0,1,0,12,30,1,6,10,0,3,3,0,1,24,0,8
Andrew Sendejo,6118,S,CLV,16,15,0,58.7,0,1,8,43.2,45.5,44.7,60.8,53.3,50.3,0,0,0,47,18.2,16,3,2,117.1,27,0,149,2,625,999,7,0,0,7,0,696,992,5,369,145,7,57,46,0,5,330,105,12.2
Patrick Peterson,6157,CB,ARZ,16,4,0,66.7,4,0,1,53.1,55.2,69.6,52.5,66.4,64.4,0,0,3,52,10.9,7,4,12,100.8,50,0,45,940,691,1096,2,0,0,2,0,1,1094,4,401,107,12,53,75,0,5,677,206,13.5
Aldon Smith,6159,ED,DAL,16,10,2,100,3,0,9,55.5,66.3,30.9,70,64.1,41.3,11,35,0,16,22.8,13,0,6,118.8,2,4,15,0,24,809,791,2,83,630,76,0,18,444,341,3,29,34,2,50,0,28,21,14
J.J. Watt,6163,ED,HST,16,8,7,100,0,2,13,56.9,85.4,80,76.6,81,41.9,11,29,1,39,18.6,11,0,2,118.8,1,5,7,0,4,1013,1006,10,18,856,122,0,7,582,427,0,34,40,1,45,1,39,32,39
Robert Quinn,6166,ED,CHI,16,5,0,100,0,3,6,37.4,61.6,55.7,66.4,62.8,45,6,25,0,15,12,3,0,3,102.8,6,2,4,1,31,596,579,0,1,578,0,0,17,374,191,12,9,17,6,33,0,52,49,8.7
Ryan Kerrigan,6168,ED,WAS,17,5,1,80,0,0,32,59.5,59.2,61.3,68.8,45.4,53.8,0,10,0,14,15.4,2,0,2,90,4,6,0,0,14,425,424,0,0,420,4,0,1,252,159,0,8,6,5,16,0,28,30,7
Corey Liuget,6170,DI,HST,6,1,0,,0,0,13,,58.4,80,65.8,53.3,70.7,1,3,0,,0,0,0,0,0,0,1,0,0,0,88,88,7,76,0,5,0,0,38,50,0,2,2,0,5,0,0,0,
Adrian Clayborn,6172,ED,CLV,17,5,0,100,2,1,8,68.4,57.8,65,61.8,46.4,60.7,5,18,0,-5,8.3,1,0,2,79.2,1,4,1,0,6,534,532,0,36,370,126,0,2,391,137,1,7,6,1,27,0,-5,1,-5
Cameron Jordan,6176,ED,NO,18,11,3,100,0,1,20,72.1,84.6,44.3,75.3,86.3,54.6,9,44,0,6,10.3,6,0,6,91.7,1,8,0,0,12,908,905,0,5,877,23,0,3,572,324,3,38,41,1,61,0,6,7,6
Jimmy Smith,6179,CB,BLT,13,2,0,55.9,0,0,3,73.3,70.5,17.7,63.6,55.1,50.5,0,0,0,21,16.7,6,1,3,69.6,19,1,32,363,389,517,9,0,0,9,0,53,508,4,124,60,9,28,34,1,0,171,68,9
Cameron Heyward,6183,DI,PIT,16,14,2,100,0,0,25,61.4,89.5,79.3,79.6,83,52,14,45,1,-4,10.2,6,0,2,39.6,1,5,21,0,2,866,845,32,456,114,243,0,21,541,323,0,32,39,1,64,0,-4,1,-4
Jabaal Sheard,6189,ED,NYG,10,3,1,100,0,1,21,56.7,66.5,61.5,62.4,70,61.2,4,10,0,6,10,2,0,1,79.2,3,2,6,0,10,275,266,0,0,251,15,0,9,171,94,3,11,15,3,16,0,5,2,1.7
Brooks Reed,6194,ED,TEN,3,0,0,,0,0,31,60,66.5,78.7,63.5,63.4,74.7,0,1,0,,0,0,0,0,0,0,2,0,0,1,59,59,0,0,59,0,0,0,28,30,0,2,2,0,3,0,0,0,
Marcus Gilchrist,6202,S,BLT,2,0,0,66.7,0,0,3,55.8,56.1,73.1,60,62.1,78.8,0,1,0,16,0,0,0,0,93.8,2,0,13,5,37,42,0,0,0,0,0,21,42,1,4,3,0,3,3,1,0,26,2,13
Justin Houston,6222,ED,IND,17,4,0,50,1,1,14,56.6,62.2,62.5,63.2,61.1,52,3,21,0,9,24,6,0,3,62.5,1,10,3,0,20,645,642,0,1,624,17,0,3,427,198,0,19,15,2,34,0,9,2,9
Jurrell Casey,6229,DI,DEN,3,3,3,,0,0,10,60,74.4,82.1,67.6,70.1,58.4,2,3,0,,7.1,1,0,0,0,0,0,2,0,0,156,154,4,71,9,70,0,2,94,62,0,6,10,0,5,0,0,0,
Allen Bailey,6238,DI,ATL,16,1,0,0,0,0,2,56.7,50.9,87.4,60.3,41.1,28.1,3,11,0,,27.8,5,0,0,39.6,0,2,0,0,4,424,424,26,175,139,84,0,0,280,140,0,12,12,1,16,0,0,0,
K.J. Wright,6251,LB,SEA,17,20,4,75.3,0,1,29,79.2,75.7,78.8,67.3,67.5,56.3,2,8,1,40,12.9,13,5,2,97.9,61,2,366,23,559,1049,542,0,0,542,0,2,507,119,371,116,44,68,81,12,3,502,350,8.2
Buster Skrine,6289,CB,CHI,12,6,0,78.5,1,1,6,46.2,52.3,50.6,42.6,86.4,70.3,0,0,0,40,11,8,2,5,123.1,51,0,32,15,374,557,2,0,0,2,0,1,555,10,173,506,22,59,65,0,4,560,207,11
Richard Sherman,6306,CB,SF,5,1,0,57.1,0,0,28,67.2,67.7,83.1,55.1,66,41.3,0,0,1,18,21.1,4,0,1,69.6,8,0,31,288,210,332,4,0,0,4,0,5,328,2,120,4,4,14,14,0,1,87,29,10.9
Pernell McPhee,6317,ED,BLT,17,9,1,100,0,0,3,43.2,72.4,57,70,78.7,32.8,12,20,0,8,20,9,0,2,91.7,4,4,29,1,36,510,478,10,17,363,88,0,32,321,153,2,25,27,4,36,0,24,27,6
Lawrence Guy,6385,DI,NE,14,14,0,,0,0,19,63.5,68.2,87.4,58.8,67.1,55.4,4,10,0,,9.1,5,0,0,0,0,2,1,0,1,503,502,26,276,60,140,0,1,230,272,0,28,36,0,16,0,0,0,
Malcolm Smith,6394,LB,CLV,17,16,0,77.8,0,1,8,74.7,67.7,84,54.4,53,66.1,0,2,1,26,9.5,8,1,0,93.1,42,1,508,9,403,618,33,0,0,33,0,5,585,37,178,63,24,60,54,3,1,363,232,8.6
Chris Harris Jr.,6457,CB,LAC,9,5,0,71.1,1,0,27,57.4,61.9,83.9,78.1,68.4,53.1,1,2,1,54,17.5,7,2,2,128.6,27,0,73,70,334,568,12,0,0,12,0,6,556,13,221,407,8,28,38,3,4,394,193,14.6
Josh Bynes,6503,LB,CIN,16,27,0,83.3,0,0,7,60.9,52.6,35.6,64.5,47.8,59.4,1,3,0,29,11.6,13,2,2,124,30,0,696,1,342,761,35,0,0,35,0,0,726,29,390,28,40,72,36,4,2,335,247,11.2
Nick Bellore,6515,FB,SEA,1,0,0,,0,0,29,,61.6,60.1,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,BUF,18,4,3,87.5,0,0,4,60.1,59.5,66,66.6,47.5,70,4,34,0,14,13.5,5,0,3,93.8,7,7,19,0,40,750,730,0,6,702,22,1,20,452,258,0,23,28,8,45,0,52,23,7.4
Craig Robertson,7003,LB,NO,5,0,0,50,0,0,20,33.2,37,74,53.4,62,25.3,0,0,0,8,50,2,0,0,60.4,1,0,21,0,8,23,2,0,0,2,0,0,21,4,11,0,2,2,2,0,0,8,7,8
Stephon Gilmore,7016,CB,NE,11,4,0,64.3,1,1,19,58.5,61,87.4,56.8,67.9,46.5,0,1,1,54,17.4,8,2,6,96.7,27,0,28,517,367,632,11,0,0,11,0,0,621,2,263,76,7,34,42,1,2,354,112,13.1
Dontari Poe,7017,DI,DAL,7,4,0,,0,0,9,59.5,55.9,84.9,48.6,60.4,32.3,0,1,0,,12.5,1,0,0,0,0,0,0,0,1,267,266,75,175,0,16,0,1,134,132,0,1,3,0,1,0,0,0,
Fletcher Cox,7018,DI,PHI,15,15,1,,0,2,24,53.2,74.1,79.9,70.9,70.9,63.6,4,31,0,,7.3,3,0,1,0,0,8,2,0,4,747,744,49,458,10,227,0,3,441,302,0,23,23,0,43,0,0,0,
Michael Brockers,7020,DI,LA,17,15,0,,0,0,26,57,63.9,88.1,61.1,61.8,79.3,4,21,0,,0,0,0,0,0,0,5,1,0,1,719,717,14,311,95,297,0,2,428,290,0,32,42,0,30,0,0,0,
Bruce Irvin,7021,ED,SEA,2,0,0,100,0,0,29,68.3,68.8,81.8,56.5,73.9,49.2,3,2,0,1,20,1,0,0,79.2,1,0,5,0,22,121,107,0,0,107,0,0,14,62,37,9,3,4,1,5,0,1,3,1
Dre Kirkpatrick,7023,CB,ARZ,14,4,0,65.9,2,0,1,46.1,49,34.7,74.6,71.3,48.6,0,1,3,39,15.9,11,3,9,80.5,58,0,35,649,506,750,0,0,0,0,0,1,750,3,241,65,9,54,88,1,2,637,298,11
Melvin Ingram III,7024,ED,LAC,7,3,1,,0,0,27,77.8,72.3,44.8,76.3,53.8,39.4,6,22,1,,15.4,2,0,2,0,0,0,28,0,9,361,333,0,0,333,0,0,28,236,116,0,6,8,0,28,0,0,0,
Chandler Jones,7027,ED,ARZ,5,0,0,100,0,0,1,76.8,62.6,61.6,63.1,56.7,29,4,5,0,5,27.3,3,0,1,87.5,1,1,2,0,4,286,284,0,2,276,6,0,2,166,116,0,8,8,1,10,0,5,4,5
Whitney Mercilus,7031,ED,HST,13,3,0,66.7,0,0,13,39.8,39.5,86.1,53.1,31.9,29.9,7,8,0,20,33.3,8,0,0,95.1,4,5,34,0,38,614,577,0,1,566,10,0,37,331,245,3,13,13,6,20,0,54,31,13.5
Derek Wolfe,7040,DI,BLT,16,11,2,,0,0,3,68.1,68.2,77.1,47.1,82.8,67,3,8,0,,5.5,3,0,2,0,0,3,4,0,8,683,679,98,384,55,142,0,4,429,246,0,30,41,0,14,0,0,0,
Jackrabbit Jenkins,7043,CB,NO,15,10,0,60,2,0,20,65.5,66.7,64.9,,70.6,53.4,0,0,3,50,13.9,10,6,8,81.5,54,0,85,757,599,918,3,0,0,3,0,0,915,0,319,73,14,52,90,0,3,695,201,12.9
Mychal Kendricks,7049,LB,WAS,2,1,0,0,0,0,32,50.2,54.1,72.4,67.9,56.3,78.8,0,1,0,,0,0,0,0,39.6,0,0,25,0,9,35,9,0,0,9,0,0,26,3,23,1,3,5,1,1,0,0,0,
Bobby Wagner,7050,LB,SEA,17,26,1,73.9,0,0,29,69.9,85.1,68.8,86.8,90.3,85.6,7,12,0,41,6.4,10,7,2,92.6,65,4,1097,10,701,1212,16,0,0,16,0,23,1196,110,401,66,61,121,88,23,0,612,355,9.4
Tavon Wilson,7051,S,IND,10,3,0,88.9,0,0,14,64.2,63.6,13.8,57.3,63.9,80.3,0,0,0,64,5,1,1,1,158.3,8,0,72,4,150,219,12,0,0,12,0,109,207,3,66,22,7,16,9,0,2,137,30,17.1
Lavonte David,7060,LB,TB,20,30,1,74.8,0,3,30,83.1,78.8,87,52.9,73.6,57.1,1,4,1,29,11.1,18,9,0,91.7,92,3,1060,18,820,1338,115,0,0,115,0,2,1223,105,413,141,68,114,123,8,3,665,437,7.2
Vinny Curry,7061,ED,PHI,11,1,0,,0,0,24,63.9,68.6,88.6,70.9,53.1,40.8,7,14,0,,33.3,6,0,0,0,0,4,0,0,9,310,310,0,12,284,14,0,0,178,123,0,10,11,0,25,0,0,0,
Casey Hayward Jr.,7064,CB,LAC,14,4,0,48,1,0,27,59.5,59.5,88.1,55.5,54.6,48.2,0,1,1,53,16.3,8,7,2,92.6,36,0,42,705,480,788,35,0,0,35,0,0,753,2,306,6,11,37,75,1,5,610,145,16.9
Olivier Vernon,7074,ED,CLV,14,6,2,80,0,0,8,62,74.8,64.2,71.6,71.6,47.4,8,34,0,16,18.9,7,1,3,103.3,4,9,9,0,44,805,793,0,10,754,29,0,12,463,298,3,26,24,5,51,0,44,34,11
Demario Davis,7079,LB,NO,18,28,2,75.4,1,0,20,65.9,77.8,33.6,82.1,80.5,81.9,9,22,0,22,7.3,10,2,4,121.6,46,5,1019,5,579,1151,49,0,0,49,0,5,1102,153,419,73,48,99,61,36,6,349,214,7.6
Tyrone Crawford,7083,DI,DAL,16,7,0,,0,0,9,56.7,52.6,71.7,68.8,35.9,76.8,2,20,0,,0,0,0,1,0,0,2,1,0,5,445,443,38,276,45,84,0,2,293,147,0,8,10,0,24,0,0,0,
Akiem Hicks,7090,DI,CHI,16,11,1,,3,0,6,68.4,65.2,0,74.1,63.2,45.9,18,31,0,,11.3,6,0,12,0,0,4,4,0,3,862,858,42,575,6,235,0,4,534,325,0,31,36,0,53,0,0,0,
Kyle Wilber,7113,LB,LV,9,1,0,50,0,0,23,46.4,45.8,73.2,58.1,53.2,44.1,0,1,0,1,20,1,0,0,56.3,1,0,35,0,13,45,4,0,0,4,0,0,41,2,30,5,1,3,2,1,0,1,6,1
Mike Daniels,7132,DI,CIN,11,7,0,,0,0,7,60,52.2,85.2,62.9,44.9,62.7,1,4,0,,5.3,1,0,0,0,0,0,0,0,1,356,354,48,292,0,14,0,2,181,174,1,6,11,0,5,0,0,0,
Tahir Whitehead,7135,LB,CAR,14,12,0,76,1,0,5,39.9,31.9,37.3,52,37.8,55.3,2,0,1,50,12.7,7,0,4,83.3,19,0,371,0,170,398,7,0,0,7,0,1,391,21,207,19,19,36,25,2,0,207,127,10.9
Jack Crawford,7151,ED,TEN,17,10,0,,0,0,31,54.4,53.6,74.1,56.5,53.1,41.9,8,8,0,,12.9,4,0,1,0,0,2,0,0,1,481,480,3,37,239,201,0,1,278,202,0,14,17,0,18,0,0,0,
George Iloka,7159,S,MIN,3,0,0,100,0,0,18,39.6,36.3,75.1,,59.1,82.8,0,0,0,24,0,0,0,0,158.3,2,0,12,0,31,45,0,0,0,0,0,27,45,0,14,6,0,4,2,0,1,37,8,18.5
Danny Trevathan,7177,LB,CHI,17,32,0,83.6,0,1,6,42.3,39.9,63.1,56.5,42,80.3,1,5,0,72,6.5,9,4,3,127.4,51,1,856,1,483,909,5,0,0,5,0,1,904,39,387,45,42,98,61,7,3,649,343,12.7
Billy Winn,7190,DI,GB,6,1,2,,0,0,12,58.1,68.9,77.6,75.4,62.5,71.9,0,1,0,,0,0,0,0,0,0,0,0,0,2,41,41,1,40,0,0,0,0,21,18,0,4,5,0,1,0,0,0,
Nate Ebner,7193,S,NYG,6,0,0,100,0,0,21,50.1,41.2,74.3,55,43.5,26.3,0,0,0,20,50,1,1,0,118.8,3,0,23,0,28,39,2,0,0,2,0,7,37,2,9,5,1,1,3,0,0,41,21,13.7
Rodney McLeod,7271,S,PHI,13,12,0,54.5,0,0,24,77.3,70.8,61.1,54.7,57.1,56.8,0,2,1,36,15.1,11,5,1,47.3,12,0,173,6,481,873,30,0,0,30,0,586,843,22,370,78,19,50,22,2,0,99,79,8.3
Michael Thomas,7279,S,HST,6,5,0,90.9,0,0,13,51.4,50.3,77,50.6,62.9,84.2,0,2,0,19,0,0,0,1,98.9,10,0,79,4,75,99,1,0,0,1,0,4,98,17,7,11,5,8,11,2,0,85,76,8.5
Tashaun Gipson Sr.,7288,S,CHI,17,10,0,65.7,0,2,6,69.9,72,86.3,79.3,70.8,72.6,0,2,2,39,8.8,7,5,1,90.3,23,1,426,11,669,1130,31,0,0,31,0,545,1099,9,452,117,24,63,35,3,3,241,81,10.5
L.J. Fort,7292,LB,BLT,16,12,0,90.9,0,1,3,64.2,71.5,82.5,55.1,78.6,54.7,2,7,0,26,11.3,7,2,0,103.4,30,0,344,6,211,421,45,0,0,45,0,0,376,59,151,25,24,43,33,9,1,211,139,7
Damon Harrison Sr.,7355,DI,GB,9,4,0,,1,1,12,,68.7,45.1,47.5,79.9,58.7,0,0,0,,7.1,1,0,2,0,0,0,0,0,0,168,168,131,36,0,1,0,0,87,81,0,8,9,0,0,0,0,0,
Julian Stanford,7372,ED,CAR,5,1,0,,0,0,5,60,73,74,52.8,77.9,75.5,0,0,0,,0,0,0,0,0,0,0,8,0,1,16,8,0,0,8,0,0,8,6,9,0,1,2,0,0,0,0,0,
Harrison Smith,7641,S,MIN,16,22,0,65.4,0,0,18,76.7,74.3,11.7,77.3,70.1,77,4,8,5,45,9.4,9,5,4,74,17,1,355,35,556,1030,85,0,0,85,0,423,945,36,438,132,15,65,26,13,1,276,80,16.2
Malik Jackson,7647,DI,PHI,15,7,1,0,0,0,24,64.6,64.7,0,72.1,63.7,48,11,19,0,,12.9,4,0,8,39.6,0,3,0,0,3,537,537,16,379,23,119,0,0,309,225,0,19,20,1,33,0,0,0,
Josh Norman,7649,CB,BUF,11,1,0,66.7,1,2,4,69.5,72.4,85.3,,78.4,33,0,0,1,25,21.6,8,3,3,83.7,20,0,23,418,273,446,2,0,0,2,0,0,444,0,173,3,8,28,30,0,1,208,61,10.4
Justin Bethel,7654,CB,NE,2,0,0,,0,0,19,76.6,75.1,76.4,,,,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Neiko Thorpe,7716,S,SEA,2,0,0,,0,0,29,60,62.9,64.9,,60,,0,0,0,,,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,
Dion Jordan,7785,ED,SF,13,5,1,,0,1,28,60.6,61.1,73.5,59.7,59.6,55.7,2,8,0,,14.3,3,0,1,0,0,3,1,0,1,375,373,0,11,345,17,0,2,223,151,0,12,13,0,13,0,0,0,
Barkevious Mingo,7787,ED,CHI,17,10,0,75,0,0,6,64,59.8,86.2,57.7,56,47.4,2,10,0,21,18.8,6,1,0,127.1,6,3,12,0,68,418,373,0,0,373,0,0,45,158,192,31,13,16,8,15,1,44,41,7.3
D.J. Hayden,7793,CB,JAX,5,1,0,85,1,0,15,32.6,40.4,81.8,53.6,76.1,54.1,1,0,0,35,15,3,1,3,128.8,17,0,11,7,142,234,1,0,0,1,0,3,233,12,80,212,5,16,20,1,1,218,137,12.8
Sheldon Richardson,7794,DI,CLV,18,16,4,100,1,1,8,53.6,68.7,72.3,66.1,67.7,52.9,5,40,0,7,7.2,5,0,2,93.8,2,6,6,0,11,920,914,41,609,11,253,0,6,591,318,0,34,48,2,51,0,13,2,6.5
Kenny Vaccaro,7796,S,TEN,14,14,0,78.7,2,0,31,60.1,58.7,46.7,56.1,58.9,47.6,0,4,0,31,17.6,18,4,4,128.5,37,1,385,27,538,936,78,0,0,78,0,335,858,45,353,111,24,70,47,5,4,378,210,10.2
Desmond Trufant,7803,CB,DET,6,1,0,69,1,0,11,36.7,38.4,84,83.9,41.1,40.4,0,0,1,26,18.2,4,2,5,105.2,20,1,23,257,179,324,3,0,0,3,0,0,321,1,144,41,4,17,29,1,2,258,86,12.9
Xavier Rhodes,7806,CB,IND,17,3,0,51.3,2,0,14,78.9,77.3,67.1,58,64.4,64.1,0,0,2,73,11.8,6,10,6,78.3,41,0,60,874,615,957,4,0,0,4,0,0,953,2,340,19,7,42,80,0,4,524,137,12.8
Datone Jones,7807,DI,LV,1,0,0,,0,0,23,60,60.8,75.9,50.1,72.3,68.7,0,2,0,,0,0,0,0,0,0,0,0,0,0,27,27,6,19,0,2,0,0,23,4,0,1,2,0,2,0,0,0,
Sylvester Williams,7809,DI,DEN,8,5,2,,0,0,10,60,49.5,83.3,58,47,26.3,0,0,0,,25,3,0,0,0,0,0,0,0,0,173,173,69,101,0,3,0,0,68,105,0,2,4,0,0,0,0,0,
Alec Ogletree,7811,LB,NYJ,2,1,0,100,0,0,22,29.3,27.9,0,68.2,44.4,78.1,0,0,0,24,0,0,0,2,116.7,4,0,57,1,29,73,13,0,0,13,0,0,60,6,38,2,3,3,4,0,0,48,13,12
